model,scope,metric,comparison,mean,seed_values,valid_bootstrap,low,high
sgd,Other,subject_accuracy,rna_apt-minus-rna_noise,-0.012511620301065932,"[np.float64(-0.0007207166621731043), np.float64(-0.01813628009800583), np.float64(-0.018677864143018863)]",2000,-0.0441841692752593,0.009623340699921308
sgd,Other,sb_f1,rna_apt-minus-patient_shuffle,-0.004420037368488135,"[np.float64(-0.0023117296998597103), np.float64(-0.013636363401567708), np.float64(0.002687980995963013)]",2000,-0.03175617491169165,0.009665698481476597
sgd,Other,subject_accuracy,rna_apt-minus-patient_shuffle,-0.00819762454783631,"[np.float64(-0.028809342778068237), np.float64(-0.005225272425950278), np.float64(0.009441741560509587)]",2000,-0.045668586003366,0.026035550599625326
sgd,Other,sb_f1,rna_apt-minus-lineage_shuffle,-0.007872799184805287,"[np.float64(-0.011567686640134744), np.float64(-0.01029693189606018), np.float64(-0.0017537790182209356)]",2000,-0.06835510540803351,0.00753806557733838
sgd,Other,subject_accuracy,rna_apt-minus-lineage_shuffle,-0.004002997001933665,"[np.float64(-0.010966740147819287), np.float64(0.0052978226300012254), np.float64(-0.0063400734879829335)]",2000,-0.03182524593280662,0.02578806643364746
sgd,Other,sb_f1,apt_oracle-minus-prior_oracle,-0.026306060274519,"[np.float64(-0.039382269743009346), np.float64(-0.0001300866888689356), np.float64(-0.03940582439167872)]",2000,-0.057808993742711604,-0.00013238479012130935
sgd,Other,subject_accuracy,apt_oracle-minus-prior_oracle,-0.10136453847677973,"[np.float64(-0.155534703003264), np.float64(-0.0005121931813660829), np.float64(-0.1480467192457091)]",2000,-0.20522200991897185,-0.000550933586647693
sgd,Other,sb_f1,rna_oracle-minus-prior_oracle,0.10703315340967155,"[np.float64(0.09802913074817715), np.float64(0.07764152035025812), np.float64(0.14542880913057937)]",2000,0.00224565890674679,0.3414013508722567
sgd,Other,subject_accuracy,rna_oracle-minus-prior_oracle,-0.006510271650479534,"[np.float64(-0.007276996825787085), np.float64(-0.01382588938238194), np.float64(0.001572071256730423)]",2000,-0.020614632689435204,0.0028230852678440277
sgd,Other,sb_f1,apt_oracle-minus-prior_expected_cm,-0.01755707162826266,"[np.float64(-0.030633281096753007), np.float64(0.008618901957387404), np.float64(-0.030656835745422384)]",2000,-0.04792839406698008,0.008145984544578568
sgd,Other,subject_accuracy,apt_oracle-minus-prior_expected_cm,-0.05689895985342441,"[np.float64(-0.11106912437990868), np.float64(0.043953385441989234), np.float64(-0.1035811406223538)]",2000,-0.16066373141964915,0.04200860577978843
sgd,Other,sb_f1,rna_oracle-minus-prior_expected_cm,0.11578214205592789,"[np.float64(0.10677811939443349), np.float64(0.08639050899651446), np.float64(0.1541777977768357)]",2000,0.013174658836077775,0.34823318616056825
sgd,Other,subject_accuracy,rna_oracle-minus-prior_expected_cm,0.03795530697287578,"[np.float64(0.03718858179756823), np.float64(0.030639689240973378), np.float64(0.04603764988008574)]",2000,0.02185411350247719,0.050928498602804254
sgd,T,sb_f1,rna_apt-minus-rna,0.028287674967155934,"[np.float64(0.014673294430485762), np.float64(0.03556584013890829), np.float64(0.03462389033207375)]",2000,0.0046101277660757925,0.05340528395032453
sgd,T,subject_accuracy,rna_apt-minus-rna,0.022400167392276387,"[np.float64(0.012384520710663427), np.float64(0.022993020258538555), np.float64(0.031822961207627176)]",2000,-0.001593342532792827,0.045158969184181545
sgd,T,sb_f1,rna_apt-minus-rna_noise,0.051035726434088845,"[np.float64(0.04100068797571388), np.float64(0.05317589900217379), np.float64(0.05893059232437886)]",2000,0.025049344438804372,0.07744973328499363
sgd,T,subject_accuracy,rna_apt-minus-rna_noise,0.044962785750286983,"[np.float64(0.037918161995663224), np.float64(0.037171742534946595), np.float64(0.05979845272025114)]",2000,0.02048407225632788,0.06938445619627276
sgd,T,sb_f1,rna_apt-minus-patient_shuffle,0.003146609815706044,"[np.float64(-0.010515888993584133), np.float64(0.006862140887944734), np.float64(0.01309357755275753)]",2000,-0.016258676916524214,0.02169683438289327
sgd,T,subject_accuracy,rna_apt-minus-patient_shuffle,0.0027604427344884628,"[np.float64(0.004796904723177786), np.float64(-0.011570974737902251), np.float64(0.015055398218189853)]",2000,-0.019861356632372852,0.02508818850657258
sgd,T,sb_f1,rna_apt-minus-lineage_shuffle,0.013416847139203547,"[np.float64(-0.0016212247930856294), np.float64(0.022039884957096523), np.float64(0.019831881253599748)]",2000,-0.0038312550883560365,0.03233992222096485
