actual_contributing_patients,fit_seconds,fold,inference_seconds,mean_class_donor_coverage,min_class_donor_coverage,model,n_classes,n_test_cells,n_train_cells,observed_class_count,patient_budget,protocol_hash,seed,status,task,total,unseen_at_training_class_count,wall_seconds
16,0.21241404209285975,0,0.09052251372486353,12.763157894736842,1,logistic_regression,39,165797,3200,38,16,4c9bed99296e455f,11,success,fine,3200,1,0.46046106424182653
32,0.020369217731058598,0,0.048350430093705654,27.2,8,logistic_regression,5,165797,3200,5,32,4c9bed99296e455f,11,success,coarse,3200,0,0.2532352842390537
32,0.2663469612598419,0,0.08575417380779982,21.42105263157895,1,logistic_regression,39,165797,3200,38,32,4c9bed99296e455f,11,success,fine,3200,1,0.5281656077131629
8,0.019229518249630928,0,0.04838503897190094,7.8,7,logistic_regression,5,165797,3200,5,8,4c9bed99296e455f,11,success,coarse,3200,0,0.21338247787207365
8,0.20460052322596312,0,0.08622478228062391,6.842105263157895,1,logistic_regression,39,165797,3200,38,8,4c9bed99296e455f,11,success,fine,3200,1,0.44616079796105623
16,0.03605451341718435,0,0.04891959112137556,15.6,14,logistic_regression,5,165797,6400,5,16,4c9bed99296e455f,11,success,coarse,6400,0,0.2515349965542555
16,0.505385803990066,0,0.08614316675812006,13.789473684210526,1,logistic_regression,39,165797,6400,38,16,4c9bed99296e455f,11,success,fine,6400,1,0.7527827629819512
32,0.03957266081124544,0,0.04968632664531469,28.4,14,logistic_regression,5,165797,6400,5,32,4c9bed99296e455f,11,success,coarse,6400,0,0.26929749455302954
32,0.5455003436654806,0,0.0902345310896635,25.57894736842105,1,logistic_regression,39,165797,6400,38,32,4c9bed99296e455f,11,success,fine,6400,1,0.8127358146011829
8,0.037373870611190796,0,0.04942301008850336,7.8,7,logistic_regression,5,165797,6400,5,8,4c9bed99296e455f,11,success,coarse,6400,0,0.23975876066833735
8,0.5412321146577597,0,0.08946467004716396,7.105263157894737,1,logistic_regression,39,165797,6400,38,8,4c9bed99296e455f,11,success,fine,6400,1,0.7782331230118871
16,0.018551739864051342,0,0.04882810730487108,16.0,16,logistic_regression,5,165797,3200,5,16,4c9bed99296e455f,12,success,coarse,3200,0,0.22258831840008497
16,0.20568955596536398,0,0.09908720757812262,13.384615384615385,1,logistic_regression,39,165797,3200,39,16,4c9bed99296e455f,12,success,fine,3200,0,0.46253666188567877
32,0.02302945964038372,0,0.049152000807225704,28.8,16,logistic_regression,5,165797,3200,5,32,4c9bed99296e455f,12,success,coarse,3200,0,0.24636956211179495
32,0.19822585675865412,0,0.08929059747606516,22.94871794871795,1,logistic_regression,39,165797,3200,39,32,4c9bed99296e455f,12,success,fine,3200,0,0.4716606792062521
8,0.02154935896396637,0,0.04918618965893984,8.0,8,logistic_regression,5,165797,3200,5,8,4c9bed99296e455f,12,success,coarse,3200,0,0.22454947885125875
8,0.16392615344375372,0,0.09008005261421204,7.282051282051282,1,logistic_regression,39,165797,3200,39,8,4c9bed99296e455f,12,success,fine,3200,0,0.4070857809856534
16,0.034284766763448715,0,0.049450187012553215,16.0,16,logistic_regression,5,165797,6400,5,16,4c9bed99296e455f,12,success,coarse,6400,0,0.24018813949078321
16,0.5384639650583267,0,0.08937812224030495,14.512820512820513,1,logistic_regression,39,165797,6400,39,16,4c9bed99296e455f,12,success,fine,6400,0,0.7916066003963351
32,0.04313962534070015,0,0.049208737909793854,31.8,31,logistic_regression,5,165797,6400,5,32,4c9bed99296e455f,12,success,coarse,6400,0,0.26898159086704254
32,0.526285920292139,0,0.09511231631040573,26.46153846153846,1,logistic_regression,39,165797,6400,39,32,4c9bed99296e455f,12,success,fine,6400,0,0.7977507282048464
8,0.042785524390637875,0,0.049680739641189575,8.0,8,logistic_regression,5,165797,6400,5,8,4c9bed99296e455f,12,success,coarse,6400,0,0.24649414140731096
8,0.5344364587217569,0,0.09393487684428692,7.333333333333333,1,logistic_regression,39,165797,6400,39,8,4c9bed99296e455f,12,success,fine,6400,0,0.7798466375097632
16,0.020389641635119915,0,0.04873802699148655,15.6,14,logistic_regression,5,165797,3200,5,16,4c9bed99296e455f,13,success,coarse,3200,0,0.2282509058713913
16,0.22179841250181198,0,0.09357255138456821,12.743589743589743,1,logistic_regression,39,165797,3200,39,16,4c9bed99296e455f,13,success,fine,3200,0,0.4723531184718013
32,0.021157609298825264,0,0.049152045510709286,28.4,14,logistic_regression,5,165797,3200,5,32,4c9bed99296e455f,13,success,coarse,3200,0,0.24380142334848642
32,0.2048840457573533,0,0.08995504677295685,21.53846153846154,1,logistic_regression,39,165797,3200,39,32,4c9bed99296e455f,13,success,fine,3200,0,0.47865698765963316
8,0.016548284329473972,0,0.049298771657049656,8.0,8,logistic_regression,5,165797,3200,5,8,4c9bed99296e455f,13,success,coarse,3200,0,0.20928553491830826
8,0.2736415285617113,0,0.08883611671626568,7.051282051282051,1,logistic_regression,39,165797,3200,39,8,4c9bed99296e455f,13,success,fine,3200,0,0.5136723443865776
16,0.03613336756825447,0,0.049154399894177914,16.0,16,logistic_regression,5,165797,6400,5,16,4c9bed99296e455f,13,success,coarse,6400,0,0.2407227074727416
