width,contrast,scope,true_subtype,rna_wrong_subtype,feature,difference,ci_low,ci_high,eligible_patients_min,eligible_patients_max
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-263,-0.04882865396381409,-0.15508758930020705,0.03110268934972856,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-264,-0.07655039497028225,-0.1849411292534467,0.03553956840262866,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-265,-0.039843248528715645,-0.18719587114004388,0.07781169681233636,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-266,-0.04533364614395144,-0.19253702314055848,0.07995965246301315,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-267,-0.0636745601394806,-0.19692644382120547,0.06017108875339714,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-268,-0.06678661574300289,-0.18455863786223511,0.03827518177352646,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-269,-0.042497929072365166,-0.17428918718573033,0.07879212878545254,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-270,-0.0672580216651588,-0.18163557983589101,0.02986157728888567,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-271,-0.029504334966462143,-0.1687735280918199,0.05679660831854922,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-272,-0.08681611160032192,-0.22865233533366078,0.04621600226769088,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-273,-0.12457320977562998,-0.3409774686817011,0.02277151681395245,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-274,-0.07992810517741598,-0.22941851654396242,0.04258515341527746,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-275,-0.03989369467575052,-0.14872626706634173,0.05318928680662197,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-276,-0.056488244442613834,-0.18715233434560485,0.059650091065866544,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-277,-0.056351372743600886,-0.17401654350676152,0.06185494188709387,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-278,-0.06272470465679499,-0.17236967057321906,0.03311421785358621,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-279,-0.07626129581790649,-0.20489748807450117,0.024862359520002177,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-280,0.010911392402513728,-0.1637670478121275,0.15048220694352676,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-281,-0.08893743519770814,-0.21849554751036812,0.0326987345666922,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-282,-0.08731256745141873,-0.20166408003358843,0.014209312203707004,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-283,-0.04938394480192482,-0.19178260963805738,0.07403636601731305,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-284,-0.07014335537270705,-0.22021034028296982,0.06308476373885961,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-285,-0.026628510285468827,-0.11194767362963674,0.040261927226499,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-286,-0.052831903520542754,-0.16196410375436016,0.0507269641654122,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-287,-0.01380826753861276,-0.14593691781366383,0.10322030131195074,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-288,-0.05744625180605739,-0.18971198510279977,0.05727636426812423,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-289,-0.016100635389858262,-0.13201428254239225,0.0848914301139888,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-290,-0.051334987922606545,-0.15058776179111016,0.03923897671706608,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-291,-0.03546187885103549,-0.16891779059401352,0.061815256729684354,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-292,-0.051375909383466555,-0.19615322797000206,0.06968294116927871,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_raw:APT-293,-0.02358798855125815,-0.17022419747859263,0.09270727532085579,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-01,-0.0907023487628643,-0.1832701633069675,0.00035862109589929626,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-02,-0.038000870851289836,-0.09632156940120612,0.01019625938686091,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-03,-0.0034696982421466385,-0.09703509442397408,0.07906656968268112,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-04,0.012725062617814234,-0.04078977393933213,0.059627832704793604,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-05,-0.005293927537637522,-0.06289851050830177,0.04860594388320695,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-06,-0.06908023804217966,-0.17680879106104316,0.020396494189493138,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-07,-0.009162319651395709,-0.10848067014907181,0.06424764115289686,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-08,0.006131402918356482,-0.10203708603478726,0.11281446183018144,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-09,0.004429781505744042,-0.09591148006575427,0.13218909352051492,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-10,-0.06724050927254967,-0.1392715347907629,-0.011303984916309745,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-11,-0.03206083589118832,-0.11382365495137112,0.03412842557591261,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-12,-0.01509903367890906,-0.09909737405452565,0.06274315311392274,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-13,-0.027133978299308453,-0.08533151165992979,0.021667642516968372,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-14,-0.0101035294287062,-0.07162634202289371,0.050177697651118985,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-15,-0.05330241804328084,-0.18405038990760644,0.042323298054350554,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-16,0.008797312664651261,-0.1253502422734671,0.10599500614730227,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-17,-0.0510547583221218,-0.16358707121032234,0.06044265439848115,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-18,-0.023355534398770344,-0.09569601280398657,0.07779568391275367,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-19,0.029305455557349213,-0.06987777178952857,0.14220380722031847,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-20,0.00603162828087576,-0.04717205128100979,0.05615880334195981,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-21,0.002206478242807064,-0.02378711844662128,0.02771796132374351,8,8
2000,rescue,supported_edge_posthoc,Naive T,CD4 + Tcm-2,APT_normalized:APT-22,-0.00391652351985707,-0.08128819704376627,0.081273096432024,8,8
