width,model,true_subtype,predicted_subtype,delta_rna_minus_paired,ci_low,ci_high,true_class_patients,rna_cells_mean,rna_patient_rate,paired_cells_mean,paired_patient_rate,rescued_cells_mean,rescued_patient_rate,harmed_cells_mean,harmed_patient_rate,rerouted_out_cells_mean,rerouted_out_patient_rate,rerouted_in_cells_mean,rerouted_in_patient_rate,delta_seed_20260912,delta_seed_20260913,delta_seed_20260914,rescue_patients_union,harm_patients_union
2000,sgd,CD14 Monocyte-1,platelet,-5.247530969506883e-05,-0.0003528210058241131,6.823887023310658e-05,40,2.3333333333333335,5.772647873309542e-05,2.0,0.00011020178842816425,0.3333333333333333,1.2218963831867058e-05,0.0,0.0,1.0,1.887101935079152e-05,1.0,8.356529287772742e-05,-9.468569759011372e-06,4.1820158644090536e-05,-0.00018977751797028566,1,0
2000,sgd,CD14 Monocyte-2,Atypical Memory B,0.001496968410700134,-6.265903307888041e-05,0.004415365011840581,40,6.333333333333333,0.004937493473111496,4.0,0.003440525062411362,0.0,0.0,0.0,0.0,2.6666666666666665,0.0015605816422522966,0.3333333333333333,6.361323155216285e-05,0.0007120154210305492,0.0027197295057263407,0.0010591603053435115,0,0
2000,sgd,CD14 Monocyte-2,CD14 Monocyte-1,0.032127977303133846,0.0059538190454778645,0.0544610910135245,40,840.0,0.17302580011129462,713.3333333333334,0.14089782280816074,176.33333333333334,0.03718502445784485,102.0,0.021335657037164113,123.0,0.03508082278394606,70.66666666666667,0.018802212901492945,0.04918317501347278,0.021942235443100637,0.025258521452828125,35,28
2000,sgd,CD14 Monocyte-2,CD14 Monocyte-2,-0.056786267855729045,-0.08987942525995826,-0.024026151923473203,40,1952.0,0.41081760861588923,2158.3333333333335,0.4676038764716182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055747070637649124,-0.0620322699394259,-0.052579462990112104,0,0
2000,sgd,CD14 Monocyte-2,CD14 Monocyte-3,0.0019037150010386503,-0.0023334702323896247,0.006185738786067721,40,12.333333333333334,0.011178981157883754,9.666666666666666,0.009275266156845104,0.6666666666666666,0.0004663742690058479,0.0,0.0,4.666666666666667,0.0039083928280848985,2.6666666666666665,0.002471052096052096,0.0011924686543240096,0.0004484125482649835,0.004070263800526958,2,0
2000,sgd,CD14 Monocyte-2,CD16 Monocyte-1,-0.006801091686517618,-0.04820526960124011,0.00540596952823987,40,43.0,0.02632638092755284,43.0,0.03312747261407045,9.666666666666666,0.002330772239326556,2.6666666666666665,0.000739759224515322,16.0,0.0037764424393011953,23.0,0.012168547140630046,0.002996388107007143,-0.024899608366073862,0.00149994519951387,15,5
2000,sgd,CD14 Monocyte-2,CD16 Monocyte-2,-0.003513763211404585,-0.020829718371994665,0.014860529584726863,40,140.66666666666666,0.06717338796561324,154.66666666666666,0.07068715117701783,22.666666666666668,0.009475544481935003,21.666666666666668,0.004507149204173405,25.333333333333332,0.012365831772656537,40.333333333333336,0.020847990261822723,-0.010037855676415432,0.006086646414114473,-0.006590080371912799,22,17
2000,sgd,CD14 Monocyte-2,CD16 NK,0.006241495861753213,-0.023841297426322412,0.05542572749950129,40,67.66666666666667,0.03256933860862128,56.0,0.026327842746868068,16.0,0.003355688033270967,6.0,0.0016079398251020824,34.666666666666664,0.022049981154267397,33.0,0.01755623350068307,-0.015653890156281068,0.043677194981662185,-0.009298817240121481,18,12
2000,sgd,CD14 Monocyte-2,CD4 + Tcm-1,-0.011594493841707097,-0.03524669699590804,0.017382068302365397,40,248.33333333333334,0.070834070884172,295.0,0.08242856472587912,71.66666666666667,0.017673727170194244,38.666666666666664,0.008426704045330389,72.0,0.023123407764080516,151.66666666666666,0.043964924730651465,-0.01446832733230396,-0.02206710948820949,0.0017519552953921685,32,27
2000,sgd,CD14 Monocyte-2,CD4 + Tcm-2,-0.0013018140352564717,-0.011588856534808924,0.007561395414687513,40,45.333333333333336,0.017549512611372158,39.333333333333336,0.018851326646628627,11.666666666666666,0.0031389688072120544,2.0,0.00040868870775751073,17.0,0.0046955358505161365,20.666666666666668,0.008727629985227152,-0.00848652532888404,0.0038753791271596096,0.0007057040959550148,18,5
2000,sgd,CD14 Monocyte-2,CD4 Monocyte-4,0.00018326516490932204,-0.002060683603092313,0.002104366997954659,40,8.333333333333334,0.0035343219183200814,6.666666666666667,0.003351056753410759,1.0,8.929374718848403e-05,1.0,0.0001448203427791225,2.6666666666666665,0.0007783639721727777,1.0,0.0005395722116728172,0.0012145748987854252,-0.0008913234781175192,0.00022654407406006035,2,3
2000,sgd,CD14 Monocyte-2,CD56 NK,0.02067884545757151,0.00846556323401962,0.037005510537490655,40,82.66666666666667,0.03136777281705692,25.0,0.01068892735948541,21.0,0.006217133833241348,4.666666666666667,0.0012534237758275125,50.0,0.019011384954185907,8.666666666666666,0.0032962495540282363,0.030395800978543542,0.02115872955674907,0.010482005837421903,19,7
