outer_fold,seed,patient_budget,cell_cap,task,class_index,class_name,training_patient_count,training_cell_count,observed_in_training
0,13,8,100,fine,18,MAIT,2,3,True
0,13,8,100,fine,19,NK,8,94,True
0,13,8,100,fine,20,NK Proliferating,0,0,False
0,13,8,100,fine,21,NK_CD56bright,3,4,True
0,13,8,100,fine,22,Plasmablast,1,1,True
0,13,8,100,fine,23,Platelet,3,4,True
0,13,8,100,fine,24,Treg,7,14,True
0,13,8,100,fine,25,cDC1,0,0,False
0,13,8,100,fine,26,cDC2,1,1,True
0,13,8,100,fine,27,dnT,2,2,True
0,13,8,100,fine,28,gdT,6,18,True
0,13,8,100,fine,29,pDC,1,1,True
0,14,8,100,coarse,0,B,8,107,True
0,14,8,100,coarse,1,Myeloid,7,58,True
0,14,8,100,coarse,2,NK,8,145,True
0,14,8,100,coarse,3,Other,0,0,False
0,14,8,100,coarse,4,T,8,490,True
0,14,8,100,fine,0,ASDC,0,0,False
0,14,8,100,fine,1,B intermediate,5,29,True
0,14,8,100,fine,2,B memory,7,22,True
0,14,8,100,fine,3,B naive,6,54,True
0,14,8,100,fine,4,CD14 Mono,6,36,True
0,14,8,100,fine,5,CD16 Mono,5,14,True
0,14,8,100,fine,6,CD4 CTL,4,4,True
0,14,8,100,fine,7,CD4 Naive,8,175,True
0,14,8,100,fine,8,CD4 Proliferating,0,0,False
0,14,8,100,fine,9,CD4 TCM,8,144,True
0,14,8,100,fine,10,CD4 TEM,5,13,True
0,14,8,100,fine,11,CD8 Naive,5,19,True
0,14,8,100,fine,12,CD8 Proliferating,0,0,False
0,14,8,100,fine,13,CD8 TCM,7,9,True
0,14,8,100,fine,14,CD8 TEM,8,85,True
0,14,8,100,fine,15,Eryth,0,0,False
0,14,8,100,fine,16,HSPC,0,0,False
0,14,8,100,fine,17,ILC,1,1,True
0,14,8,100,fine,18,MAIT,3,6,True
0,14,8,100,fine,19,NK,8,134,True
0,14,8,100,fine,20,NK Proliferating,1,1,True
0,14,8,100,fine,21,NK_CD56bright,5,9,True
0,14,8,100,fine,22,Plasmablast,2,2,True
0,14,8,100,fine,23,Platelet,0,0,False
0,14,8,100,fine,24,Treg,7,22,True
0,14,8,100,fine,25,cDC1,0,0,False
0,14,8,100,fine,26,cDC2,2,2,True
0,14,8,100,fine,27,dnT,0,0,False
0,14,8,100,fine,28,gdT,6,13,True
0,14,8,100,fine,29,pDC,3,6,True
0,15,8,100,coarse,0,B,8,82,True
0,15,8,100,coarse,1,Myeloid,8,64,True
0,15,8,100,coarse,2,NK,8,90,True
0,15,8,100,coarse,3,Other,2,3,True
0,15,8,100,coarse,4,T,8,561,True
0,15,8,100,fine,0,ASDC,0,0,False
0,15,8,100,fine,1,B intermediate,8,15,True
0,15,8,100,fine,2,B memory,7,24,True
0,15,8,100,fine,3,B naive,7,39,True
0,15,8,100,fine,4,CD14 Mono,6,51,True
0,15,8,100,fine,5,CD16 Mono,3,8,True
0,15,8,100,fine,6,CD4 CTL,5,8,True
0,15,8,100,fine,7,CD4 Naive,8,147,True
0,15,8,100,fine,8,CD4 Proliferating,0,0,False
0,15,8,100,fine,9,CD4 TCM,8,161,True
0,15,8,100,fine,10,CD4 TEM,8,15,True
0,15,8,100,fine,11,CD8 Naive,8,32,True
0,15,8,100,fine,12,CD8 Proliferating,0,0,False
0,15,8,100,fine,13,CD8 TCM,6,12,True
0,15,8,100,fine,14,CD8 TEM,8,153,True
0,15,8,100,fine,15,Eryth,0,0,False
0,15,8,100,fine,16,HSPC,2,2,True
0,15,8,100,fine,17,ILC,0,0,False
0,15,8,100,fine,18,MAIT,5,8,True
0,15,8,100,fine,19,NK,8,87,True
0,15,8,100,fine,20,NK Proliferating,1,1,True
