model,task,metric,effect_type,fixed_axis,fixed_value,n_paired_seeds,mean,std,median,q025,q975,min,max,fraction_positive
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,100,20,0.05997742022980983,0.017276677422935923,0.057726219655374555,0.0336790921900587,0.09154490815058347,0.033510600372416044,0.09281615407646371,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,200,20,0.0676395499266061,0.01327854654588046,0.07088110749764037,0.040215761369405606,0.08532883892457667,0.03963757974052484,0.0879949889198941,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.05736947997802068,0.012015319016120355,0.05834652120193057,0.03285074011895779,0.07756622572435531,0.03144525174371804,0.08117968034083045,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.0456745185642486,0.008175329702972484,0.04650299085034243,0.02995854154572308,0.05754395853956821,0.0295804443257639,0.05762110385641517,1.0
xgboost,coarse,patient_balanced_macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.0576652421746713,0.010855137230674605,0.05796584000222767,0.03618159828934926,0.07430329046121516,0.03574064772517638,0.07430933257761008,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,100,20,0.13927382246613446,0.011422385045722166,0.13905808662135744,0.12025226477034448,0.16439299527076928,0.11692417230933755,0.1675094411117372,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,200,20,0.13285237463659622,0.00887335732917706,0.1360942935658748,0.11654420180753391,0.14471722974381238,0.11633745231666776,0.14655286808730655,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.11583897385288858,0.011772433816908878,0.11657098190238543,0.09358978590599863,0.13353475823079813,0.08909330387067466,0.1356693114893568,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.10735722896105104,0.010287873972560542,0.10873066068840315,0.08792320735382088,0.12561246676096047,0.08283694605551384,0.12901453912180877,1.0
xgboost,fine,macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.1238305999791676,0.008667583684134028,0.12424447294840682,0.10845113548877366,0.138590670941241,0.10725501367540849,0.13918849252510418,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,100,20,0.13930334335693745,0.01138318866841099,0.1393282091883375,0.12023962357310336,0.16429973861838432,0.11733413733535542,0.1675073592622302,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,200,20,0.13272216850293564,0.009019465147320877,0.1357321313895482,0.11686120706761405,0.1455256009319668,0.11636136669785802,0.14729001411134784,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.1156599345096887,0.011930012766297885,0.11642284131357569,0.0937108172643011,0.13392934597126296,0.08955542760197599,0.13582774994535796,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.10723507475307417,0.010332881290483374,0.10810176214295963,0.08787992588168854,0.12575586464435973,0.08293969955107772,0.12936846981720285,1.0
xgboost,fine,patient_balanced_macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.12373013028065898,0.008818480718083742,0.12393119597372729,0.10845383084406957,0.13902211687399563,0.10738649853127231,0.13957582248650008,1.0
