seed,patient_budget,cell_cap,model,task,accuracy,macro_f1,balanced_accuracy,patient_balanced_accuracy,patient_balanced_macro_f1,patient_balanced_balanced_accuracy,mean_patient_macro_f1,exact_path_accuracy,root_excluded_hierarchical_f1,subtype_tree_distance,mean_observed_training_classes_across_folds,min_observed_training_classes_across_folds,n_outer_folds,n_test_patients,n_test_cells
16,8,800,logistic_regression,coarse,0.9804871826509752,0.933383603930588,0.9230863542132524,0.9801084423774441,0.933737701083096,0.9237997896181172,0.9087995172163704,0.6717378037596667,0.8285273137757739,0.6981911980978234,5.0,5,5,925,1199468
16,8,800,logistic_regression,fine,0.6765674449005726,0.5521720645318091,0.531798456437828,0.6772090599281035,0.5524320531011006,0.5324658682338063,0.4324195639632078,0.6717378037596667,0.8285273137757739,0.6981911980978234,28.4,27,5,925,1199468
16,8,800,xgboost,coarse,0.9849708370711016,0.8920913260995593,0.8590495343469003,0.9847308646205745,0.8919943667034115,0.858966128995753,0.8667839799781446,0.7627223068893876,0.8754872993693871,0.5022426609130047,5.0,5,5,925,1199468
16,8,800,xgboost,fine,0.7660037616676727,0.504785745890328,0.4591489436084617,0.767680982958746,0.5046220598284998,0.45892169883378375,0.4171943098458393,0.7627223068893876,0.8754872993693871,0.5022426609130047,28.4,27,5,925,1199468
17,8,800,logistic_regression,coarse,0.9804638389686094,0.9236819460128848,0.9228343260796421,0.9801065040732697,0.924006674448426,0.9228571679209614,0.8985439892624064,0.6787492454988379,0.8321672608189631,0.6831845451483491,5.0,5,5,925,1199468
17,8,800,logistic_regression,fine,0.6838706826693167,0.5410770497444708,0.5267441553824006,0.6848059521907517,0.5409715049055152,0.5264699293235067,0.43401475613082985,0.6787492454988379,0.8321672608189631,0.6831845451483491,27.6,26,5,925,1199468
17,8,800,xgboost,coarse,0.9850283625740746,0.906512717497112,0.8750743634782511,0.9848007926757628,0.9065616257870264,0.8751462027792526,0.878514385784509,0.7619136150359993,0.8752009224089347,0.5050322309557237,5.0,5,5,925,1199468
17,8,800,xgboost,fine,0.7653734822437948,0.5043502666800959,0.46992116547803253,0.7669772593549877,0.5036649140584699,0.46922889585005806,0.4202621924795152,0.7619136150359993,0.8752009224089347,0.5050322309557237,27.6,26,5,925,1199468
18,8,800,logistic_regression,coarse,0.9814317680838505,0.9289563251556222,0.9157213726909905,0.9811544952949156,0.9295232504429606,0.9163870890582679,0.902398203010208,0.6773502919627702,0.8316124315113034,0.6864026385030697,5.0,5,5,925,1199468
18,8,800,logistic_regression,fine,0.6817930949387562,0.5367368047706492,0.5254034018833966,0.6827617122840903,0.5367012052700314,0.5256986396240881,0.43058841301519024,0.6773502919627702,0.8316124315113034,0.6864026385030697,28.8,27,5,925,1199468
18,8,800,xgboost,coarse,0.9847490720886259,0.8949131162273023,0.8624317298738322,0.984517768684843,0.8951548157688485,0.8626503326760888,0.8629025779167318,0.760598865497037,0.8743592992893516,0.5063344749505614,5.0,5,5,925,1199468
18,8,800,xgboost,fine,0.7639695264900773,0.4922039329721379,0.45616862398947966,0.7655987585615941,0.49229710489211953,0.4561010540755859,0.41162104888906753,0.760598865497037,0.8743592992893516,0.5063344749505614,28.8,27,5,925,1199468
19,8,800,logistic_regression,coarse,0.9821662603754331,0.9230356498193378,0.9093598482642236,0.9818458746401094,0.9232858942317126,0.909932748107716,0.8998078921400127,0.675954673238469,0.8310834469948344,0.687678204003775,5.0,5,5,925,1199468
19,8,800,logistic_regression,fine,0.6800006336142357,0.5423349012919872,0.5310459693299512,0.680927186855908,0.5420155120645711,0.5307252806192688,0.4308174666956352,0.675954673238469,0.8310834469948344,0.687678204003775,28.2,27,5,925,1199468
19,8,800,xgboost,coarse,0.9846573647650458,0.8835285808700555,0.8512352059541113,0.9844330075198393,0.8842945288166193,0.8519327581589069,0.8604513162841246,0.7616443289858504,0.8747965764822404,0.5058976146091434,5.0,5,5,925,1199468
19,8,800,xgboost,fine,0.7649357881994351,0.4979568442422849,0.45559057404928854,0.7664690201390543,0.4978315036555851,0.4551722979105169,0.410884941130737,0.7616443289858504,0.8747965764822404,0.5058976146091434,28.2,27,5,925,1199468
