model,task,metric,design,fixed_axis,fixed_value,low_patient_budget,low_cells_per_patient,high_patient_budget,high_cells_per_patient,n_subset_seeds,mean,std,q025,q975,fraction_positive,patient_clustered_bootstrap_q025,patient_clustered_bootstrap_q975
logistic_regression,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,3200,8,400,16,200,20,0.0027671164182209106,0.007187882176171164,-0.009412358976848043,0.01307557654834211,0.65,0.0023225748196392475,0.0034552106213908778
logistic_regression,coarse,patient_balanced_macro_f1,fixed_total_patient_doubling,total_training_cells,3200,8,400,16,200,20,0.0027965298751336685,0.00730818151775513,-0.009688991379024074,0.013111831491304836,0.65,0.00230107337254295,0.003491804097849895
logistic_regression,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,3200,8,400,16,200,20,0.002790237459056377,0.007870226281273214,-0.009899625647114465,0.016178243263415097,0.6,0.0025219713038710178,0.003792221146651439
logistic_regression,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,3200,16,200,32,100,20,0.001483562720692766,0.008688595525162369,-0.010690013266049953,0.017347003151149763,0.5,0.0008225017754973279,0.002063047925740329
logistic_regression,coarse,patient_balanced_macro_f1,fixed_total_patient_doubling,total_training_cells,3200,16,200,32,100,20,0.0015355123277374927,0.008566118203109045,-0.010324845098656426,0.01745702145458283,0.55,0.0008561360843254761,0.002090319691465758
logistic_regression,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,3200,16,200,32,100,20,0.0012653794534784935,0.009286574184044622,-0.013104551016654664,0.01868699816930884,0.55,0.0006842376303382886,0.0018929732574749557
logistic_regression,coarse,macro_f1,fixed_total_patient_8_to_32,total_training_cells,3200,8,400,32,100,20,0.004250679138913677,0.009113546262913495,-0.008637989818684442,0.019613745965112315,0.65,0.0035699149439438137,0.00506691942180627
logistic_regression,coarse,patient_balanced_macro_f1,fixed_total_patient_8_to_32,total_training_cells,3200,8,400,32,100,20,0.004332042202871161,0.009008185196551487,-0.00829327363351803,0.01973832688353059,0.65,0.003606022741500564,0.005207262317697909
logistic_regression,coarse,mean_patient_macro_f1,fixed_total_patient_8_to_32,total_training_cells,3200,8,400,32,100,20,0.00405561691253487,0.009696036653731853,-0.008328824919985512,0.023898061949865653,0.6,0.0037064751788052188,0.005204103280022748
logistic_regression,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,6400,8,800,16,400,20,0.002820051460005335,0.004431152107703416,-0.004579964873714401,0.010732338507376395,0.7,0.002323953335062895,0.003235508315193083
logistic_regression,coarse,patient_balanced_macro_f1,fixed_total_patient_doubling,total_training_cells,6400,8,800,16,400,20,0.002827238374670221,0.004416200037506465,-0.004404811886902444,0.0106578236900578,0.7,0.0022962582810057224,0.003241755414082331
logistic_regression,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,6400,8,800,16,400,20,0.003849909618435887,0.005747100476559909,-0.004943520538993054,0.014765027841280219,0.8,0.002646688039840159,0.003831424644229267
logistic_regression,coarse,macro_f1,fixed_total_patient_doubling,total_training_cells,6400,16,400,32,200,20,0.0022751187286410013,0.004361388804097333,-0.004418616035060771,0.011072749566121974,0.7,0.0017808066036733045,0.0028281080836669082
logistic_regression,coarse,patient_balanced_macro_f1,fixed_total_patient_doubling,total_training_cells,6400,16,400,32,200,20,0.0023478536489857315,0.004248573320782021,-0.003954390949222858,0.010923145136534362,0.75,0.0018296310058130761,0.0029442922888707505
logistic_regression,coarse,mean_patient_macro_f1,fixed_total_patient_doubling,total_training_cells,6400,16,400,32,200,20,0.0019561444946699647,0.004498097282973442,-0.004573662758437236,0.011037993531284929,0.6,0.0014874345165850373,0.002740545955547813
logistic_regression,coarse,macro_f1,fixed_total_patient_8_to_32,total_training_cells,6400,8,800,32,200,20,0.005095170188646336,0.006856699918397191,-0.0032766484041837378,0.020250942952003807,0.75,0.004473260784221311,0.005670012776054237
logistic_regression,coarse,patient_balanced_macro_f1,fixed_total_patient_8_to_32,total_training_cells,6400,8,800,32,200,20,0.005175092023655953,0.006841904875409598,-0.002709171593079149,0.02041270410221713,0.75,0.004561157525611129,0.005756941619171596
logistic_regression,coarse,mean_patient_macro_f1,fixed_total_patient_8_to_32,total_training_cells,6400,8,800,32,200,20,0.005806054113105852,0.00839913365021358,-0.0035461630269466747,0.024055646882346106,0.65,0.004624910297865778,0.006088219825406268
logistic_regression,coarse,macro_f1,matched_patient_doubling,cells_per_patient,100,8,100,16,100,20,0.035103385460548184,0.01370525506686165,0.013483818508126405,0.057443434763825074,1.0,0.03317605965023701,0.03535184693816654
logistic_regression,coarse,patient_balanced_macro_f1,matched_patient_doubling,cells_per_patient,100,8,100,16,100,20,0.03490757507265038,0.013579886228679824,0.013409234014092292,0.05633225830738866,1.0,0.032965431065943074,0.035273522452600826
logistic_regression,coarse,mean_patient_macro_f1,matched_patient_doubling,cells_per_patient,100,8,100,16,100,20,0.03627251466833005,0.012549892016216686,0.016832609468690415,0.058383343488522435,1.0,0.03156222241823708,0.03403489112399284
logistic_regression,coarse,macro_f1,matched_patient_doubling,cells_per_patient,100,16,100,32,100,20,0.026860811304057812,0.010398660033171761,0.012726078236121277,0.04655814963631282,1.0,0.025612950338499037,0.027228935531928695
logistic_regression,coarse,patient_balanced_macro_f1,matched_patient_doubling,cells_per_patient,100,16,100,32,100,20,0.02688917322036421,0.010626643172636615,0.012768213839255716,0.047486824410119095,1.0,0.025590839691617132,0.02721742875593663
logistic_regression,coarse,mean_patient_macro_f1,matched_patient_doubling,cells_per_patient,100,16,100,32,100,20,0.028464415806409033,0.009410292588825735,0.01604939062422083,0.04578274696259105,1.0,0.02389376247222081,0.02582963251365009
logistic_regression,coarse,macro_f1,matched_patient_doubling,cells_per_patient,200,8,200,16,200,20,0.02835555541310687,0.008983515008413531,0.010486702791690918,0.039939162361836165,1.0,0.02704430366964279,0.028731037087411395
logistic_regression,coarse,patient_balanced_macro_f1,matched_patient_doubling,cells_per_patient,200,8,200,16,200,20,0.02845056341797294,0.008930577870793181,0.01024908498117976,0.039645589732742174,1.0,0.02706511645212566,0.02890588455157037
logistic_regression,coarse,mean_patient_macro_f1,matched_patient_doubling,cells_per_patient,200,8,200,16,200,20,0.030179822391922247,0.009614736749377606,0.01233671513571516,0.04600375946489566,1.0,0.02568885184614292,0.027682552005139284
logistic_regression,coarse,macro_f1,matched_patient_doubling,cells_per_patient,200,16,200,32,200,20,0.017250388846355658,0.007288762615212622,0.009053232395583779,0.034085921496883165,1.0,0.01635424628362429,0.017929919359197938
