model,task,metric,effect_type,fixed_axis,fixed_value,n_paired_seeds,mean,std,median,q025,q975,min,max,fraction_positive
xgboost,coarse,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.03330654212951177,0.007935951771835516,0.03491500814129206,0.016809467465146413,0.04496207267869543,0.016794042794730624,0.047375765825115934,1.0
xgboost,coarse,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.03481886694795335,0.009537663075560239,0.034341643268265803,0.014903463347551885,0.04871224242118082,0.013995857851532068,0.0494739439782142,1.0
xgboost,coarse,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,1600,20,0.03425703182469649,0.009256376133412958,0.03424920644306331,0.015564777623111306,0.04687905148962197,0.014389914182060537,0.047172968232726986,1.0
xgboost,coarse,macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.03240954681914805,0.007596500839622508,0.032240053970421,0.015807611684242315,0.04260879853316768,0.012892491814562358,0.04450151989995806,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,100,20,0.030889335974468808,0.006696293045739705,0.030063339855187304,0.017227776511556846,0.04194802497558181,0.010154137732923008,0.043238281810218465,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,200,20,0.032340810723265306,0.008115944033686977,0.03210329907270312,0.01656531330114014,0.045747031767923406,0.01123256525932037,0.04852920131967936,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.03579375477652519,0.00794462435266281,0.036679052016413916,0.021183478225418977,0.04847322694068177,0.018113180670794038,0.04957526072169205,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.038093490473369435,0.008129951119673576,0.03882267254537389,0.02117511379405737,0.05057111458700199,0.01688796527590769,0.05252630266498137,1.0
xgboost,coarse,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,1600,20,0.03745531767762024,0.007579065662792928,0.037994281261848256,0.022916542640511017,0.047651033309446325,0.01928513224921241,0.04836951423243413,1.0
xgboost,coarse,patient_balanced_macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.034914541925049794,0.007153880165396038,0.03457262418720279,0.02044133689678599,0.04511959253502655,0.015134596237631503,0.04654162732429623,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,100,20,0.017108399192674404,0.0028827595895606446,0.01732260586841808,0.012025293776570684,0.02133137427914418,0.010963433621646673,0.021479233064901834,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,200,20,0.01832592621920614,0.003264244690814081,0.018989411323911007,0.012218593355193316,0.02360482517280322,0.011616499207117562,0.024126716571366877,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.016761246731510582,0.0034514614269006805,0.01705952459607419,0.009500507025819064,0.02204993222624508,0.006848392171625958,0.023249506468404457,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.01893587617233577,0.0049020313426447176,0.020235100856953826,0.009686568946535875,0.025924071651771297,0.00790382662192024,0.02625643757721624,1.0
xgboost,fine,macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,1600,20,0.021226328805347427,0.003996339973564373,0.020357904570752067,0.014223781776910156,0.025955798936316953,0.014025606496471651,0.026009010595764798,1.0
xgboost,fine,macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.018471555424214865,0.0030817963818200937,0.018634387328619946,0.01196863937988992,0.022538938782353593,0.010803166035310624,0.0230843590772717,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,100,20,0.01748573583020431,0.0027887857171245214,0.017936970119528953,0.012251890415068417,0.021523496178013076,0.011314729759110007,0.021770515075388366,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,200,20,0.01847346014579532,0.0036142232342683675,0.018861218077687744,0.011608923564592009,0.02391970327185557,0.010400565553151192,0.02408185324188407,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,400,20,0.0167730477967037,0.0032427877605416904,0.016725504942796447,0.009635189273829114,0.021908751994917798,0.008229325643204388,0.023003685296987958,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,800,20,0.018813823702930544,0.004571994704962712,0.019676286047906083,0.010757209073746669,0.025114338515140503,0.010485589688948693,0.02554902538172167,1.0
xgboost,fine,patient_balanced_macro_f1,patient_budget_gain_P32_minus_P8,cell_cap,1600,20,0.020731130154442137,0.0037235377265422273,0.020410371115765005,0.014672912850201362,0.025648623316745185,0.01429159781558896,0.02586391823300263,1.0
xgboost,fine,patient_balanced_macro_f1,mean_patient_gain_across_cell_caps,cell_cap,mean,20,0.0184554395260152,0.0030110964280446574,0.019293949321138024,0.011939030933376326,0.02234666645106595,0.011613697711391476,0.022989631405664932,1.0
