model,task,design,mean,min,max
logistic_regression,coarse,matched_cell_doubling,0.004845276607688007,-0.009045432210658375,0.01272512212493639
logistic_regression,coarse,matched_patient_doubling,0.011235228051225215,-0.0024080886134964425,0.017263062931680007
logistic_regression,fine,matched_cell_doubling,0.003291209362402758,0.001434657918255939,0.005859881561431176
logistic_regression,fine,matched_patient_doubling,0.006901417489065136,0.0048526511663118665,0.008666214965418143
xgboost,coarse,matched_cell_doubling,0.0077566958528127615,0.006201550674126935,0.009827062945618806
xgboost,coarse,matched_patient_doubling,0.016204773409574026,0.014448621350324284,0.018566659817744396
xgboost,fine,matched_cell_doubling,0.006011719891209313,0.0041140274189710255,0.007973142924082932
xgboost,fine,matched_patient_doubling,0.009235777712107433,0.00668019275731353,0.012349163352650325
