model,task,metric,design,fixed_axis,fixed_value,low_patient_budget,low_cells_per_patient,high_patient_budget,high_cells_per_patient,n_subset_seeds,mean,std,q025,q975,fraction_positive,patient_clustered_bootstrap_q025,patient_clustered_bootstrap_q975
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,8,8,800,8,1600,20,0.001434657918255939,0.001810966666398752,-0.0014579018643490417,0.005476860739930131,0.85,-0.0006339613991583424,0.0039995467015154235
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,8,8,800,8,1600,20,0.0002470605598707057,0.0008559165535418578,-0.0012037840592943987,0.00160292265184705,0.6,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,16,16,100,16,200,20,0.005084458530602124,0.0014486070910837586,0.0024466529594054337,0.007255859378527792,1.0,0.002515581166181331,0.006925874141030027
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,16,16,100,16,200,20,0.00251798765965627,0.0008444052943372459,0.0009703897462226763,0.003959087960749559,1.0,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,16,16,200,16,400,20,0.0032050359095429693,0.0017707529036014072,0.0004223954768999259,0.00640028004104586,0.95,0.0005333085851012501,0.004596233992212016
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,16,16,200,16,400,20,0.0011661053954373248,0.0008444575059447,-0.0005313508118073978,0.002365180318421076,0.9,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,16,16,400,16,800,20,0.0020417844066790503,0.0016034607338116784,-0.0001253032475438627,0.00462250345607925,0.9,0.00020068465144976075,0.003973721947634679
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,16,16,400,16,800,20,0.0007195496974042797,0.0009048751276571771,-0.0006847126937604066,0.002259581384153838,0.75,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,16,16,800,16,1600,20,0.002046317762324901,0.0011824449797610964,0.00026064419390516117,0.004166936881974048,1.0,-0.0006559773240003789,0.008869705508017238
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,16,16,800,16,1600,20,0.0011373474850214604,0.0006165610049014994,0.00019471443580151344,0.002201436530355462,1.0,,
logistic_regression,fine,macro_f1,matched_cell_doubling,patient_budget,32,32,100,32,200,20,0.004185531573813586,0.0018324345975136065,0.0009068839656582242,0.007502530801586361,0.95,0.0016058681151608378,0.0057013577170335825
logistic_regression,fine,mean_patient_macro_f1,matched_cell_doubling,patient_budget,32,32,100,32,200,20,0.0015232688231458153,0.0009126056582430169,-0.00035542899677285206,0.002833724037004811,0.95,,
