model,task,metric,total_training_cells,patient_budget,cells_per_patient,n_subset_seeds,mean,std,q025,q975,fraction_positive,patient_clustered_bootstrap_q025,patient_clustered_bootstrap_q975
xgboost,coarse,patient_balanced_macro_f1,12800,32,400,20,0.29790226302094813,0.0013030434472517847,0.296149698361384,0.3002484329821566,1.0,0.2767446066625493,0.3169752564574986
xgboost,coarse,mean_patient_macro_f1,12800,32,400,20,0.2696610860291597,0.0013553258760707191,0.26754131715348595,0.27170740081893324,1.0,0.2539356151990085,0.2871722749881851
xgboost,fine,macro_f1,3200,8,400,20,0.08372555790506761,0.0032603295199102626,0.07953624242494929,0.09037483680169636,1.0,0.07676795650504147,0.09011219629925407
xgboost,fine,patient_balanced_macro_f1,3200,8,400,20,0.08169306356054416,0.0031929906638111048,0.07757875214504914,0.0882795748941012,1.0,0.07288300106676097,0.0886873291925447
xgboost,fine,mean_patient_macro_f1,3200,8,400,20,0.0467406251671562,0.0013906322845927558,0.04474460180584485,0.04932506659286621,1.0,0.04714705057402838,0.05367405505624836
xgboost,fine,macro_f1,3200,16,200,20,0.0889105330900479,0.0028634931932621675,0.08392188084632599,0.09288688535763787,1.0,0.080962462229506,0.0957749327236294
xgboost,fine,patient_balanced_macro_f1,3200,16,200,20,0.08711056879578813,0.003383291235782024,0.08125097766881612,0.09162773313566423,1.0,0.07835737942843005,0.09405999625270478
xgboost,fine,mean_patient_macro_f1,3200,16,200,20,0.049509339523648416,0.0015116034401846075,0.0469866719036018,0.0516247984889408,1.0,0.04860124637526504,0.0552724412139786
xgboost,fine,macro_f1,3200,32,100,20,0.08986225736543915,0.0019951649499979915,0.086645170638183,0.09311385402084661,1.0,0.08112644957467997,0.09684301746922759
xgboost,fine,patient_balanced_macro_f1,3200,32,100,20,0.08868375583632139,0.0018006843531465473,0.08592814994510627,0.09185364555381541,1.0,0.07948767743336246,0.0954515579866455
xgboost,fine,mean_patient_macro_f1,3200,32,100,20,0.04959929231524186,0.0014520729913005382,0.04745932397642363,0.0527252330902902,1.0,0.047598050941607316,0.05465126775818929
xgboost,fine,macro_f1,6400,8,800,20,0.0887363120226502,0.0047028010274184455,0.08248863198114052,0.09758236957768539,1.0,0.0816500851492363,0.09573310552801413
xgboost,fine,patient_balanced_macro_f1,6400,8,800,20,0.08646274885786692,0.00413560544719205,0.08121922257358646,0.09418559228239336,1.0,0.07738410072139519,0.09437593102578481
xgboost,fine,mean_patient_macro_f1,6400,8,800,20,0.05105974877166418,0.0017710906520839193,0.048366182994058135,0.05440492151666172,1.0,0.05066239755462602,0.05771334222028576
xgboost,fine,macro_f1,6400,16,400,20,0.09380661187926466,0.0028078365678092234,0.08964655295815964,0.09857504542637038,1.0,0.08463266119904501,0.10100353375388012
xgboost,fine,patient_balanced_macro_f1,6400,16,400,20,0.09142825354925238,0.003275716394387843,0.08630646908535307,0.09664216583587469,1.0,0.08189607469767218,0.0989023935410259
xgboost,fine,mean_patient_macro_f1,6400,16,400,20,0.05304452994657523,0.0011608315744722592,0.05083879216800509,0.05491806355723017,1.0,0.05171433546927336,0.058915097111848815
xgboost,fine,macro_f1,6400,32,200,20,0.09637277721760716,0.0019335048632089372,0.09229177043925381,0.09885718668582053,1.0,0.08654819191156403,0.1042770337985318
xgboost,fine,patient_balanced_macro_f1,6400,32,200,20,0.09472991848125639,0.0020475345125604187,0.09047356307032378,0.09756582603855617,1.0,0.08494119058507019,0.10177985246222934
xgboost,fine,mean_patient_macro_f1,6400,32,200,20,0.05410639625995952,0.0011924770500341497,0.05203047774544472,0.05596621005400705,1.0,0.05170214050543781,0.05906526711915099
xgboost,fine,macro_f1,12800,8,1600,20,0.0944190023137215,0.003969766253242414,0.08857021219296796,0.10102645171148736,1.0,0.08618703866423347,0.10207007221545399
xgboost,fine,patient_balanced_macro_f1,12800,8,1600,20,0.09203665324467071,0.003501358205018347,0.08703870321919563,0.09754999887890775,1.0,0.08277063398001679,0.1002046353693721
xgboost,fine,mean_patient_macro_f1,12800,8,1600,20,0.055471628397822215,0.001659417779689636,0.05306279848891922,0.05863223915662812,1.0,0.05456055979242566,0.0621557036356589
xgboost,fine,macro_f1,12800,16,800,20,0.0997776176473389,0.003609141687676048,0.09439512219046554,0.10552341172833435,1.0,0.08988813269602754,0.10712426414968225
xgboost,fine,patient_balanced_macro_f1,12800,16,800,20,0.09697674716966094,0.0038726517842885017,0.09150361345491365,0.10241840739453698,1.0,0.08669526557998808,0.10538595131931527
xgboost,fine,mean_patient_macro_f1,12800,16,800,20,0.057905903013992475,0.0013361184006662947,0.05570407065124423,0.060342325277139716,1.0,0.055681214417875616,0.06383738494296207
xgboost,fine,macro_f1,12800,32,400,20,0.10048680463657819,0.0017162389618460864,0.09730287750903417,0.10321613909023954,1.0,0.08978508393939004,0.10861284158459322
xgboost,fine,patient_balanced_macro_f1,12800,32,400,20,0.09846611135724787,0.0015394307360793477,0.09580978001493787,0.10058811558624335,1.0,0.08761940129006313,0.10583241495047988
xgboost,fine,mean_patient_macro_f1,12800,32,400,20,0.058248179820233184,0.0010302152760024,0.05673348681427791,0.06001629596765586,1.0,0.05519313863917559,0.06318369064269666
