seed,patient_budget,cell_cap,model,task,accuracy,macro_f1,balanced_accuracy,patient_balanced_accuracy,patient_balanced_macro_f1,patient_balanced_balanced_accuracy,mean_patient_macro_f1,exact_path_accuracy,root_excluded_hierarchical_f1,subtype_tree_distance,mean_observed_training_classes_across_folds,min_observed_training_classes_across_folds,n_outer_folds,n_test_patients,n_test_cells
3,8,100,logistic_regression,fine,0.19083893507871927,0.07052347427502036,0.07223533953805099,0.19766504883747132,0.06796339510959941,0.06859565915934886,0.04198421192107478,0.13231635857067045,0.2787610007960375,2.8720811958252255,24.0,22,5,40,361792
3,8,100,xgboost,coarse,0.4390893109853175,0.23745405071144904,0.2528084998063135,0.4457297732869357,0.24208782827904862,0.2554361952762835,0.21923226739344132,0.15477677781708826,0.33533356182557933,2.7400108349548913,4.8,4,5,40,361792
3,8,100,xgboost,fine,0.23157781266584115,0.07100474806053657,0.07478641821952946,0.25132243931140635,0.06953162202543337,0.07243542927142822,0.040177767393533605,0.15477677781708826,0.33533356182557933,2.7400108349548913,24.0,22,5,40,361792
4,8,100,logistic_regression,coarse,0.37441679196886607,0.2575894908339738,0.2629993889120853,0.37239321960107097,0.2554678816175502,0.26069959484752203,0.23149302546891662,0.13293826286927296,0.2840831195825226,2.8351760127366,4.8,4,5,40,361792
4,8,100,logistic_regression,fine,0.193749447196179,0.0739332922826233,0.0758264333123912,0.20402567569708804,0.07110540962120789,0.07227891296511366,0.04250669573561282,0.13293826286927296,0.2840831195825226,2.8351760127366,25.2,24,5,40,361792
4,8,100,xgboost,coarse,0.43993786485052183,0.24417492334460267,0.2589730446971966,0.44849131100172074,0.2495790156945772,0.2606019141103874,0.22210370344028862,0.15483758623739607,0.33603009464001415,2.7387006898991686,4.8,4,5,40,361792
4,8,100,xgboost,fine,0.23212232442950645,0.07286055415468343,0.07677022236072763,0.24685220434843877,0.06941171790706151,0.07277006534741362,0.038494650225630485,0.15483758623739607,0.33603009464001415,2.7387006898991686,25.2,24,5,40,361792
5,8,100,logistic_regression,coarse,0.34674343269060676,0.25466412495865187,0.265965407877952,0.35658293998106894,0.2544626674882743,0.26348650381625505,0.22730811095211007,0.12379488767026357,0.2682826043693614,2.8624568813019637,5.0,5,5,40,361792
5,8,100,logistic_regression,fine,0.18982177604811604,0.07549665958142128,0.07706331801910722,0.19770826907245503,0.07228057955482733,0.07305226646449806,0.04266177400249359,0.12379488767026357,0.2682826043693614,2.8624568813019637,25.6,24,5,40,361792
5,8,100,xgboost,coarse,0.4411899655050416,0.2441128466450997,0.2552635082262872,0.45435001980208745,0.24936597219153417,0.259160599862344,0.22174714033691273,0.15486246240934018,0.3300694874402972,2.75884486113568,5.0,5,5,40,361792
5,8,100,xgboost,fine,0.2189490093755528,0.07189045101186316,0.07785883221197719,0.23625598803090186,0.06858581972333117,0.07447278750464031,0.03929391429070834,0.15486246240934018,0.3300694874402972,2.75884486113568,25.6,24,5,40,361792
6,8,100,logistic_regression,coarse,0.3494936316999823,0.25078926360368536,0.25903156675161043,0.3579120103463668,0.25012878168147995,0.255709139697216,0.2259929007336779,0.1250138200955245,0.26917538254024415,2.864286661949407,5.0,5,5,40,361792
6,8,100,logistic_regression,fine,0.18885713338050591,0.07505453587155698,0.07532193640799018,0.19960160971449753,0.07244361336858175,0.07220887870128105,0.04275555766122925,0.1250138200955245,0.26917538254024415,2.864286661949407,25.8,24,5,40,361792
6,8,100,xgboost,coarse,0.43581947638422075,0.2509031372154684,0.2566170706301077,0.44653038596987227,0.2521032703847941,0.25633575263954606,0.2227469874316183,0.16870467008667964,0.33375945294533876,2.7293030249425083,5.0,5,5,40,361792
6,8,100,xgboost,fine,0.23169942950645675,0.07500586448519943,0.07925061127505187,0.24940128209132353,0.07376088259980974,0.07626539925839333,0.039774983458389236,0.16870467008667964,0.33375945294533876,2.7293030249425083,25.8,24,5,40,361792
7,8,100,logistic_regression,coarse,0.36862617194410047,0.2528571678507083,0.25690874948836756,0.368580464083841,0.25089753495835104,0.25425909517103823,0.23262718087360096,0.1247567663187688,0.27562660313108084,2.8851439501149834,5.0,5,5,40,361792
