seed,patient_budget,cell_cap,model,task,accuracy,macro_f1,balanced_accuracy,patient_balanced_accuracy,patient_balanced_macro_f1,patient_balanced_balanced_accuracy,mean_patient_macro_f1,exact_path_accuracy,root_excluded_hierarchical_f1,subtype_tree_distance,mean_observed_training_classes_across_folds,min_observed_training_classes_across_folds,n_outer_folds,n_test_patients,n_test_cells
12,8,400,xgboost,fine,0.25265622235980895,0.08364510118789885,0.08652746729659178,0.27114437654610934,0.08195189769236659,0.08224082713961016,0.046203450681941684,0.18857243941270121,0.35850571599150893,2.6446411197594197,26.2,25,5,40,361792
13,8,400,logistic_regression,coarse,0.3442834556872457,0.26357983403181073,0.29009177727866037,0.3528120378139749,0.2631603684449975,0.2867509872486223,0.23854545073735292,0.09780758004599328,0.24448992791438173,2.949423978418539,5.0,5,5,40,361792
13,8,400,logistic_regression,fine,0.14469640014151777,0.07757588638554755,0.0840043095572422,0.14816220304315106,0.07360464283404743,0.08022274481235049,0.04579530954291818,0.09780758004599328,0.24448992791438173,2.949423978418539,26.2,26,5,40,361792
13,8,400,xgboost,coarse,0.4439539846099416,0.24615832319072384,0.26838619966982175,0.45673866588609346,0.249462998900432,0.2685555249695755,0.22854290124895588,0.16807447373076242,0.3441452547320007,2.6728009464001414,5.0,5,5,40,361792
13,8,400,xgboost,fine,0.2443365248540598,0.08193618771252857,0.08564320653469537,0.2620681755494178,0.07946779853094502,0.08219238062727609,0.04711033599437233,0.16807447373076242,0.3441452547320007,2.6728009464001414,26.2,26,5,40,361792
14,8,400,logistic_regression,coarse,0.34161064921280737,0.26039760176049354,0.29112585265910834,0.34685099866069713,0.25987661290055464,0.2891158609892749,0.2358419114026784,0.09732111268353087,0.24244869980541306,2.9736478418538828,5.0,5,5,40,361792
14,8,400,logistic_regression,fine,0.14328675039801875,0.0776540701975949,0.08537126377542224,0.14490082639134164,0.07321533121712417,0.0818619151020862,0.04474119354757723,0.09732111268353087,0.24244869980541306,2.9736478418538828,25.6,25,5,40,361792
14,8,400,xgboost,coarse,0.4482769104900053,0.259798617573062,0.2792858846437298,0.4585426602772594,0.2630178209974251,0.27982239193901115,0.24125696366306837,0.16548735184857596,0.34690098177958606,2.7085286573500795,5.0,5,5,40,361792
14,8,400,xgboost,fine,0.2455250530691668,0.08165365549621638,0.08571894618882085,0.2606404788661752,0.0800938116112454,0.08237307698803846,0.045682434236940864,0.16548735184857596,0.34690098177958606,2.7085286573500795,25.6,25,5,40,361792
15,8,400,logistic_regression,coarse,0.3536313683000177,0.26997277976915185,0.29775918693158865,0.35867806612624537,0.26768402563961274,0.2935868551187612,0.2436325065904125,0.10222448257562357,0.2519652175835839,2.9250066336458516,5.0,5,5,40,361792
15,8,400,logistic_regression,fine,0.1502990668671502,0.08148174915472278,0.08927434368000178,0.14903285247577588,0.07670720090968973,0.08541206380660314,0.04571670171339527,0.10222448257562357,0.2519652175835839,2.9250066336458516,26.6,26,5,40,361792
15,8,400,xgboost,coarse,0.4540813506102954,0.2683165712112916,0.2830442067354175,0.46688814969764214,0.27105357923725154,0.2836696157357147,0.24796155328318653,0.17579437909074827,0.35502028790023,2.6615513886431983,5.0,5,5,40,361792
15,8,400,xgboost,fine,0.2559592251901645,0.08033308919214023,0.08656151604637455,0.27262827895206687,0.07822145625145975,0.08335812915276249,0.0466428178498643,0.17579437909074827,0.35502028790023,2.6615513886431983,26.6,26,5,40,361792
16,8,400,logistic_regression,coarse,0.34000751813196534,0.27065391841730607,0.3022017469301465,0.35315640506931006,0.27185221469185256,0.300159894426318,0.24194181497726283,0.10311173270829647,0.24574064655934902,2.949451618609588,5.0,5,5,40,361792
16,8,400,logistic_regression,fine,0.1514737749867327,0.08301511647869891,0.09275303847918064,0.15330977497854223,0.07802455902574403,0.08961551015176902,0.046860029543994396,0.10311173270829647,0.24574064655934902,2.949451618609588,26.2,26,5,40,361792
16,8,400,xgboost,coarse,0.4420108791791969,0.25581379304281404,0.2731602860059093,0.4574826004544787,0.2609442140181401,0.2741475522791162,0.23729620804273707,0.16759906244471962,0.34234587829471075,2.715018574208385,5.0,5,5,40,361792
16,8,400,xgboost,fine,0.24268087741022465,0.0861516558394872,0.0925131035087639,0.26214848930872514,0.08342502637317019,0.08821829004053547,0.04745285291010006,0.16759906244471962,0.34234587829471075,2.715018574208385,26.2,26,5,40,361792
17,8,400,logistic_regression,coarse,0.3557762471254201,0.2750885461449488,0.3006189039642734,0.367871219987323,0.2770344358590768,0.29970290962553575,0.24784110531165435,0.10305368830709358,0.2561333583937732,2.895514549796568,5.0,5,5,40,361792
17,8,400,logistic_regression,fine,0.1564904696621263,0.0869504240588571,0.092880551225453,0.16001933699850998,0.08344058721385464,0.09035117854597823,0.0485748084039894,0.10305368830709358,0.2561333583937732,2.895514549796568,26.0,25,5,40,361792
17,8,400,xgboost,coarse,0.43518375199009374,0.2514072285835212,0.2720674210337597,0.45477709307522324,0.2601214274314253,0.2761914395341461,0.23580021351167132,0.1717561471784893,0.3424882252786131,2.6860240137979834,5.0,5,5,40,361792
17,8,400,xgboost,fine,0.2497926985671325,0.08220143119676514,0.08605705863421276,0.27067413257594947,0.08241285585291101,0.08510592275889123,0.04792113107586745,0.1717561471784893,0.3424882252786131,2.6860240137979834,26.0,25,5,40,361792
18,8,400,logistic_regression,coarse,0.3478905006191403,0.2673599386540435,0.29286876913997506,0.35316421635077005,0.2660872213370001,0.2898739082075027,0.23771447154433129,0.10138974880594374,0.24626857420838494,2.935598354855829,5.0,5,5,40,361792
18,8,400,logistic_regression,fine,0.1446466477976296,0.08096233189233892,0.09104508486346011,0.14699285231616444,0.0761421839261063,0.0888956644291793,0.04526176786059934,0.10138974880594374,0.24626857420838494,2.935598354855829,25.6,25,5,40,361792
18,8,400,xgboost,coarse,0.46129544047408455,0.26385726236416085,0.2830498730920765,0.47020567864055324,0.26491038194891325,0.2832894790651738,0.2422213540382873,0.1718556518662657,0.3585250641252432,2.644856713249602,5.0,5,5,40,361792
18,8,400,xgboost,fine,0.2557546877764019,0.08396302733128562,0.09214785029929028,0.271498227401894,0.08160806576623365,0.08946136624092238,0.048733428284356825,0.1718556518662657,0.3585250641252432,2.644856713249602,25.6,25,5,40,361792
19,8,400,logistic_regression,coarse,0.34025627985140633,0.2641450423843585,0.29036524793744733,0.3425989668931987,0.26095366011742616,0.28526689505052266,0.2400618826822296,0.10072638422076774,0.24612760923403504,2.9280802228905007,5.0,5,5,40,361792
19,8,400,logistic_regression,fine,0.15199893861666372,0.08086390990873918,0.08639248126625174,0.15544454979894326,0.07710166986794072,0.08347132247602147,0.048348659645796085,0.10072638422076774,0.24612760923403504,2.9280802228905007,26.0,25,5,40,361792
19,8,400,xgboost,coarse,0.4572655006191403,0.2602141141906943,0.2689006870646301,0.4609454390979363,0.2634278712304356,0.26835569743676346,0.23596175960014146,0.1774970148593667,0.3568625066336458,2.6462221386874227,5.0,5,5,40,361792
19,8,400,xgboost,fine,0.2564595126481514,0.08805101730974269,0.0895892319181674,0.2678122087751011,0.08666544252024061,0.08635936674378274,0.046222943734698554,0.1774970148593667,0.3568625066336458,2.6462221386874227,26.0,25,5,40,361792
0,8,800,logistic_regression,coarse,0.34618786485052183,0.2716189532817423,0.3072000021946272,0.36223285167852853,0.2750391834934208,0.3054393904132836,0.24076468779545196,0.0937002476561118,0.2414301587652574,2.951723642313816,5.0,5,5,40,361792
0,8,800,logistic_regression,fine,0.13667245267999292,0.08561464974106762,0.10213029995543624,0.13970146026200309,0.08180584388643981,0.10030737026428763,0.04852226821090634,0.0937002476561118,0.2414301587652574,2.951723642313816,26.6,26,5,40,361792
0,8,800,xgboost,coarse,0.4595347603042632,0.2696736946413275,0.28782196373778496,0.46774160629621664,0.26973401609375136,0.28525877810572065,0.24134271527339485,0.18976925968512295,0.36706450114983197,2.5937886962674686,5.0,5,5,40,361792
0,8,800,xgboost,fine,0.27459424199540067,0.09068523990334064,0.09960059148312185,0.28477326049088586,0.08709900193251362,0.09589133008118572,0.0497461984160952,0.18976925968512295,0.36706450114983197,2.5937886962674686,26.6,26,5,40,361792
1,8,800,logistic_regression,coarse,0.3281222359808951,0.2612364665980059,0.29968809545378117,0.34241957916822197,0.2637746735534298,0.29581410697173394,0.23784655057437049,0.08139207058199187,0.22693702458871395,2.9757263842207675,5.0,5,5,40,361792
1,8,800,logistic_regression,fine,0.1257518131965328,0.081879814631388,0.10221943659819359,0.12961680660737268,0.07776188878706693,0.09989641638876841,0.04640793911308953,0.08139207058199187,0.22693702458871395,2.9757263842207675,26.4,26,5,40,361792
1,8,800,xgboost,coarse,0.4456566203785601,0.2568910333054674,0.27549546497896504,0.4608664575827806,0.2622958568305401,0.2770295023893083,0.23994802580614713,0.18407538032902884,0.3542228683884663,2.6514240226428445,5.0,5,5,40,361792
1,8,800,xgboost,fine,0.26278911639837255,0.08277439740329876,0.09115369765522756,0.27599532439410696,0.08154707639511131,0.08735653639027759,0.04851804664909954,0.18407538032902884,0.3542228683884663,2.6514240226428445,26.4,26,5,40,361792
2,8,800,logistic_regression,coarse,0.35163298248717495,0.28049593852285415,0.3210393024068302,0.3612728364158747,0.27759102459989216,0.31455929224752166,0.24708512184581927,0.08983614894746153,0.24360820581991863,2.9463338050592607,5.0,5,5,40,361792
2,8,800,logistic_regression,fine,0.1355834291526623,0.08255752954985086,0.09927243782060537,0.13142447186026174,0.07653216126758071,0.09372882906737454,0.0467768412143709,0.08983614894746153,0.24360820581991863,2.9463338050592607,26.2,26,5,40,361792
2,8,800,xgboost,coarse,0.4605712674686007,0.27192182537974224,0.2926648573908011,0.472053584915426,0.27427754125008963,0.29102702123170454,0.2489749810577777,0.1923619096055192,0.3670188948346011,2.581112904652397,5.0,5,5,40,361792
2,8,800,xgboost,fine,0.27346652220060147,0.09201294359210604,0.09803463215067329,0.28707545035911075,0.08920398943832397,0.09317349145630999,0.05427235785196567,0.1923619096055192,0.3670188948346011,2.581112904652397,26.2,26,5,40,361792
3,8,800,logistic_regression,coarse,0.35697306739784185,0.27814880071360637,0.30881644378572154,0.36038057639033483,0.2734752014976472,0.3009374939925351,0.24741217176983046,0.10009618786485053,0.2508181496550504,2.930562312046701,5.0,5,5,40,361792
3,8,800,logistic_regression,fine,0.14466323191225897,0.08721509164955575,0.09964736859838713,0.14550539260280584,0.08061590012353487,0.09352590850519249,0.05006745292404351,0.10009618786485053,0.2508181496550504,2.930562312046701,26.0,26,5,40,361792
3,8,800,xgboost,coarse,0.45037756500972936,0.2576684882173509,0.2778816541449769,0.46236402422616907,0.2604376202528081,0.2787580229199425,0.23651059811756925,0.18908101892800283,0.35800266451441715,2.6211690695206085,5.0,5,5,40,361792
3,8,800,xgboost,fine,0.2656277640191049,0.08223008231347366,0.0880871333189504,0.28186401304026826,0.0810185752881402,0.08459683952923676,0.048593949024296104,0.18908101892800283,0.35800266451441715,2.6211690695206085,26.0,26,5,40,361792
4,8,800,logistic_regression,coarse,0.35475356005660713,0.28191597250839084,0.31977595279616655,0.35859951708563553,0.2771033535158912,0.31387777265115524,0.24297964059852503,0.09786838846630108,0.2509190363523793,2.8952049796568193,5.0,5,5,40,361792
4,8,800,logistic_regression,fine,0.14708451264815142,0.08782728913063928,0.10036475352580324,0.147519999615424,0.08216677739506988,0.09560885681228878,0.049564453887025225,0.09786838846630108,0.2509190363523793,2.8952049796568193,26.2,26,5,40,361792
4,8,800,xgboost,coarse,0.4787142888731647,0.284346024671402,0.29545608350761954,0.48359874375691864,0.27872545528022663,0.29221834672231684,0.25189674504397824,0.2033627056430214,0.38296037502211216,2.5438152308508757,5.0,5,5,40,361792
4,8,800,xgboost,fine,0.28720646117105963,0.09385855176296151,0.09886674717210547,0.2956994627868093,0.08996656802624799,0.09291930272235781,0.051906118897497425,0.2033627056430214,0.38296037502211216,2.5438152308508757,26.2,26,5,40,361792
5,8,800,logistic_regression,coarse,0.34596121528392004,0.27266837387946197,0.3069637915791085,0.35748412356560044,0.27378604981945287,0.30401268839468293,0.24621491811406226,0.0939904696621263,0.24286606669025296,2.947765566955599,5.0,5,5,40,361792
5,8,800,logistic_regression,fine,0.13977091809658587,0.08535261945198712,0.10642197348377386,0.14200185745358374,0.08036554726474134,0.10331311605645782,0.05012828355793044,0.0939904696621263,0.24286606669025296,2.947765566955599,26.6,26,5,40,361792
5,8,800,xgboost,coarse,0.4482990226428445,0.2545673151708227,0.27420653876551687,0.47061696259392816,0.2632688897621317,0.27842107468285204,0.23574607252837473,0.187638200955245,0.35481022244825755,2.634740403325668,5.0,5,5,40,361792
5,8,800,xgboost,fine,0.2613214222536706,0.08800211876936134,0.09332118771161389,0.2784574225979283,0.08491743938754102,0.08849169321673406,0.05092838742994943,0.187638200955245,0.35481022244825755,2.634740403325668,26.6,26,5,40,361792
6,8,800,logistic_regression,coarse,0.35139804086325843,0.2802249615147775,0.31756596140150417,0.36362141888044663,0.2808744927871979,0.31334659045723945,0.24822542430072847,0.09777993985494428,0.24638880903944807,2.9263775871218822,5.0,5,5,40,361792
6,8,800,logistic_regression,fine,0.1413795772156377,0.0879457774646201,0.1046479308394464,0.14815608623158974,0.0840076129527708,0.10275738687143159,0.050890677965061346,0.09777993985494428,0.24638880903944807,2.9263775871218822,27.0,27,5,40,361792
6,8,800,xgboost,coarse,0.4653530205200778,0.26670430314890864,0.27913234459674763,0.4848449127592579,0.27260061287649573,0.2822584993749096,0.2451289144773329,0.20113214222536707,0.369386277197948,2.570023660003538,5.0,5,5,40,361792
6,8,800,xgboost,fine,0.27341953387581813,0.08952500373273138,0.09319233289569828,0.29239151226339044,0.08796740678811087,0.09001244928116416,0.04995267174719725,0.20113214222536707,0.369386277197948,2.570023660003538,27.0,27,5,40,361792
7,8,800,logistic_regression,coarse,0.35200888908544137,0.27762486735775116,0.30749096389974795,0.36085514739860575,0.2762528791784544,0.3034920530601826,0.24865939639381712,0.08915896426676101,0.2412698456571732,2.954764063329206,5.0,5,5,40,361792
7,8,800,logistic_regression,fine,0.130530802228905,0.08383511068026712,0.10087266495238545,0.13237046442372574,0.07791449666835126,0.09567763967829859,0.04849300082788591,0.08915896426676101,0.2412698456571732,2.954764063329206,26.4,26,5,40,361792
7,8,800,xgboost,coarse,0.46122910401556694,0.27154583203153987,0.28336672658451784,0.4735923327739912,0.268504189061307,0.28018836029320704,0.24190871587901705,0.1866099858482222,0.35997893817442067,2.6426289138510524,5.0,5,5,40,361792
7,8,800,xgboost,fine,0.25872877233327435,0.08481705614316538,0.089456179639204,0.27300231011936604,0.08144099062592186,0.08377161468027054,0.04822878254425883,0.1866099858482222,0.35997893817442067,2.6426289138510524,26.4,26,5,40,361792
8,8,800,logistic_regression,coarse,0.3711524854059791,0.2932720927695863,0.3203391664726839,0.37432957498525854,0.2897610188795142,0.31810430968557996,0.255107631412497,0.10048315053953653,0.2591240270652751,2.8976262603927117,5.0,5,5,40,361792
8,8,800,logistic_regression,fine,0.14709556872457102,0.08535311240394476,0.09842928034277122,0.14356363237555575,0.07947633795169515,0.09410215658774518,0.04958810209855423,0.10048315053953653,0.2591240270652751,2.8976262603927117,26.4,26,5,40,361792
8,8,800,xgboost,coarse,0.48166902529630284,0.27518101577637094,0.2885637745477377,0.49281618238161357,0.2789351528896754,0.2894215859233108,0.24848742026859233,0.2025390279497612,0.3760600013267292,2.5689567486290463,5.0,5,5,40,361792
8,8,800,xgboost,fine,0.2704509773571555,0.08604032490898063,0.08951173109043865,0.28645714843314135,0.0839608010661805,0.08453390432505745,0.050732782129455235,0.2025390279497612,0.3760600013267292,2.5689567486290463,26.4,26,5,40,361792
9,8,800,logistic_regression,coarse,0.34648361489474616,0.27909066297151813,0.3199704940065789,0.35843301419110907,0.27772072738616976,0.3091058557441536,0.24837091440098225,0.09298989474615249,0.24345894878825403,2.938633247833009,5.0,5,5,40,361792
9,8,800,logistic_regression,fine,0.1404342826817619,0.08453731492837463,0.09833046870382732,0.13976122112526662,0.07915446235811432,0.09443574992416541,0.048964171521476814,0.09298989474615249,0.24345894878825403,2.938633247833009,26.0,25,5,40,361792
9,8,800,xgboost,coarse,0.45297574296833537,0.26049619084792985,0.2781843183553955,0.46747172297256456,0.25958301489130375,0.27468853394871984,0.23596347427631564,0.19960640367946222,0.361325015478507,2.599372014859367,5.0,5,5,40,361792
9,8,800,xgboost,fine,0.2696742879886786,0.08654132910784201,0.09153613617636518,0.28192679291638467,0.08397829224208435,0.08567333019658128,0.05171856984258801,0.19960640367946222,0.361325015478507,2.599372014859367,26.0,25,5,40,361792
10,8,800,logistic_regression,coarse,0.3384182071466478,0.2713134517721957,0.3101748439890506,0.3554331583888891,0.27559712145919113,0.3096016544389395,0.24694189247422682,0.08948788254024412,0.23676449451618609,2.950048646736246,5.0,5,5,40,361792
10,8,800,logistic_regression,fine,0.1351107818857244,0.08622440390187286,0.1031939499186544,0.13985351525140208,0.08074604884049172,0.09956843434036715,0.05039309591177353,0.08948788254024412,0.23676449451618609,2.950048646736246,26.4,25,5,40,361792
10,8,800,xgboost,coarse,0.4639571908721033,0.2634954808538287,0.2836803022551983,0.4795179913377267,0.26663338559058025,0.28315468167580427,0.2464969348907579,0.18801134353440652,0.3611273881125066,2.6130041570847338,5.0,5,5,40,361792
10,8,800,xgboost,fine,0.25829758535291,0.09872201659985483,0.09949327710257928,0.27765350955116946,0.09345121899873338,0.09305414659169993,0.054524860070434486,0.18801134353440652,0.3611273881125066,2.6130041570847338,26.4,25,5,40,361792
11,8,800,logistic_regression,coarse,0.3609698390235273,0.28851525161873914,0.32175581283729526,0.37376159132168807,0.2895132688373985,0.31679966037935603,0.25772388652063477,0.09530337873695383,0.2500511343534407,2.9044976118874932,5.0,5,5,40,361792
11,8,800,logistic_regression,fine,0.13913242968335396,0.09073917174700578,0.10565357604939776,0.14876144018106613,0.08815798585404959,0.10357227973621091,0.051854877354638104,0.09530337873695383,0.2500511343534407,2.9044976118874932,26.4,26,5,40,361792
11,8,800,xgboost,coarse,0.47553290288342476,0.28642379243671057,0.2960561426261751,0.488780443815149,0.2892650681932837,0.2952532769529144,0.2552220784216838,0.19568149655050415,0.37857387670263576,2.569526136564656,5.0,5,5,40,361792
11,8,800,xgboost,fine,0.2816148505218468,0.09632275971107714,0.10224854848361653,0.2960561157899119,0.09485002525332396,0.09944100127527224,0.052764120173531805,0.19568149655050415,0.37857387670263576,2.569526136564656,26.4,26,5,40,361792
12,8,800,logistic_regression,coarse,0.35128471607995754,0.28386002594933857,0.32788468734233106,0.35740384672013403,0.27960759849049077,0.3157917656676442,0.245811099589705,0.09625696532814434,0.24512841632761365,2.9531332920573146,5.0,5,5,40,361792
12,8,800,logistic_regression,fine,0.13897211657526976,0.08439605887995173,0.09874805951617469,0.1373824902874095,0.07761644918362737,0.09397823282736811,0.0495804913376414,0.09625696532814434,0.24512841632761365,2.9531332920573146,26.6,26,5,40,361792
12,8,800,xgboost,coarse,0.46709158853705995,0.2757962097094358,0.2793854311023289,0.48213943963521205,0.26931978272207735,0.2768799165161699,0.23572075404923315,0.19941292234211924,0.3658345126481514,2.602462188218645,5.0,5,5,40,361792
12,8,800,xgboost,fine,0.2645774367592429,0.08712275309522782,0.09192115011617945,0.28360639572988966,0.08502871203129611,0.08695133413102134,0.0516847320529476,0.19941292234211924,0.3658345126481514,2.602462188218645,26.6,26,5,40,361792
13,8,800,logistic_regression,coarse,0.35083418096585883,0.27591519259314295,0.3081917021073579,0.36346467558708667,0.27625113952734387,0.3059004816444939,0.2460723436590599,0.0885425880063683,0.24065761542543782,2.9508723244295063,5.0,5,5,40,361792
13,8,800,logistic_regression,fine,0.1304810498850168,0.08316415604869541,0.09944595065617232,0.13433124485226797,0.07901688642126999,0.0956088742271689,0.04727020467742634,0.0885425880063683,0.24065761542543782,2.9508723244295063,26.6,26,5,40,361792
13,8,800,xgboost,coarse,0.4494682027242172,0.2528544895591792,0.2752845831194092,0.46349302110059565,0.25588439642126704,0.2750005312676958,0.2349783437712499,0.17846442154608172,0.3522617968335397,2.6392844507341233,5.0,5,5,40,361792
13,8,800,xgboost,fine,0.25505539094286217,0.08373964460689727,0.0882637098813533,0.2735791540395339,0.08300330362183718,0.08484709897367776,0.050044286081596556,0.17846442154608172,0.3522617968335397,2.6392844507341233,26.6,26,5,40,361792
14,8,800,logistic_regression,coarse,0.34880539094286217,0.27426394609242477,0.30972175935413954,0.3577431097613982,0.2744174735209913,0.30837174452304705,0.2453052494346956,0.0885564081018928,0.24000392490712896,2.973542809127897,5.0,5,5,40,361792
14,8,800,logistic_regression,fine,0.13120245887139573,0.08167932828143806,0.0955421007175316,0.1322383509028402,0.07651327856080899,0.0918943716490913,0.046140059423222995,0.0885564081018928,0.24000392490712896,2.973542809127897,25.6,25,5,40,361792
14,8,800,xgboost,coarse,0.45954858039978774,0.2679367369053402,0.2876193129437764,0.4694364861509854,0.2696763433737777,0.2868885602540864,0.24862564006708152,0.17552626923757297,0.36027468821864495,2.639986511586768,5.0,5,5,40,361792
14,8,800,xgboost,fine,0.2610007960375022,0.08456420180247183,0.09058168207391887,0.2752237413439488,0.08272048109871413,0.08649435309741331,0.0490355123628963,0.17552626923757297,0.36027468821864495,2.639986511586768,25.6,25,5,40,361792
15,8,800,logistic_regression,coarse,0.3460247877233327,0.2710462066298545,0.3094262291086236,0.3515659059244961,0.2678945013790058,0.30333291891180114,0.2405809624175091,0.09086436405448435,0.23926869582522553,2.9617901998938616,5.0,5,5,40,361792
15,8,800,logistic_regression,fine,0.13251260392711833,0.08377504988814055,0.10255646400492525,0.13220990510890498,0.07842832172833977,0.09884803908468417,0.0474884884917791,0.09086436405448435,0.23926869582522553,2.9617901998938616,26.6,26,5,40,361792
15,8,800,xgboost,coarse,0.4570554351671679,0.27039881294523505,0.28717452756346773,0.4692636770216893,0.27381803499458635,0.2883795293160402,0.25078144394078883,0.17555390942862198,0.35751896117105963,2.647515699628516,5.0,5,5,40,361792
15,8,800,xgboost,fine,0.25798248717495137,0.08658680988139364,0.09230926573037992,0.27567710721757954,0.08362084604194546,0.08820625406150838,0.05088348674621179,0.17555390942862198,0.35751896117105963,2.647515699628516,26.6,26,5,40,361792
16,8,800,logistic_regression,coarse,0.3451679418008137,0.2784798804802303,0.319546877592489,0.3576671002219069,0.27933112104418983,0.3184366021164335,0.24617671453653261,0.09305623120467009,0.24072533389350786,2.964653723686538,5.0,5,5,40,361792
16,8,800,logistic_regression,fine,0.13628272598620203,0.0875587739034651,0.10663975482921167,0.13900655981630938,0.08182197886328678,0.10258669834519403,0.04967182259064777,0.09305623120467009,0.24072533389350786,2.964653723686538,26.2,26,5,40,361792
16,8,800,xgboost,coarse,0.45055446223244294,0.2607790332407095,0.2794949323838084,0.46704803447753857,0.26725045151045973,0.28101781522725544,0.24398104694861855,0.1766678091278967,0.3528975212276667,2.6585607199716965,5.0,5,5,40,361792
16,8,800,xgboost,fine,0.2552405802228905,0.09077421055393985,0.09506032525002094,0.27558149997314146,0.08733437071465665,0.08988358754434746,0.051466111139186754,0.1766678091278967,0.3528975212276667,2.6585607199716965,26.2,26,5,40,361792
17,8,800,logistic_regression,coarse,0.35721630107907304,0.28210805815162593,0.31541939047739265,0.3719152817259792,0.2848805460674354,0.3150144919929623,0.25287398229142105,0.09018441535467893,0.2475579891208208,2.9082566778701575,5.0,5,5,40,361792
17,8,800,logistic_regression,fine,0.13789967716256854,0.08827597763265568,0.10452891663156096,0.14136932023376525,0.08485863936360509,0.10315334321889189,0.04951736792798735,0.09018441535467893,0.2475579891208208,2.9082566778701575,26.4,26,5,40,361792
17,8,800,xgboost,coarse,0.4436001901645144,0.2584183061617857,0.279472758413514,0.4632492569268825,0.2664032051186016,0.2831394248524378,0.24084069305920877,0.1812560808420308,0.3516233084203078,2.6439556430214046,5.0,5,5,40,361792
17,8,800,xgboost,fine,0.25964642667610116,0.08410528774847409,0.08987013906071188,0.2810668062719682,0.08522789650271004,0.08950156518687662,0.05172507087538332,0.1812560808420308,0.3516233084203078,2.6439556430214046,26.4,26,5,40,361792
18,8,800,logistic_regression,coarse,0.35158875818149654,0.280717786072903,0.3117077776522364,0.3583455412396135,0.27836569686589646,0.30843789545570266,0.24365762622273665,0.09188705112329737,0.24280802228905007,2.9395951264815143,5.0,5,5,40,361792
18,8,800,logistic_regression,fine,0.13402728639660358,0.08322934851775438,0.10361106886871613,0.13382546567709389,0.07814612510028676,0.10108636801717134,0.04687538991178837,0.09188705112329737,0.24280802228905007,2.9395951264815143,26.0,26,5,40,361792
18,8,800,xgboost,coarse,0.46557137802936494,0.26704288793971337,0.28684884796883503,0.4722254318080335,0.2686708165460037,0.28644580511890727,0.2453330815857801,0.17897300106138334,0.3676435631523085,2.5856680081372723,5.0,5,5,40,361792
18,8,800,xgboost,fine,0.2697157482752521,0.09228028753305668,0.09843495489415766,0.2822453141956483,0.0906972455989033,0.09574775290612642,0.05165684188315443,0.17897300106138334,0.3676435631523085,2.5856680081372723,26.0,26,5,40,361792
19,8,800,logistic_regression,coarse,0.34638687422607467,0.2761215426901265,0.309608747394854,0.3459933281124018,0.26967763368766146,0.30204209673189897,0.24361756938520954,0.09081184769149124,0.2414495068989917,2.94303909428622,5.0,5,5,40,361792
19,8,800,logistic_regression,fine,0.13651213957190872,0.08778780855400156,0.10468025977974342,0.13699746823939604,0.08233694390007026,0.10033723832719149,0.04968112330349077,0.09081184769149124,0.2414495068989917,2.94303909428622,26.2,26,5,40,361792
19,8,800,xgboost,coarse,0.4575584866442597,0.26704052911030124,0.27870404370324725,0.4656467568065489,0.2726212456448306,0.27905667861610517,0.24609174536894804,0.18310797364231382,0.3624693193879356,2.6152817088271716,5.0,5,5,40,361792
19,8,800,xgboost,fine,0.26738015213161154,0.09402122128335051,0.09451697101302496,0.2780552839315846,0.09222073610504336,0.09087291313554555,0.0528120895155386,0.18310797364231382,0.3624693193879356,2.6152817088271716,26.2,26,5,40,361792
0,8,1600,logistic_regression,coarse,0.3485483371661065,0.2777450426289709,0.3225941593194671,0.36549566622437135,0.281043049907504,0.3200580632169603,0.24334924789892715,0.0887001370953476,0.23789636033964268,2.9694299486998053,5.0,5,5,40,361792
0,8,1600,logistic_regression,fine,0.12724438351317885,0.08795652168981755,0.12088046708461239,0.13536220710572416,0.0842293558968507,0.11752682614490466,0.04876643593054165,0.0887001370953476,0.23789636033964268,2.9694299486998053,26.6,26,5,40,361792
0,8,1600,xgboost,coarse,0.4634513753759066,0.2763546283546192,0.2937174161504081,0.47139573429567827,0.27532189077062397,0.2899956505141328,0.2469807863847016,0.19472238192110383,0.3715864364054484,2.5765356890146824,5.0,5,5,40,361792
0,8,1600,xgboost,fine,0.27972149743499025,0.09648354852282547,0.10448142016599819,0.29040199361694524,0.09386774511630659,0.10041666331968398,0.054140424988733026,0.19472238192110383,0.3715864364054484,2.5765356890146824,26.6,26,5,40,361792
1,8,1600,logistic_regression,coarse,0.3343164027949761,0.266945295589445,0.3123395887694453,0.34779120928595064,0.26836624971494344,0.30612166681582365,0.23967206947907646,0.07995201662833894,0.22679329559525915,2.9980707146647796,5.0,5,5,40,361792
1,8,1600,logistic_regression,fine,0.1192701883955422,0.08144189287847065,0.11600243120037704,0.12623065945741926,0.07680149002411453,0.11266361280148462,0.046255234944273894,0.07995201662833894,0.22679329559525915,2.9980707146647796,26.4,26,5,40,361792
1,8,1600,xgboost,coarse,0.4517291703520255,0.26393095013008844,0.2828971943709905,0.4658307610091623,0.26977686145040575,0.2844073276779328,0.24643764655622782,0.18788696267468602,0.36111080399787726,2.622949097824164,5.0,5,5,40,361792
1,8,1600,xgboost,fine,0.270492437643729,0.08836637070565354,0.09646877612352446,0.28355184342302253,0.08681757672945066,0.09171992896651276,0.05281702097561565,0.18788696267468602,0.36111080399787726,2.622949097824164,26.4,26,5,40,361792
