model,seed,scope,patient,cells,correct,cross,within,oracle_correct,fixed_mass,cross_among_errors,cross_among_errors_n,repair_among_cross,repair_among_cross_n,fine_cross_given_coarse_correct,fine_cross_given_coarse_correct_n,fine_cross_given_coarse_wrong,fine_cross_given_coarse_wrong_n
mlp,17,0,GC36_P_cDNA,790,0.11392405063291139,0.8835443037974684,0.002531645569620253,0.9189873417721519,0.8050632911392405,0.9971428571428571,700,0.9111747851002865,698,0.0,80,0.9830985915492958,710
mlp,17,0,HCC-1,390,0.041025641025641026,0.958974358974359,0.0,0.9461538461538461,0.9051282051282051,1.0,374,0.9438502673796791,374,0.0,13,0.9920424403183024,377
mlp,17,0,HCC-2-1_1,200,0.025,0.975,0.0,0.98,0.955,1.0,195,0.9794871794871794,195,0.0,5,1.0,195
mlp,17,0,HCC-2-2,309,0.0,1.0,0.0,0.9514563106796117,0.9514563106796117,1.0,309,0.9514563106796117,309,,0,1.0,309
mlp,17,0,HCC-22,679,0.23122238586156113,0.759941089837997,0.008836524300441826,0.9013254786450663,0.6701030927835051,0.9885057471264368,522,0.8817829457364341,516,0.012903225806451613,155,0.9809160305343512,524
mlp,17,0,HCC-24,401,0.24688279301745636,0.6982543640897756,0.05486284289276808,0.8927680798004988,0.6458852867830424,0.9271523178807947,302,0.925,280,0.009900990099009901,101,0.93,300
mlp,17,0,HCC-3-1_2,202,0.0049504950495049506,0.995049504950495,0.0,0.9554455445544554,0.9504950495049505,1.0,201,0.9552238805970149,201,,0,0.995049504950495,202
mlp,17,0,HCC-3-2_1,230,0.013043478260869565,0.9869565217391304,0.0,0.9608695652173913,0.9478260869565217,1.0,227,0.960352422907489,227,0.0,3,1.0,227
mlp,17,0,PBMC-1,2772,0.05411255411255411,0.9213564213564214,0.024531024531024532,0.5689033189033189,0.5147907647907648,0.9740655987795576,2622,0.5587314017227878,2554,0.2807017543859649,57,0.9348066298342541,2715
mlp,17,0,PBMC-2,2118,0.046742209631728045,0.9187913125590179,0.03446647780925401,0.46742209631728043,0.4206798866855524,0.9638434868746905,2019,0.4578622816032888,1946,0.5045454545454545,220,0.9668071654373024,1898
