model,seed,scope,patient,cells,correct,cross,within,oracle_correct,fixed_mass,cross_among_errors,cross_among_errors_n,repair_among_cross,repair_among_cross_n,fine_cross_given_coarse_correct,fine_cross_given_coarse_correct_n,fine_cross_given_coarse_wrong,fine_cross_given_coarse_wrong_n
mlp,43,-1,GC36_P_cDNA,7234,0.33964611556538565,0.46931158418578933,0.191042300248825,0.6944982029306055,0.3548520873652198,0.71069709022399,4777,0.7561119293078056,3395,0.07336683417085427,3980,0.9535955746773203,3254
mlp,43,-1,HCC-1,7055,0.42636428065201987,0.4205527994330262,0.15308291991495393,0.6934089298369951,0.26704464918497517,0.7331356560415122,4047,0.6349848331648129,2967,0.10881670533642691,4310,0.9100182149362477,2745
mlp,43,-1,HCC-2-1_1,6913,0.45580789816288153,0.38333574424996386,0.16085635758715464,0.7169101692463474,0.26110227108346595,0.7044125465178097,3762,0.6811320754716981,2650,0.21575421575421574,4329,0.6640866873065016,2584
mlp,43,-1,HCC-2-2,7179,0.4568881459813344,0.3872405627524725,0.15587129126619306,0.7261457027441148,0.26925755676278035,0.7130033341882533,3899,0.6953237410071943,2780,0.21904761904761905,4410,0.6551101480678946,2769
mlp,43,-1,HCC-22,7019,0.46345633281094173,0.39264852543097306,0.1438951417580852,0.7935603362302323,0.33010400341929047,0.7318109399893786,3766,0.840711175616836,2756,0.08186115949241105,4019,0.809,3000
mlp,43,-1,HCC-24,7039,0.43557323483449356,0.416962636738173,0.14746412842733342,0.7275181133683762,0.2919448785338827,0.7387364711804681,3973,0.7001703577512777,2935,0.1545662100456621,4380,0.8491914253478752,2659
mlp,43,-1,HCC-3-1_2,7198,0.4262295081967213,0.45498749652681303,0.11878299527646569,0.7145040288969158,0.2882745207001945,0.7929782082324455,4130,0.6335877862595419,3275,0.12060918693195775,4071,0.8903102014710585,3127
mlp,43,-1,HCC-3-2_1,7285,0.45559368565545644,0.42608098833218944,0.11832532601235415,0.7438572409059712,0.2882635552505148,0.7826525466464952,3966,0.6765463917525774,3104,0.13692660550458716,4360,0.8570940170940171,2925
mlp,43,-1,PBMC-1,22144,0.26011560693641617,0.5156701589595376,0.22421423410404626,0.5144960260115607,0.2543804190751445,0.69696044921875,16384,0.4933006392854015,11419,0.3242132785507517,10709,0.694971578487101,11435
mlp,43,-1,PBMC-2,16302,0.2040853882959146,0.5857563489142437,0.21015826278984173,0.5078517973254816,0.3037664090295669,0.7359537572254335,12975,0.5185883338569484,9549,0.15628467268980822,6309,0.8568998298809166,9993
mlp,43,-1,PBMC-3,21398,0.27278250303766705,0.6296382839517712,0.09757921301056173,0.5560800074773343,0.2832975044396673,0.8658183921341817,15561,0.44993691085875454,13473,0.33689099713410414,10119,0.8922776841918609,11279
mlp,43,-1,PBMC-4,22627,0.3099836478543333,0.5622928359923984,0.1277235161532682,0.5385601272815663,0.22857647942723294,0.8148978415423045,15613,0.4065078990804056,12723,0.40446995390903556,11499,0.7253774263120057,11128
mlp,43,-1,PBMC-5,19153,0.34709967106980627,0.43283036600010444,0.2200699629300893,0.589254947005691,0.2421552759358847,0.6629348260695722,12505,0.5594692400482509,8290,0.2596999482669426,9665,0.6091905564924115,9488
mlp,43,-1,PBMC-6,15164,0.3452914798206278,0.48087575837509894,0.1738327618042733,0.5556581376945396,0.2103666578739119,0.734488315874295,9928,0.4374657158529896,7292,0.3422070534698521,8790,0.6721054283024788,6374
mlp,43,-1,PC-1,17977,0.2631139789731323,0.5502030372142181,0.1866829838126495,0.6874895700061189,0.4243755910329866,0.7466596210462746,13247,0.7713072490142554,9891,0.1510435516950175,8289,0.8917217175887696,9688
mlp,43,-1,PC-2,1929,0.28512182477967857,0.4758942457231726,0.23898392949714878,0.6070502851218248,0.32192846034214617,0.6656997824510514,1379,0.6764705882352942,918,0.040156709108716944,1021,0.9658590308370044,908
mlp,43,-1,PC-3,4981,0.33326641236699456,0.43806464565348324,0.22866894197952217,0.6765709696848022,0.3433045573178077,0.657031014754592,3321,0.7836846929422548,2182,0.06334519572953737,2810,0.9230769230769231,2171
mlp,43,-1,PC-4,2060,0.3087378640776699,0.6354368932038835,0.055825242718446605,0.6800970873786408,0.3713592233009709,0.9192415730337079,1424,0.5844155844155844,1309,0.19281914893617022,752,0.8899082568807339,1308
mlp,43,-1,PC-5,3977,0.3404576313804375,0.3585617299471964,0.30098063867236613,0.5911491073673624,0.2506914759869248,0.5436523065192528,2623,0.6991584852734923,1426,0.030534351145038167,2489,0.907258064516129,1488
mlp,43,-1,PC-6,6890,0.3454281567489115,0.409288824383164,0.24528301886792453,0.5917271407837446,0.24629898403483308,0.6252771618625277,4510,0.60177304964539,2820,0.11237488626023658,4396,0.9326383319967922,2494
mlp,43,-1,PRZ1,8750,0.29874285714285714,0.5700571428571428,0.1312,0.7584,0.4596571428571429,0.8129074315514994,6136,0.8063352044907779,4988,0.10063559322033898,3776,0.9264173703256936,4974
mlp,43,-1,PRZ2,12428,0.3986160283231413,0.4368361763759253,0.16454779530093339,0.7069520437721275,0.30833601544898614,0.7263848006422264,7474,0.705839012709523,5429,0.12548651187760032,7451,0.9029535864978903,4977
mlp,43,-1,PRZ3,9117,0.4000219370406932,0.4426894811889876,0.15728858177031918,0.6932104859054513,0.29318854886475815,0.7378427787934186,5470,0.6622893954410307,4036,0.10550284629981024,5270,0.9046009877826878,3847
mlp,43,-1,PRZ4,7719,0.37673273740121777,0.47130457313123464,0.15196268946754762,0.7134343826920586,0.3367016452908408,0.7561837455830389,4811,0.7144035184167125,3638,0.22544689800210305,4755,0.8657219973009447,2964
mlp,43,-1,PRZ5,12944,0.2754944375772559,0.6164245982694685,0.10808096415327564,0.6836372064276885,0.40814276885043266,0.8508210705907443,9378,0.6621130467477128,7979,0.19152077620755115,4741,0.8620017066926734,8203
mlp,43,-1,PRZ6,8748,0.3066986739826246,0.5170324645633287,0.17626886145404663,0.6550068587105624,0.34830818472793784,0.7457543281121187,6065,0.6736679195224409,4523,0.16452847175331983,4443,0.8808362369337979,4305
mlp,43,0,CRC11,324,0.021604938271604937,0.9753086419753086,0.0030864197530864196,0.7808641975308642,0.7592592592592593,0.9968454258675079,317,0.7784810126582279,316,0.0,2,0.9813664596273292,322
mlp,43,0,CRC13,209,0.14354066985645933,0.84688995215311,0.009569377990430622,0.8995215311004785,0.7559808612440191,0.9888268156424581,179,0.8926553672316384,177,0.0,21,0.9414893617021277,188
mlp,43,0,CRC16,167,0.0718562874251497,0.9221556886227545,0.005988023952095809,0.844311377245509,0.7724550898203593,0.9935483870967742,155,0.8376623376623377,154,0.07692307692307693,13,0.9935064935064936,154
mlp,43,0,CRC17,269,0.02973977695167286,0.9628252788104089,0.007434944237918215,0.7843866171003717,0.7546468401486989,0.9923371647509579,261,0.7837837837837838,259,0.0,8,0.9923371647509579,261
mlp,43,0,CRC22,213,0.20657276995305165,0.7887323943661971,0.004694835680751174,0.7699530516431925,0.5633802816901409,0.9940828402366864,169,0.7142857142857143,168,0.0,29,0.9130434782608695,184
mlp,43,0,CRC23,91,0.10989010989010989,0.8901098901098901,0.0,0.8681318681318682,0.7582417582417582,1.0,81,0.8518518518518519,81,0.0,9,0.9878048780487805,82
mlp,43,0,CRC24,238,0.07563025210084033,0.9243697478991597,0.0,0.8571428571428571,0.7815126050420168,1.0,220,0.8454545454545455,220,0.0,13,0.9777777777777777,225
mlp,43,0,CRC25,501,0.08782435129740519,0.906187624750499,0.005988023952095809,0.7924151696606786,0.7045908183632734,0.9934354485776805,457,0.7775330396475771,454,0.029411764705882353,34,0.9700214132762313,467
mlp,43,0,GC28_P_cDNA,337,0.2344213649851632,0.7566765578635015,0.008902077151335312,0.8991097922848664,0.6646884272997032,0.9883720930232558,258,0.8784313725490196,255,0.0,69,0.9514925373134329,268
mlp,43,0,GC29_P_cDNA,225,0.0044444444444444444,0.9955555555555555,0.0,0.9466666666666667,0.9422222222222222,1.0,224,0.9464285714285714,224,0.0,1,1.0,224
mlp,43,0,GC2_P_cDNA,226,0.061946902654867256,0.9380530973451328,0.0,0.8097345132743363,0.7477876106194691,1.0,212,0.7971698113207547,212,0.0,8,0.9724770642201835,218
mlp,43,0,GC30_P_cDNA,400,0.0225,0.9775,0.0,0.925,0.9025,1.0,391,0.9232736572890026,391,0.0,7,0.9949109414758269,393
mlp,43,0,GC31_P_cDNA,939,0.026624068157614485,0.972310969116081,0.0010649627263045794,0.9361022364217252,0.9094781682641108,0.9989059080962801,914,0.9353778751369113,913,0.0,21,0.9945533769063181,918
mlp,43,0,GC32_P_cDNA,713,0.15427769985974754,0.8260869565217391,0.019635343618513323,0.8709677419354839,0.7166900420757363,0.9767827529021559,603,0.8675721561969439,589,0.0,100,0.9608482871125612,613
mlp,43,0,GC36_P_cDNA,790,0.12025316455696203,0.8772151898734177,0.002531645569620253,0.9291139240506329,0.8088607594936709,0.9971223021582734,695,0.922077922077922,693,0.0,81,0.9774330042313117,709
mlp,43,0,HCC-1,390,0.046153846153846156,0.9538461538461539,0.0,0.958974358974359,0.9128205128205128,1.0,372,0.956989247311828,372,0.0,12,0.9841269841269841,378
mlp,43,0,HCC-2-1_1,200,0.025,0.975,0.0,0.98,0.955,1.0,195,0.9794871794871794,195,0.0,3,0.9898477157360406,197
mlp,43,0,HCC-2-2,309,0.003236245954692557,0.9967637540453075,0.0,0.9546925566343042,0.9514563106796117,1.0,308,0.9545454545454546,308,,0,0.9967637540453075,309
mlp,43,0,HCC-22,679,0.24447717231222385,0.7525773195876289,0.0029455081001472753,0.9116347569955817,0.6671575846833578,0.9961013645224172,513,0.8864970645792564,511,0.00684931506849315,146,0.9568480300187617,533
mlp,43,0,HCC-24,401,0.23690773067331672,0.713216957605985,0.04987531172069826,0.8728179551122195,0.6359102244389028,0.934640522875817,306,0.8916083916083916,286,0.08695652173913043,115,0.965034965034965,286
mlp,43,0,HCC-3-1_2,202,0.0049504950495049506,0.995049504950495,0.0,0.9603960396039604,0.9554455445544554,1.0,201,0.9601990049751243,201,,0,0.995049504950495,202
mlp,43,0,HCC-3-2_1,230,0.013043478260869565,0.9869565217391304,0.0,0.9652173913043478,0.9521739130434783,1.0,227,0.9647577092511013,227,0.0,3,1.0,227
mlp,43,0,PBMC-1,2772,0.08982683982683982,0.8174603174603174,0.09271284271284272,0.5559163059163059,0.4660894660894661,0.8981371383273881,2523,0.5701676963812886,2266,0.25165562913907286,151,0.8500572300648608,2621
mlp,43,0,PBMC-2,2118,0.023607176581680833,0.9641170915958451,0.012275731822474031,0.43626062322946174,0.4126534466477809,0.9874274661508704,2068,0.42801175318315376,2042,0.4367816091954023,87,0.9867060561299852,2031
mlp,43,0,PBMC-3,2459,0.03741358275721838,0.942252948352989,0.020333468889792598,0.6514843432289549,0.6140707604717365,0.9788762146176595,2367,0.6517047906776003,2317,0.175,80,0.9680538041193779,2379
mlp,43,0,PBMC-4,2612,0.016462480857580397,0.9617151607963247,0.021822358346094948,0.52947932618683,0.5130168453292496,0.9778123783573375,2569,0.5334394904458599,2512,0.3235294117647059,34,0.9701318851823119,2578
mlp,43,0,PBMC-5,1529,0.03793328973185088,0.9548724656638325,0.007194244604316547,0.6396337475474166,0.6017004578155657,0.9925220938137321,1471,0.6301369863013698,1460,0.12962962962962962,54,0.9850847457627119,1475
mlp,43,0,PBMC-6,1231,0.03168155970755483,0.9406986190089358,0.02761982128350934,0.5670186839967506,0.5353371242891958,0.9714765100671141,1192,0.5690846286701209,1158,0.4126984126984127,63,0.9691780821917808,1168
mlp,43,0,PC-1,2813,0.005332385353714895,0.9932456452186278,0.0014219694276573053,0.9182367579097049,0.91290437255599,0.9985704074338814,2798,0.9191123836793128,2794,0.0,16,0.9989274222381123,2797
mlp,43,0,PC-2,344,0.01744186046511628,0.9796511627906976,0.0029069767441860465,0.8633720930232558,0.8459302325581395,0.9970414201183432,338,0.8635014836795252,337,0.0,2,0.9853801169590644,342
mlp,43,0,PC-3,497,0.04225352112676056,0.9557344064386318,0.002012072434607646,0.9255533199195171,0.8832997987927566,0.9978991596638656,476,0.9242105263157895,475,0.11764705882352941,17,0.9854166666666667,480
mlp,43,0,PC-4,132,0.0,1.0,0.0,0.6742424242424242,0.6742424242424242,1.0,132,0.6742424242424242,132,,0,1.0,132
mlp,43,0,PC-5,207,0.0821256038647343,0.9178743961352657,0.0,0.8454106280193237,0.7632850241545893,1.0,190,0.8315789473684211,190,0.0,6,0.945273631840796,201
mlp,43,0,PC-6,268,0.055970149253731345,0.9328358208955224,0.011194029850746268,0.8805970149253731,0.8246268656716418,0.9881422924901185,253,0.884,250,0.0,10,0.9689922480620154,258
mlp,43,0,PRZ1,2651,0.014334213504337986,0.985288570350811,0.0003772161448509996,0.969445492267069,0.955111278762731,0.9996172981247609,2613,0.9693721286370597,2612,0.0,22,0.9935336629897299,2629
mlp,43,0,PRZ2,1922,0.06347554630593132,0.9328824141519251,0.0036420395421436005,0.9349635796045785,0.8714880332986472,0.9961111111111111,1800,0.9341885108756275,1793,0.06060606060606061,66,0.9639008620689655,1856
mlp,43,0,PRZ3,584,0.04452054794520548,0.9452054794520548,0.010273972602739725,0.9503424657534246,0.9058219178082192,0.989247311827957,558,0.9583333333333334,552,0.0,14,0.968421052631579,570
mlp,43,0,PRZ4,1085,0.12811059907834102,0.8672811059907835,0.004608294930875576,0.9511520737327189,0.8230414746543778,0.9947145877378436,946,0.9489904357066951,941,0.05263157894736842,19,0.8818011257035647,1066
mlp,43,0,PRZ5,406,0.027093596059113302,0.9729064039408867,0.0,0.8916256157635468,0.8645320197044335,1.0,395,0.8886075949367088,395,0.2,5,0.9825436408977556,401
mlp,43,0,PRZ6,406,0.1354679802955665,0.8497536945812808,0.014778325123152709,0.8817733990147784,0.7463054187192119,0.9829059829059829,351,0.8782608695652174,345,0.08333333333333333,24,0.8979057591623036,382
mlp,43,1,CRC11,2305,0.0034707158351409977,0.9917570498915401,0.004772234273318872,0.3071583514099783,0.3036876355748373,0.9952111449717023,2297,0.30621172353455817,2286,0.3448275862068966,29,1.0,2276
mlp,43,1,CRC13,887,0.24577226606538896,0.46110484780157834,0.29312288613303267,0.4137542277339346,0.16798196166854565,0.6113602391629297,669,0.3643031784841076,409,0.11524163568773234,538,0.994269340974212,349
mlp,43,1,CRC16,973,0.11099691675231244,0.5950668036998972,0.29393627954779034,0.2970195272353546,0.18602261048304214,0.669364161849711,865,0.3126079447322971,579,0.05539358600583091,343,0.8888888888888888,630
mlp,43,1,CRC17,1047,0.166189111747851,0.31900668576886343,0.5148042024832856,0.2282712511938873,0.06208213944603629,0.38258877434135163,873,0.19461077844311378,334,0.06464379947229551,758,0.986159169550173,289
mlp,43,1,CRC22,603,0.12271973466003316,0.6351575456053068,0.24212271973466004,0.3283582089552239,0.20563847429519072,0.724007561436673,529,0.3237597911227154,383,0.13725490196078433,255,1.0,348
mlp,43,1,CRC23,743,0.10497981157469717,0.6837146702557201,0.21130551816958276,0.3728129205921938,0.26783310901749663,0.7639097744360902,665,0.39173228346456695,508,0.1773049645390071,282,0.9934924078091106,461
mlp,43,1,CRC24,1275,0.05254901960784314,0.8549019607843137,0.09254901960784313,0.43058823529411766,0.3780392156862745,0.902317880794702,1208,0.44220183486238535,1090,0.21367521367521367,234,0.9990393852065321,1041
mlp,43,1,CRC25,2612,0.5386676875957122,0.03024502297090352,0.43108728943338437,0.5463246554364471,0.007656967840735069,0.06556016597510374,1205,0.25316455696202533,79,0.019014357780364765,2577,0.8571428571428571,35
mlp,43,1,GC28_P_cDNA,2914,0.35861358956760464,0.44989704873026765,0.19148936170212766,0.5346602608098833,0.17604667124227866,0.7014446227929374,1869,0.391304347826087,1311,0.11988950276243093,1810,0.9909420289855072,1104
mlp,43,1,GC29_P_cDNA,2010,0.29253731343283584,0.5159203980099503,0.19154228855721392,0.527860696517413,0.23532338308457712,0.729254571026723,1422,0.4561234329797493,1037,0.05153617443012884,1009,0.984015984015984,1001
mlp,43,1,GC2_P_cDNA,1331,0.06987227648384674,0.8978211870773855,0.032306536438767845,0.29902329075882794,0.22915101427498122,0.9652665589660743,1238,0.25523012552301255,1195,0.1927710843373494,166,0.9982832618025751,1165
mlp,43,1,GC30_P_cDNA,2289,0.0581039755351682,0.8960244648318043,0.045871559633027525,0.42201834862385323,0.363914373088685,0.9512987012987013,2156,0.4061433447098976,2051,0.27181208053691275,298,0.9894525364138623,1991
mlp,43,1,GC31_P_cDNA,1645,0.29422492401215805,0.270516717325228,0.435258358662614,0.40364741641337387,0.1094224924012158,0.3832902670111972,1161,0.4044943820224719,445,0.09166666666666666,1320,0.9969230769230769,325
mlp,43,1,GC32_P_cDNA,1335,0.3842696629213483,0.0749063670411985,0.5408239700374532,0.4059925093632959,0.021722846441947566,0.12165450121654502,822,0.29,100,0.03669008587041374,1281,0.9814814814814815,54
mlp,43,1,GC36_P_cDNA,1385,0.18628158844765344,0.5992779783393501,0.21444043321299638,0.40577617328519855,0.21949458483754514,0.7364685004436557,1127,0.36626506024096384,830,0.18887262079062958,683,0.9985754985754985,702
mlp,43,1,HCC-1,1749,0.5494568324757004,0.12521440823327615,0.32532875929102345,0.5974842767295597,0.048027444253859346,0.2779187817258883,788,0.3835616438356164,219,0.01992287917737789,1556,0.9740932642487047,193
mlp,43,1,HCC-2-1_1,2075,0.531566265060241,0.16240963855421686,0.3060240963855422,0.6110843373493976,0.07951807228915662,0.34670781893004116,972,0.4896142433234421,337,0.028137310073157007,1777,0.9630872483221476,298
mlp,43,1,HCC-2-2,1981,0.5759717314487632,0.10196870267541645,0.3220595658758203,0.6264512872286724,0.05047955577990914,0.24047619047619048,840,0.49504950495049505,202,0.01174496644295302,1788,0.9378238341968912,193
mlp,43,1,HCC-22,172,0.12209302325581395,0.8313953488372093,0.046511627906976744,0.7209302325581395,0.5988372093023255,0.9470198675496688,151,0.7202797202797203,143,0.038461538461538464,26,0.9726027397260274,146
mlp,43,1,HCC-24,143,0.11888111888111888,0.6993006993006993,0.18181818181818182,0.5314685314685315,0.4125874125874126,0.7936507936507936,126,0.59,100,0.27450980392156865,51,0.9347826086956522,92
mlp,43,1,HCC-3-1_2,1370,0.4021897810218978,0.3007299270072993,0.29708029197080293,0.5598540145985401,0.15766423357664233,0.503052503052503,819,0.5242718446601942,412,0.027607361963190184,978,0.9821428571428571,392
mlp,43,1,HCC-3-2_1,1443,0.48232848232848236,0.16424116424116425,0.35343035343035345,0.5634095634095634,0.08108108108108109,0.3172690763052209,747,0.4936708860759494,237,0.02667744543249798,1237,0.9902912621359223,206
mlp,43,1,PBMC-1,2920,0.48253424657534244,0.09486301369863014,0.4226027397260274,0.5150684931506849,0.032534246575342464,0.18332230311052283,1511,0.34296028880866425,277,0.019805680119581465,2676,0.9180327868852459,244
mlp,43,1,PBMC-2,2459,0.5514436762911753,0.0727938186254575,0.3757625050833672,0.5786905246034973,0.027246848312322082,0.16228467815049863,1103,0.3743016759776536,179,0.010048055919615552,2289,0.9176470588235294,170
mlp,43,1,PBMC-3,3357,0.29222520107238603,0.49985105749180814,0.20792374143580578,0.51295799821269,0.22073279714030383,0.7062289562289562,2376,0.44159713945172824,1678,0.08802228412256267,1795,0.9731113956466069,1562
mlp,43,1,PBMC-4,3132,0.283205619412516,0.27554278416347383,0.44125159642401024,0.36845466155810985,0.08524904214559387,0.3844097995545657,2245,0.3093858632676709,863,0.023534635879218474,2252,0.9204545454545454,880
mlp,43,1,PBMC-5,2640,0.4003787878787879,0.20795454545454545,0.39166666666666666,0.4818181818181818,0.08143939393939394,0.346809854706254,1583,0.39162112932604737,549,0.030776515151515152,2112,0.9166666666666666,528
mlp,43,1,PBMC-6,1826,0.39430449069003287,0.28258488499452356,0.3231106243154436,0.49616648411829134,0.10186199342825848,0.4665461121157324,1106,0.36046511627906974,516,0.062134502923976605,1368,0.9410480349344978,458
mlp,43,1,PC-1,3065,0.1634584013050571,0.7190864600326264,0.11745513866231648,0.45579119086460035,0.2923327895595432,0.859594383775351,2564,0.40653357531760437,2204,0.1458966565349544,987,0.9913378248315688,2078
mlp,43,1,PC-2,338,0.047337278106508875,0.8875739644970414,0.0650887573964497,0.26331360946745563,0.21597633136094674,0.9316770186335404,322,0.24333333333333335,300,0.17391304347826086,46,1.0,292
mlp,43,1,PC-3,1027,0.34079844206426485,0.3524829600778968,0.30671859785783834,0.46835443037974683,0.12755598831548198,0.534711964549483,677,0.36187845303867405,362,0.10190217391304347,736,0.9862542955326461,291
mlp,43,1,PC-4,761,0.056504599211563734,0.8764783180026281,0.06701708278580815,0.43101182654402104,0.3745072273324573,0.9289693593314763,718,0.4272863568215892,667,0.10869565217391304,92,0.9820627802690582,669
mlp,43,1,PC-5,1203,0.37572734829592686,0.1745635910224439,0.44970906068162925,0.41230257689110555,0.03657522859517872,0.2796271637816245,751,0.20952380952380953,210,0.037037037037037035,1026,0.9717514124293786,177
mlp,43,1,PC-6,3500,0.2988571428571429,0.408,0.29314285714285715,0.46714285714285714,0.1682857142857143,0.5819070904645477,2454,0.41246498599439774,1428,0.13344523709609735,2383,0.9937332139659804,1117
mlp,43,1,PRZ1,1039,0.17805582290664101,0.6843118383060636,0.13763233878729547,0.45620789220404234,0.2781520692974013,0.832552693208431,854,0.40646976090014064,711,0.14361702127659576,376,0.9909502262443439,663
mlp,43,1,PRZ2,1461,0.19849418206707733,0.6064339493497605,0.19507186858316222,0.41546885694729635,0.21697467488021902,0.7566182749786508,1171,0.3577878103837472,886,0.16224188790560473,678,0.9910600255427842,783
mlp,43,1,PRZ3,1841,0.334057577403585,0.3432916892992939,0.32265073329712113,0.4780010863661054,0.14394350896252037,0.5154975530179445,1226,0.41930379746835444,632,0.10585585585585586,1332,0.9646365422396856,509
mlp,43,1,PRZ4,349,0.11461318051575932,0.7679083094555874,0.1174785100286533,0.3982808022922636,0.2836676217765043,0.8673139158576052,309,0.3694029850746269,268,0.1590909090909091,88,0.9731800766283525,261
mlp,43,1,PRZ5,2563,0.041747951619196255,0.9434256730394069,0.0148263753413968,0.39758095981271946,0.3558330081935232,0.9845276872964169,2456,0.3771712158808933,2418,0.2569832402234637,179,0.9949664429530202,2384
mlp,43,1,PRZ6,2227,0.4961832061068702,0.18096093399191737,0.3228558599012124,0.574315222272115,0.07813201616524472,0.3591800356506239,1122,0.4317617866004963,403,0.024017467248908297,1832,0.9088607594936708,395
mlp,43,2,CRC11,1603,0.18340611353711792,0.8153462258265751,0.0012476606363069245,0.9800374298190893,0.7966313162819713,0.998472116119175,1309,0.9770466717674062,1307,0.0,70,0.852576647097195,1533
mlp,43,2,CRC13,1356,0.20353982300884957,0.7957227138643068,0.0007374631268436578,0.9896755162241888,0.7861356932153393,0.9990740740740741,1080,0.9879518072289156,1079,0.0,42,0.8211567732115678,1314
mlp,43,2,CRC16,2359,0.7473505722763883,0.09622721492157695,0.15642221280203475,0.8011869436201781,0.05383637134378974,0.3808724832214765,596,0.5594713656387665,227,0.000851063829787234,1175,0.19087837837837837,1184
mlp,43,2,CRC17,2313,0.3865110246433204,0.4846519671422395,0.1288370082144401,0.6830955469087765,0.2965845222654561,0.7899929527836504,1419,0.6119536128456735,1121,0.0055248618784530384,362,0.5735520246027678,1951
mlp,43,2,CRC22,762,0.4553805774278215,0.5433070866141733,0.0013123359580052493,0.9973753280839895,0.541994750656168,0.9975903614457832,415,0.9975845410628019,414,0.0,111,0.6359447004608295,651
mlp,43,2,CRC23,2384,0.639261744966443,0.348993288590604,0.01174496644295302,0.9861577181208053,0.34689597315436244,0.9674418604651163,860,0.9939903846153846,832,0.0056657223796034,1059,0.6233962264150943,1325
mlp,43,2,CRC24,3061,0.4616138516824567,0.5351192420777524,0.003266906239790918,0.9895459000326691,0.5279320483502123,0.9939320388349514,1648,0.9865689865689866,1638,0.0,516,0.6436149312377211,2545
mlp,43,2,CRC25,1013,0.39091806515301086,0.5804540967423495,0.028627838104639685,0.9072063178677197,0.5162882527147088,0.9529983792544571,617,0.8894557823129252,588,0.0,120,0.658454647256439,893
mlp,43,2,GC28_P_cDNA,1140,0.31666666666666665,0.6614035087719298,0.021929824561403508,0.9228070175438596,0.606140350877193,0.9679075738125802,779,0.916445623342175,754,0.0,13,0.6690328305235137,1127
mlp,43,2,GC29_P_cDNA,1291,0.069713400464756,0.924864446165763,0.005422153369481022,0.9512006196746708,0.8814872192099148,0.9941715237302248,1201,0.9530988274706867,1194,0.0,4,0.9277389277389277,1287
mlp,43,2,GC2_P_cDNA,551,0.2577132486388385,0.7277676950998185,0.014519056261343012,0.9092558983666061,0.6515426497277677,0.980440097799511,409,0.8952618453865336,401,0.0,12,0.7439703153988868,539
mlp,43,2,GC30_P_cDNA,1644,0.3722627737226277,0.5979318734793188,0.029805352798053526,0.9367396593673966,0.5644768856447688,0.9525193798449613,1032,0.9440488301119023,983,0.0,183,0.6728268309377139,1461
mlp,43,2,GC31_P_cDNA,1059,0.08876298394711993,0.9065155807365439,0.004721435316336166,0.9423984891406988,0.8536355051935789,0.9948186528497409,965,0.9416666666666667,960,0.0,2,0.9082308420056765,1057
mlp,43,2,GC32_P_cDNA,1301,0.05841660261337433,0.9385088393543428,0.0030745580322828594,0.9323597232897771,0.8739431206764028,0.996734693877551,1225,0.9312039312039312,1221,0.0,11,0.9465116279069767,1290
mlp,43,2,GC36_P_cDNA,1711,0.06078316773816481,0.9345412039742841,0.004675628287551139,0.9362945645821157,0.8755113968439509,0.9950217797137524,1607,0.9368355222013759,1599,0.037037037037037035,27,0.9489311163895487,1684
mlp,43,2,HCC-1,1885,0.6164456233421751,0.33793103448275863,0.04562334217506631,0.926790450928382,0.3103448275862069,0.8810511756569848,723,0.9183673469387755,637,0.006603773584905661,1060,0.7636363636363637,825
mlp,43,2,HCC-2-1_1,2190,0.6105022831050229,0.34383561643835614,0.045662100456621,0.9273972602739726,0.31689497716894977,0.8827667057444314,853,0.9216467463479415,753,0.0016863406408094434,593,0.47088290544771444,1597
mlp,43,2,HCC-2-2,2281,0.6277948268303376,0.33625602805786936,0.03594914511179308,0.927224901359053,0.29943007452871545,0.9034157832744405,849,0.8904823989569752,767,0.0050933786078098476,589,0.4515366430260047,1692
mlp,43,2,HCC-22,2305,0.30021691973969633,0.6785249457700651,0.02125813449023861,0.9392624728850325,0.6390455531453362,0.9696218226906386,1613,0.9418158567774936,1564,0.0,220,0.7501199040767386,2085
mlp,43,2,HCC-24,1825,0.40493150684931506,0.5693150684931507,0.025753424657534246,0.9342465753424658,0.5293150684931507,0.9567219152854513,1086,0.9297401347449471,1039,0.0063025210084033615,476,0.7679762787249814,1349
mlp,43,2,HCC-3-1_2,2625,0.804952380952381,0.10133333333333333,0.09371428571428571,0.8921904761904762,0.08723809523809524,0.51953125,512,0.8609022556390977,266,0.004381694255111977,2054,0.4500875656742557,571
mlp,43,2,HCC-3-2_1,2722,0.8269654665686995,0.09184423218221896,0.08119030124908155,0.9055841293166789,0.07861866274797942,0.5307855626326964,471,0.856,250,0.002881844380403458,2082,0.38125,640
mlp,43,2,PBMC-1,6154,0.4658758531036724,0.45888852778680533,0.07523561910952226,0.8771530711732207,0.41127721806954826,0.8591420748402799,3287,0.8962464589235127,2824,0.002232142857142857,448,0.49474237644584645,5706
mlp,43,2,PBMC-2,4070,0.24619164619164619,0.7226044226044226,0.031203931203931203,0.8788697788697789,0.6326781326781327,0.9586049543676662,3068,0.8755525331519891,2941,0.0,116,0.7438037430450177,3954
mlp,43,2,PBMC-3,4904,0.8225938009787929,0.08278955954323002,0.09461663947797716,0.8902936378466558,0.06769983686786298,0.4666666666666667,870,0.8177339901477833,406,0.0035016049022468633,3427,0.26675693974272174,1477
mlp,43,2,PBMC-4,6989,0.7996852196308485,0.12347975389898412,0.0768350264701674,0.9077121190442123,0.10802689941336385,0.6164285714285714,1400,0.8748551564310545,863,0.0012326656394453005,3245,0.22943376068376067,3744
