model,seed,scope,metric,mean,eligible_patients
cascade,17,4,fixed_mass,0.18218044360399982,40
cascade,17,4,cross_among_errors,0.5570843871586636,40
cascade,17,4,repair_among_cross,0.508275162382041,40
cascade,17,4,fine_cross_given_coarse_correct,0.23607429903596572,40
cascade,17,4,fine_cross_given_coarse_wrong,0.8943989029897681,40
cascade,29,-1,correct,0.3329700638479941,40
cascade,29,-1,cross,0.49217261276661084,40
cascade,29,-1,within,0.1748573233853951,40
cascade,29,-1,oracle_correct,0.6439916884457435,40
cascade,29,-1,fixed_mass,0.3110216245977494,40
cascade,29,-1,cross_among_errors,0.7378977874898576,40
cascade,29,-1,repair_among_cross,0.6395784687640329,40
cascade,29,-1,fine_cross_given_coarse_correct,0.17085793905854704,40
cascade,29,-1,fine_cross_given_coarse_wrong,0.8502602538208214,40
cascade,29,0,correct,0.08546285856730955,40
cascade,29,0,cross,0.9006197588814544,40
cascade,29,0,within,0.013917382551236129,40
cascade,29,0,oracle_correct,0.8481751793248229,40
cascade,29,0,fixed_mass,0.7627123207575133,40
cascade,29,0,cross_among_errors,0.9846097908529388,40
cascade,29,0,repair_among_cross,0.844572897967152,40
cascade,29,0,fine_cross_given_coarse_correct,0.05217504585367542,40
cascade,29,0,fine_cross_given_coarse_wrong,0.9704069403170881,40
cascade,29,1,correct,0.265434942149517,40
cascade,29,1,cross,0.4802375066678669,40
cascade,29,1,within,0.25432755118261613,40
cascade,29,1,oracle_correct,0.4584669837944504,40
cascade,29,1,fixed_mass,0.19303204164493343,40
cascade,29,1,cross_among_errors,0.5966554433925,40
cascade,29,1,repair_among_cross,0.3899991628570109,40
cascade,29,1,fine_cross_given_coarse_correct,0.11148500116719565,40
cascade,29,1,fine_cross_given_coarse_wrong,0.9854892891228989,40
cascade,29,2,correct,0.3849999088660813,40
cascade,29,2,cross,0.57598630578217,40
cascade,29,2,within,0.03901378535174868,40
cascade,29,2,oracle_correct,0.9095071516158815,40
cascade,29,2,fixed_mass,0.5245072427498,40
cascade,29,2,cross_among_errors,0.8969102004926081,40
cascade,29,2,repair_among_cross,0.8907093666969421,40
cascade,29,2,fine_cross_given_coarse_correct,0.005501430943900044,39
cascade,29,2,fine_cross_given_coarse_wrong,0.7005230349750301,40
cascade,29,3,correct,0.014725588121931935,38
cascade,29,3,cross,0.9852744118780682,38
cascade,29,3,within,0.0,38
cascade,29,3,oracle_correct,0.9864085223755732,38
cascade,29,3,fixed_mass,0.9716829342536414,38
cascade,29,3,cross_among_errors,1.0,38
cascade,29,3,repair_among_cross,0.9863274194892885,38
cascade,29,3,fine_cross_given_coarse_correct,0.3096650717703349,5
cascade,29,3,fine_cross_given_coarse_wrong,0.9919908175172301,38
cascade,29,4,correct,0.34069390793413057,40
cascade,29,4,cross,0.41981402477967966,40
cascade,29,4,within,0.23949206728618977,40
cascade,29,4,oracle_correct,0.5404600499947418,40
cascade,29,4,fixed_mass,0.19976614206061144,40
cascade,29,4,cross_among_errors,0.5953778004649671,40
cascade,29,4,repair_among_cross,0.5092839980577715,40
cascade,29,4,fine_cross_given_coarse_correct,0.2697700627618657,40
cascade,29,4,fine_cross_given_coarse_wrong,0.9025663605862532,40
cascade,43,-1,correct,0.3304800225819268,40
cascade,43,-1,cross,0.498422515558841,40
cascade,43,-1,within,0.17109746185923208,40
cascade,43,-1,oracle_correct,0.6428291662645519,40
cascade,43,-1,fixed_mass,0.312349143682625,40
cascade,43,-1,cross_among_errors,0.7446846813260934,40
cascade,43,-1,repair_among_cross,0.6362106279405636,40
cascade,43,-1,fine_cross_given_coarse_correct,0.15911528744652195,40
cascade,43,-1,fine_cross_given_coarse_wrong,0.868993896545842,40
cascade,43,0,correct,0.08284130649697674,40
cascade,43,0,cross,0.908934200352849,40
cascade,43,0,within,0.008224493150174272,40
cascade,43,0,oracle_correct,0.8374221833314266,40
cascade,43,0,fixed_mass,0.7545808768344499,40
cascade,43,0,cross_among_errors,0.9912166993243787,40
cascade,43,0,repair_among_cross,0.8314929692598657,40
cascade,43,0,fine_cross_given_coarse_correct,0.052791777547704234,40
cascade,43,0,fine_cross_given_coarse_wrong,0.9713775630766708,40
cascade,43,1,correct,0.26557291826994234,40
cascade,43,1,cross,0.47606254461357905,40
cascade,43,1,within,0.25836453711647855,40
cascade,43,1,oracle_correct,0.46043635712403325,40
cascade,43,1,fixed_mass,0.19486343885409094,40
cascade,43,1,cross_among_errors,0.589159054973779,40
cascade,43,1,repair_among_cross,0.4003621747268274,40
cascade,43,1,fine_cross_given_coarse_correct,0.11121688044582365,40
cascade,43,1,fine_cross_given_coarse_wrong,0.9759756001984176,40
cascade,43,2,correct,0.39456849784901704,40
cascade,43,2,cross,0.5640505183278663,40
cascade,43,2,within,0.04138098382311666,40
cascade,43,2,oracle_correct,0.9081097036615949,40
cascade,43,2,fixed_mass,0.5135412058125779,40
cascade,43,2,cross_among_errors,0.8745155703150965,40
cascade,43,2,repair_among_cross,0.8893074845822145,40
cascade,43,2,fine_cross_given_coarse_correct,0.004753780477813425,40
cascade,43,2,fine_cross_given_coarse_wrong,0.707571291104995,40
cascade,43,3,correct,0.018930816252784154,38
cascade,43,3,cross,0.981069183747216,38
cascade,43,3,within,0.0,38
cascade,43,3,oracle_correct,0.9951716498418061,38
cascade,43,3,fixed_mass,0.976240833589022,38
cascade,43,3,cross_among_errors,1.0,38
cascade,43,3,repair_among_cross,0.9949939395646401,38
cascade,43,3,fine_cross_given_coarse_correct,0.03189655172413793,5
cascade,43,3,fine_cross_given_coarse_wrong,0.9893436483113959,38
cascade,43,4,correct,0.3283604764851226,40
cascade,43,4,cross,0.4430655836787988,40
cascade,43,4,within,0.2285739398360785,40
cascade,43,4,oracle_correct,0.5405706124702244,40
cascade,43,4,fixed_mass,0.21221013598510177,40
cascade,43,4,cross_among_errors,0.6128038445263115,40
cascade,43,4,repair_among_cross,0.5073064181499478,40
cascade,43,4,fine_cross_given_coarse_correct,0.2711452865337215,40
cascade,43,4,fine_cross_given_coarse_wrong,0.90409751836944,40
