total,model,task,n_seeds,p8_mean,p32_mean,delta_p32_minus_p8_mean,delta_ci_low,delta_ci_high,patient_bootstrap_ci_low,patient_bootstrap_ci_high,positive_seed_fraction,mean_class_donor_coverage_p8,mean_class_donor_coverage_p32
6400,xgboost,coarse,10,0.8960370381546229,0.894928056064163,-0.0011089820904597425,-0.0038878849209732806,0.009587404392542766,-0.0022081151491268104,-8.534958438624523e-05,0.2,7.824000000000001,29.451999999999998
6400,xgboost,fine,10,0.5136208417518194,0.5130231870512897,-0.0005976547005298538,-0.009699794578440115,0.007368594166442079,-0.0016280777384695632,0.0007511442499630288,0.6,6.403300857507754,22.042944353220214
