actual_contributing_patients,fit_seconds,fold,inference_seconds,mean_class_donor_coverage,min_class_donor_coverage,model,n_classes,n_test_cells,n_train_cells,observed_class_count,patient_budget,protocol_hash,seed,status,task,total,unseen_at_training_class_count,wall_seconds
16,71.5054213181138,1,1.5335865803062916,14.842105263157896,1,xgboost,39,108867,6400,38,16,21f5dbe4f5a61997,9,success,fine,6400,1,73.18479433003813
32,8.603089354932308,1,0.2132362686097622,31.0,27,xgboost,5,108867,6400,5,32,21f5dbe4f5a61997,9,success,coarse,6400,0,8.986145989969373
32,72.00077636353672,1,1.4263649471104145,27.55263157894737,1,xgboost,39,108867,6400,38,32,21f5dbe4f5a61997,9,success,fine,6400,1,73.59767666645348
8,9.049355904571712,1,0.2341394303366542,8.0,8,xgboost,5,108867,6400,5,8,21f5dbe4f5a61997,9,success,coarse,6400,0,9.412689075805247
8,71.2961338525638,1,1.40787523239851,7.5,1,xgboost,39,108867,6400,38,8,21f5dbe4f5a61997,9,success,fine,6400,1,72.83330370206386
16,9.551641799509525,2,0.29132288228720427,15.8,15,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,0,success,coarse,6400,0,10.022164573892951
16,94.37850629817694,2,17.488239952363074,14.205128205128204,1,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,0,success,fine,6400,0,112.06047848798335
32,9.252404467202723,2,0.2940140664577484,29.8,21,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,0,success,coarse,6400,0,9.77821402065456
32,91.57246146071702,2,4.333038764074445,26.28205128205128,1,xgboost,39,148259,6400,39,32,21f5dbe4f5a61997,0,success,fine,6400,0,96.1800993680954
8,8.671029096469283,2,0.2779821278527379,8.0,8,xgboost,5,148259,6400,5,8,21f5dbe4f5a61997,0,success,coarse,6400,0,9.124002167955041
8,100.62340064253658,2,10.710234493017197,7.282051282051282,1,xgboost,39,148259,6400,39,8,21f5dbe4f5a61997,0,success,fine,6400,0,111.50810984522104
16,10.744125662371516,2,0.30982628278434277,16.0,16,xgboost,5,148259,6400,5,16,21f5dbe4f5a61997,1,success,coarse,6400,0,11.261370575986803
16,87.2686070650816,2,3.3045531641691923,14.333333333333334,2,xgboost,39,148259,6400,39,16,21f5dbe4f5a61997,1,success,fine,6400,0,90.75971149932593
32,10.86407497804612,2,0.30091504380106926,31.4,29,xgboost,5,148259,6400,5,32,21f5dbe4f5a61997,1,success,coarse,6400,0,11.35085269715637
