total,model,task,n_seeds,p8_mean,p32_mean,delta_p32_minus_p8_mean,delta_ci_low,delta_ci_high,patient_bootstrap_ci_low,patient_bootstrap_ci_high,joint_resampling_ci_low,joint_resampling_ci_high,joint_probability_positive,positive_seed_fraction,mean_class_donor_coverage_p8,mean_class_donor_coverage_p32
6400,xgboost,coarse,10,0.9753233428444199,0.9763871737701854,0.00106383092576533,-0.002890793249448434,0.006698457696930524,-0.00037945441907644704,0.0026306999950758228,-0.005409488508473404,0.008772540479782834,0.522,0.4,7.984,31.195999999999998
6400,xgboost,fine,10,0.5477122135056369,0.5449996649953317,-0.002712548510305379,-0.0069104100211047625,0.004385849134915055,-0.004224839031173463,-0.0005360401072503827,-0.009626705411993031,0.006637534941140063,0.2635,0.3,7.3266261808367075,26.649257759784074
