model,task,metric,total_training_cells,patient_budget,cells_per_patient,n_subset_seeds,mean,std,q025,q975,fraction_positive,patient_clustered_bootstrap_q025,patient_clustered_bootstrap_q975
logistic_regression,coarse,macro_f1,3200,8,400,20,0.9647965440834941,0.0062615214159671695,0.9515257977312083,0.9718031582714901,1.0,0.9597417041266866,0.9693387027189907
logistic_regression,coarse,patient_balanced_macro_f1,3200,8,400,20,0.9693691065222471,0.0053248784736118614,0.9576376234999622,0.9759032509967206,1.0,0.9636534415242569,0.9738941750950302
logistic_regression,coarse,mean_patient_macro_f1,3200,8,400,20,0.952053401393066,0.006729748849735774,0.9369647324336866,0.9588109796077771,1.0,0.9433032550945087,0.9572924901635196
logistic_regression,coarse,macro_f1,3200,16,200,20,0.9685840399682389,0.003728833498747745,0.9609912096420122,0.973673714832915,1.0,0.9641120479316834,0.9723213809663831
logistic_regression,coarse,patient_balanced_macro_f1,3200,16,200,20,0.972348114421037,0.0040182705887989575,0.9632319038198351,0.9775121907459018,1.0,0.9679733713967035,0.9756284107274279
logistic_regression,coarse,mean_patient_macro_f1,3200,16,200,20,0.9560836309498078,0.0038709104414000155,0.9484023591825818,0.9612952228478516,1.0,0.9479599014225534,0.9613579432752494
logistic_regression,coarse,macro_f1,3200,32,100,20,0.9718771847062213,0.0028371388627850503,0.9675369727681361,0.9768787889250959,1.0,0.9678610326782043,0.9749257114706295
logistic_regression,coarse,patient_balanced_macro_f1,3200,32,100,20,0.9751587441402689,0.002562784551408638,0.9707978309299132,0.9798269815494098,1.0,0.9711356302658838,0.9781598911099764
logistic_regression,coarse,mean_patient_macro_f1,3200,32,100,20,0.9590635592555461,0.002638699422031309,0.9552536534683884,0.9634972861481366,1.0,0.9516783473954827,0.9641652264107934
logistic_regression,coarse,macro_f1,6400,8,800,20,0.9619090603088134,0.007355247773578933,0.9448473990154908,0.9700892181318429,1.0,0.9548120555518973,0.9671272134143993
logistic_regression,coarse,patient_balanced_macro_f1,6400,8,800,20,0.9669191035755293,0.007269998362363489,0.9499898288991999,0.9745402404574675,1.0,0.9603477741255172,0.9718162559152255
logistic_regression,coarse,mean_patient_macro_f1,6400,8,800,20,0.9493864879462907,0.005107695866139984,0.9398258350037966,0.957184175281571,1.0,0.9388772770523897,0.9546518218566952
logistic_regression,coarse,macro_f1,6400,16,400,20,0.9683802933672048,0.0027179145290643753,0.9635937053120978,0.9731364728385983,1.0,0.9635599818083008,0.9723767424513897
logistic_regression,coarse,patient_balanced_macro_f1,6400,16,400,20,0.972529676810223,0.0028843394642448328,0.9671089450047655,0.9772276094561091,1.0,0.9676443961516631,0.9763536274516138
logistic_regression,coarse,mean_patient_macro_f1,6400,16,400,20,0.954990870129097,0.0025803637893654745,0.9507188170778328,0.9597246773469306,1.0,0.9464201133216746,0.9607642130584302
logistic_regression,coarse,macro_f1,6400,32,200,20,0.9718197465921067,0.002028531303523966,0.9690051138936618,0.9758038207164865,1.0,0.9676606421731767,0.9752622022802496
logistic_regression,coarse,patient_balanced_macro_f1,6400,32,200,20,0.975474257273253,0.001993316107824418,0.9724566046937578,0.9787236291542996,1.0,0.9711763407628075,0.9785231461080581
logistic_regression,coarse,mean_patient_macro_f1,6400,32,200,20,0.9581081789387804,0.0023017366013382014,0.955074777419105,0.9620365567491354,1.0,0.9500427143993742,0.9632733308610649
logistic_regression,coarse,macro_f1,12800,8,1600,20,0.9606033917261374,0.007491808086194917,0.9443786741408707,0.9692839804978005,1.0,0.9535953448305255,0.9663040694257637
logistic_regression,coarse,patient_balanced_macro_f1,12800,8,1600,20,0.9654232216933476,0.0077701031093648405,0.9480035296229952,0.9736079582020228,1.0,0.9581924996072584,0.9705904090714504
logistic_regression,coarse,mean_patient_macro_f1,12800,8,1600,20,0.947993196140582,0.0059186671937412096,0.9353201463940437,0.954750468364301,1.0,0.9356151529789335,0.9529248615338505
logistic_regression,coarse,macro_f1,12800,16,800,20,0.9695000604475735,0.004558196266069198,0.9595392442596999,0.9751737896708522,1.0,0.9641208300518062,0.973644861323284
logistic_regression,coarse,patient_balanced_macro_f1,12800,16,800,20,0.9730735372884862,0.0052938789668143,0.9606025623699641,0.9783551860653125,1.0,0.9677895204746659,0.9767111111305726
logistic_regression,coarse,mean_patient_macro_f1,12800,16,800,20,0.9564273716556636,0.0036725891797548503,0.9491971665648145,0.961847881508073,1.0,0.9469878313844664,0.9615758282483354
logistic_regression,coarse,macro_f1,12800,32,400,20,0.974232931159569,0.0017344703670658646,0.9713661224473079,0.9768288115777498,1.0,0.9700635025822453,0.9775843416564408
logistic_regression,coarse,patient_balanced_macro_f1,12800,32,400,20,0.9778911172825184,0.001517877200949741,0.9753196493639253,0.9806870198619582,1.0,0.9739557387662297,0.9808276268920855
logistic_regression,coarse,mean_patient_macro_f1,12800,32,400,20,0.9608288534937668,0.001769682744626132,0.9575829197092058,0.9635961022730537,1.0,0.953543777233993,0.9658456605412835
logistic_regression,fine,macro_f1,3200,8,400,20,0.5625758838232181,0.01072925309808527,0.5457328080532338,0.5790872639357841,1.0,0.5575458987380407,0.5703946199575669
logistic_regression,fine,patient_balanced_macro_f1,3200,8,400,20,0.5661875510299688,0.010832678381134261,0.5506518331135872,0.5831675475439401,1.0,0.561985136917284,0.572952728360766
logistic_regression,fine,mean_patient_macro_f1,3200,8,400,20,0.49993292176135873,0.005973676633142573,0.4884026576825634,0.5077235891745411,1.0,0.49922274000976474,0.5113210809259847
logistic_regression,fine,macro_f1,3200,16,200,20,0.5707517374338125,0.009363489939801288,0.5576512326992792,0.5885852044099676,1.0,0.566007197122859,0.5779722185100233
logistic_regression,fine,patient_balanced_macro_f1,3200,16,200,20,0.5742966210665928,0.009988945171775598,0.5596486458987021,0.5942542252837945,1.0,0.5703309484871331,0.5805287686278461
logistic_regression,fine,mean_patient_macro_f1,3200,16,200,20,0.5059731902536833,0.00477771442442318,0.4998698345096287,0.5156706058075465,1.0,0.5049977244239647,0.517074276841154
logistic_regression,fine,macro_f1,3200,32,100,20,0.5755115713928399,0.006620050609945733,0.5644738256254601,0.5864846898883774,1.0,0.5698210737235553,0.582944998939297
logistic_regression,fine,patient_balanced_macro_f1,3200,32,100,20,0.5790737475355423,0.007299650112814003,0.5668540999832847,0.5925218221279083,1.0,0.574410226239877,0.5852137358839161
logistic_regression,fine,mean_patient_macro_f1,3200,32,100,20,0.5107340813273613,0.0031062814889225676,0.5066916580179612,0.516913504016327,1.0,0.509297283879072,0.5210862645572845
logistic_regression,fine,macro_f1,6400,8,800,20,0.5842112323951205,0.009657702708303,0.5649041553045936,0.5978721354627877,1.0,0.5776934266219867,0.590971792781026
logistic_regression,fine,patient_balanced_macro_f1,6400,8,800,20,0.5878759829056691,0.01027386950663349,0.568205666917042,0.6015423929787651,1.0,0.5822167748549828,0.5935191150267699
