model,task,design,mean,min,max
logistic_regression,coarse,matched_cell_doubling,0.0016850821493430256,-0.0028874837746809155,0.01237487240548144
logistic_regression,coarse,matched_patient_doubling,0.007296186309121351,0.003235706623867657,0.01762663869715373
logistic_regression,fine,matched_cell_doubling,0.02294516843890725,0.015647052373660188,0.0456746067056776
logistic_regression,fine,matched_patient_doubling,0.03013384623946762,0.020489341403248207,0.05583458408630326
