total,model,task,n_seeds,p8_mean,p32_mean,delta_p32_minus_p8_mean,delta_ci_low,delta_ci_high,patient_bootstrap_ci_low,patient_bootstrap_ci_high,joint_resampling_ci_low,joint_resampling_ci_high,joint_probability_positive,positive_seed_fraction,mean_class_donor_coverage_p8,mean_class_donor_coverage_p32
6400,xgboost,coarse,10,0.2702932445901821,0.27859777988910794,0.008304535298925858,-0.006332257843933516,0.01846332292948854,0.0003836600996364889,0.017535481301139615,-0.013037135011230805,0.026464708369887006,0.8165,0.9,7.883999999999999,30.528
6400,xgboost,fine,10,0.06545711999596714,0.05964757118027943,-0.0058095488156877225,-0.010129642885274995,-0.0016783566963220157,-0.009022421024215478,-0.0028188419511077194,-0.014304246478981866,0.0026746631186140325,0.1095,0.0,7.201709401709401,27.281509971509973
