dataset,total,from_patient_budget,to_patient_budget,model,task,n_seeds,delta_mean,seed_ci_low,seed_ci_high,joint_ci_low,joint_ci_high,joint_probability_positive
combat_rna,3200,32,64,logistic_regression,coarse,10,0.00011553470692916567,-0.001529302208731323,0.0018619760804462959,-0.0020497711436809536,0.002517229789414495,0.5355
combat_rna,3200,32,64,logistic_regression,fine,10,-0.0004925503581985624,-0.004182252319201598,0.0009889176855161915,-0.005957652635880191,0.0026480854143330957,0.498
combat_rna,6400,32,64,logistic_regression,coarse,10,0.00017881809636219881,-0.000675284327096265,0.0008607335238847408,-0.0014139474731895251,0.0016333435345971003,0.6175
combat_rna,6400,32,64,logistic_regression,fine,10,-0.0006477237464410423,-0.00442435784776018,0.0021703876946080145,-0.005953097185077217,0.0040209142498037285,0.45
