model,fold,task,stage,seed,patient_count,cell_count,configuration_count,selected,selection_seconds,refit_seconds,hardware,artifact_source
flat_contrast,2,joint,refit,29,32,275553,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.15577542695951416, ""epochs"": 37, ""history"": [0.06897306788658433, 0.10984206379389233, 0.11576387986019, 0.13095954143233668, 0.11600044876630992, 0.12717593480905273, 0.1261826876300064, 0.1308499718046832, 0.12656934488310453, 0.13049334551912534, 0.1364697569048775, 0.13858269113173496, 0.13088816100945644, 0.13882807489816706, 0.14157685018649463, 0.13511283826531018, 0.13038713534757562, 0.13487086996226696, 0.13890090223116677, 0.14065560991114529, 0.14276385258464933, 0.14284691108532063, 0.1469236192044643, 0.14203616429797583, 0.14288550335192982, 0.12977365384860218, 0.13612485680851424, 0.1435044084627663, 0.14807744210030846, 0.1491858649788302, 0.14571869687112216, 0.15485842353050322, 0.14651986669650702, 0.14538350148914012, 0.1543848961418627, 0.1405608261769133, 0.15577542695951416, 0.14221892582859835, 0.15439628235141606, 0.1504463362371412, 0.14346570458330918, 0.1502983966355725, 0.15208996736624336, 0.1538972406404292, 0.14480577767246086]}",,1110.4846720695496,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f2/joint_s29.npz
flat_contrast,2,joint,test,29,8,86239,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.15577542695951416, ""epochs"": 37, ""history"": [0.06897306788658433, 0.10984206379389233, 0.11576387986019, 0.13095954143233668, 0.11600044876630992, 0.12717593480905273, 0.1261826876300064, 0.1308499718046832, 0.12656934488310453, 0.13049334551912534, 0.1364697569048775, 0.13858269113173496, 0.13088816100945644, 0.13882807489816706, 0.14157685018649463, 0.13511283826531018, 0.13038713534757562, 0.13487086996226696, 0.13890090223116677, 0.14065560991114529, 0.14276385258464933, 0.14284691108532063, 0.1469236192044643, 0.14203616429797583, 0.14288550335192982, 0.12977365384860218, 0.13612485680851424, 0.1435044084627663, 0.14807744210030846, 0.1491858649788302, 0.14571869687112216, 0.15485842353050322, 0.14651986669650702, 0.14538350148914012, 0.1543848961418627, 0.1405608261769133, 0.15577542695951416, 0.14221892582859835, 0.15439628235141606, 0.1504463362371412, 0.14346570458330918, 0.1502983966355725, 0.15208996736624336, 0.1538972406404292, 0.14480577767246086]}",,1110.4846720695496,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f2/joint_s29.npz
flat_contrast,2,joint,refit,43,32,275553,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.15577542695951416, ""epochs"": 37, ""history"": [0.06897306788658433, 0.10984206379389233, 0.11576387986019, 0.13095954143233668, 0.11600044876630992, 0.12717593480905273, 0.1261826876300064, 0.1308499718046832, 0.12656934488310453, 0.13049334551912534, 0.1364697569048775, 0.13858269113173496, 0.13088816100945644, 0.13882807489816706, 0.14157685018649463, 0.13511283826531018, 0.13038713534757562, 0.13487086996226696, 0.13890090223116677, 0.14065560991114529, 0.14276385258464933, 0.14284691108532063, 0.1469236192044643, 0.14203616429797583, 0.14288550335192982, 0.12977365384860218, 0.13612485680851424, 0.1435044084627663, 0.14807744210030846, 0.1491858649788302, 0.14571869687112216, 0.15485842353050322, 0.14651986669650702, 0.14538350148914012, 0.1543848961418627, 0.1405608261769133, 0.15577542695951416, 0.14221892582859835, 0.15439628235141606, 0.1504463362371412, 0.14346570458330918, 0.1502983966355725, 0.15208996736624336, 0.1538972406404292, 0.14480577767246086]}",,2194.193729877472,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f2/joint_s43.npz
flat_contrast,2,joint,test,43,8,86239,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.15577542695951416, ""epochs"": 37, ""history"": [0.06897306788658433, 0.10984206379389233, 0.11576387986019, 0.13095954143233668, 0.11600044876630992, 0.12717593480905273, 0.1261826876300064, 0.1308499718046832, 0.12656934488310453, 0.13049334551912534, 0.1364697569048775, 0.13858269113173496, 0.13088816100945644, 0.13882807489816706, 0.14157685018649463, 0.13511283826531018, 0.13038713534757562, 0.13487086996226696, 0.13890090223116677, 0.14065560991114529, 0.14276385258464933, 0.14284691108532063, 0.1469236192044643, 0.14203616429797583, 0.14288550335192982, 0.12977365384860218, 0.13612485680851424, 0.1435044084627663, 0.14807744210030846, 0.1491858649788302, 0.14571869687112216, 0.15485842353050322, 0.14651986669650702, 0.14538350148914012, 0.1543848961418627, 0.1405608261769133, 0.15577542695951416, 0.14221892582859835, 0.15439628235141606, 0.1504463362371412, 0.14346570458330918, 0.1502983966355725, 0.15208996736624336, 0.1538972406404292, 0.14480577767246086]}",,2194.193729877472,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f2/joint_s43.npz
cascade_contrast,2,joint,inner,17,24,206704,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",5528.507127761841,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_selection.json
cascade_contrast,2,joint,validation,17,8,68849,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",5528.507127761841,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_selection.json
cascade_contrast,2,joint,refit,17,32,275553,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",,2673.800223827362,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_s17.npz
cascade_contrast,2,joint,test,17,8,86239,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",,2673.800223827362,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_s17.npz
cascade_contrast,2,joint,refit,29,32,275553,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",,2469.630870103836,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_s29.npz
cascade_contrast,2,joint,test,29,8,86239,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",,2469.630870103836,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_s29.npz
cascade_contrast,2,joint,refit,43,32,275553,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",,2286.8381085395813,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_s43.npz
cascade_contrast,2,joint,test,43,8,86239,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.16350934446988655, ""epochs"": 46, ""history"": [0.0689209331853867, 0.08576245530170773, 0.10549832640653183, 0.12832756293774392, 0.1257393281366925, 0.13630905232210624, 0.1390973585636012, 0.1388389341779353, 0.1407386210338458, 0.14542343611415015, 0.13664548717944547, 0.1416496904350385, 0.14690162581577684, 0.14912337816318122, 0.14644964393194762, 0.1482952084519319, 0.15120556701014198, 0.14231138466279467, 0.14695445214787886, 0.1459764758052808, 0.15384014107100008, 0.1483080494086013, 0.14853530174095758, 0.14274767216111706, 0.1521321062625418, 0.15114266066977938, 0.1540979470065739, 0.14748623150226306, 0.15278544878454117, 0.15196799288787477, 0.1550950100095038, 0.16157670963467338, 0.1456540753182829, 0.15301012563391622, 0.14954370340377748, 0.1455597024922165, 0.15456250905736724, 0.1516653765313404, 0.16214431502812127, 0.15785324999391367, 0.15122209459567568, 0.1614710165612991, 0.1561373583679277, 0.1508417050428491, 0.15631895540696733, 0.16350934446988655, 0.1580882944035349, 0.1559975605596529, 0.15940288193813867, 0.14883102128546136]}",,2286.8381085395813,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f2/joint_s43.npz
lr,3,fine,inner,17,24,221600,4,"{""config"": {""C"": 10}, ""score"": 0.13307364497089105}",286.46197271347046,,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/fine_selection.json
lr,3,fine,validation,17,8,71343,4,"{""config"": {""C"": 10}, ""score"": 0.13307364497089105}",286.46197271347046,,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/fine_selection.json
lr,3,fine,refit,17,32,292943,4,"{""config"": {""C"": 10}, ""score"": 0.13307364497089105}",,122.73892498016357,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/fine_s17.npz
lr,3,fine,test,17,8,68849,4,"{""config"": {""C"": 10}, ""score"": 0.13307364497089105}",,122.73892498016357,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/fine_s17.npz
lr,3,coarse,inner,17,24,221600,4,"{""config"": {""C"": 0.1}, ""score"": 0.2735898200059296}",92.72064256668091,,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/coarse_selection.json
lr,3,coarse,validation,17,8,71343,4,"{""config"": {""C"": 0.1}, ""score"": 0.2735898200059296}",92.72064256668091,,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/coarse_selection.json
lr,3,coarse,refit,17,32,292943,4,"{""config"": {""C"": 0.1}, ""score"": 0.2735898200059296}",,33.00497055053711,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/coarse_s17.npz
lr,3,coarse,test,17,8,68849,4,"{""config"": {""C"": 0.1}, ""score"": 0.2735898200059296}",,33.00497055053711,CPU,/ssd2/mayiling/apt_unified_v2/combined/lr_f3/coarse_s17.npz
xgb,3,fine,inner,17,24,221600,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",2608.964445590973,,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_selection.json
xgb,3,fine,validation,17,8,71343,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",2608.964445590973,,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_selection.json
xgb,3,fine,refit,17,32,292943,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",,326.769659280777,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_s17.npz
xgb,3,fine,test,17,8,68849,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",,326.769659280777,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_s17.npz
xgb,3,fine,refit,29,32,292943,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",,356.2887194156647,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_s29.npz
xgb,3,fine,test,29,8,68849,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",,356.2887194156647,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_s29.npz
xgb,3,fine,refit,43,32,292943,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",,366.5521128177643,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_s43.npz
xgb,3,fine,test,43,8,68849,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 300}, ""score"": 0.13629761334424859}",,366.5521128177643,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/fine_s43.npz
xgb,3,coarse,inner,17,24,221600,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",500.78178691864014,,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_selection.json
xgb,3,coarse,validation,17,8,71343,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",500.78178691864014,,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_selection.json
xgb,3,coarse,refit,17,32,292943,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",,99.93209195137024,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_s17.npz
xgb,3,coarse,test,17,8,68849,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",,99.93209195137024,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_s17.npz
xgb,3,coarse,refit,29,32,292943,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",,98.7409918308258,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_s29.npz
xgb,3,coarse,test,29,8,68849,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",,98.7409918308258,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_s29.npz
xgb,3,coarse,refit,43,32,292943,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",,98.3612711429596,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_s43.npz
xgb,3,coarse,test,43,8,68849,12,"{""config"": {""max_depth"": 6, ""learning_rate"": 0.1, ""n_estimators"": 500}, ""score"": 0.32494163930066355}",,98.3612711429596,CPU,/ssd2/mayiling/apt_unified_v2/combined/xgb_f3/coarse_s43.npz
mlp,3,joint,inner,17,24,221600,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.13661775779936694, ""epochs"": 26, ""history"": [0.07285596510414892, 0.08054363480800651, 0.10104445005674566, 0.10738927593374697, 0.11464852178859047, 0.12700946867326526, 0.12204220330498217, 0.12670188933621837, 0.12123764560968243, 0.12767856759137228, 0.12999392974996887, 0.13426177579859327, 0.13054079383153414, 0.13104417194690882, 0.13138931161317635, 0.12782561711387327, 0.12988245182999889, 0.13547027283353932, 0.1323493710177473, 0.12600826550761401, 0.13270451413001097, 0.12733901556489144, 0.13330597753216697, 0.13360405070039696, 0.1300078466637412, 0.13661775779936694, 0.1342845732036033, 0.13129158914409866, 0.13254844896205248, 0.12579446769751085, 0.12625454544296108, 0.1314969230203998, 0.13564815545177364, 0.13072503257572143]}",56.415250301361084,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f3/joint_selection.json
mlp,3,joint,validation,17,8,71343,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.13661775779936694, ""epochs"": 26, ""history"": [0.07285596510414892, 0.08054363480800651, 0.10104445005674566, 0.10738927593374697, 0.11464852178859047, 0.12700946867326526, 0.12204220330498217, 0.12670188933621837, 0.12123764560968243, 0.12767856759137228, 0.12999392974996887, 0.13426177579859327, 0.13054079383153414, 0.13104417194690882, 0.13138931161317635, 0.12782561711387327, 0.12988245182999889, 0.13547027283353932, 0.1323493710177473, 0.12600826550761401, 0.13270451413001097, 0.12733901556489144, 0.13330597753216697, 0.13360405070039696, 0.1300078466637412, 0.13661775779936694, 0.1342845732036033, 0.13129158914409866, 0.13254844896205248, 0.12579446769751085, 0.12625454544296108, 0.1314969230203998, 0.13564815545177364, 0.13072503257572143]}",56.415250301361084,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f3/joint_selection.json
mlp,3,joint,refit,17,32,292943,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.13661775779936694, ""epochs"": 26, ""history"": [0.07285596510414892, 0.08054363480800651, 0.10104445005674566, 0.10738927593374697, 0.11464852178859047, 0.12700946867326526, 0.12204220330498217, 0.12670188933621837, 0.12123764560968243, 0.12767856759137228, 0.12999392974996887, 0.13426177579859327, 0.13054079383153414, 0.13104417194690882, 0.13138931161317635, 0.12782561711387327, 0.12988245182999889, 0.13547027283353932, 0.1323493710177473, 0.12600826550761401, 0.13270451413001097, 0.12733901556489144, 0.13330597753216697, 0.13360405070039696, 0.1300078466637412, 0.13661775779936694, 0.1342845732036033, 0.13129158914409866, 0.13254844896205248, 0.12579446769751085, 0.12625454544296108, 0.1314969230203998, 0.13564815545177364, 0.13072503257572143]}",,12.721212148666382,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f3/joint_s17.npz
mlp,3,joint,test,17,8,68849,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.13661775779936694, ""epochs"": 26, ""history"": [0.07285596510414892, 0.08054363480800651, 0.10104445005674566, 0.10738927593374697, 0.11464852178859047, 0.12700946867326526, 0.12204220330498217, 0.12670188933621837, 0.12123764560968243, 0.12767856759137228, 0.12999392974996887, 0.13426177579859327, 0.13054079383153414, 0.13104417194690882, 0.13138931161317635, 0.12782561711387327, 0.12988245182999889, 0.13547027283353932, 0.1323493710177473, 0.12600826550761401, 0.13270451413001097, 0.12733901556489144, 0.13330597753216697, 0.13360405070039696, 0.1300078466637412, 0.13661775779936694, 0.1342845732036033, 0.13129158914409866, 0.13254844896205248, 0.12579446769751085, 0.12625454544296108, 0.1314969230203998, 0.13564815545177364, 0.13072503257572143]}",,12.721212148666382,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f3/joint_s17.npz
mlp,3,joint,refit,29,32,292943,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.13661775779936694, ""epochs"": 26, ""history"": [0.07285596510414892, 0.08054363480800651, 0.10104445005674566, 0.10738927593374697, 0.11464852178859047, 0.12700946867326526, 0.12204220330498217, 0.12670188933621837, 0.12123764560968243, 0.12767856759137228, 0.12999392974996887, 0.13426177579859327, 0.13054079383153414, 0.13104417194690882, 0.13138931161317635, 0.12782561711387327, 0.12988245182999889, 0.13547027283353932, 0.1323493710177473, 0.12600826550761401, 0.13270451413001097, 0.12733901556489144, 0.13330597753216697, 0.13360405070039696, 0.1300078466637412, 0.13661775779936694, 0.1342845732036033, 0.13129158914409866, 0.13254844896205248, 0.12579446769751085, 0.12625454544296108, 0.1314969230203998, 0.13564815545177364, 0.13072503257572143]}",,13.283535957336426,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f3/joint_s29.npz
mlp,3,joint,test,29,8,68849,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.13661775779936694, ""epochs"": 26, ""history"": [0.07285596510414892, 0.08054363480800651, 0.10104445005674566, 0.10738927593374697, 0.11464852178859047, 0.12700946867326526, 0.12204220330498217, 0.12670188933621837, 0.12123764560968243, 0.12767856759137228, 0.12999392974996887, 0.13426177579859327, 0.13054079383153414, 0.13104417194690882, 0.13138931161317635, 0.12782561711387327, 0.12988245182999889, 0.13547027283353932, 0.1323493710177473, 0.12600826550761401, 0.13270451413001097, 0.12733901556489144, 0.13330597753216697, 0.13360405070039696, 0.1300078466637412, 0.13661775779936694, 0.1342845732036033, 0.13129158914409866, 0.13254844896205248, 0.12579446769751085, 0.12625454544296108, 0.1314969230203998, 0.13564815545177364, 0.13072503257572143]}",,13.283535957336426,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f3/joint_s29.npz
