model,fold,task,stage,seed,patient_count,cell_count,configuration_count,selected,selection_seconds,refit_seconds,hardware,artifact_source
mlp,1,joint,refit,43,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.1380459695568136, ""epochs"": 18, ""history"": [0.06600089190133479, 0.07990215356144352, 0.09572409431187978, 0.09854574639992039, 0.10523360509862097, 0.10402407872004635, 0.10553308679600351, 0.10766770580465428, 0.10472221880066802, 0.10482925103965479, 0.10524971017420295, 0.11126194586133639, 0.11259729400292191, 0.11250068118652169, 0.1094142837431785, 0.1127919460001267, 0.11416348546545205, 0.1380459695568136, 0.11993312334476343, 0.11575347423934225, 0.11456400243969915, 0.10981902360359966, 0.11382590603083677, 0.11944319797282264, 0.1198292637382633, 0.11707172251206961]}",,9.261287689208984,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f1/joint_s43.npz
mlp,1,joint,test,43,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.1380459695568136, ""epochs"": 18, ""history"": [0.06600089190133479, 0.07990215356144352, 0.09572409431187978, 0.09854574639992039, 0.10523360509862097, 0.10402407872004635, 0.10553308679600351, 0.10766770580465428, 0.10472221880066802, 0.10482925103965479, 0.10524971017420295, 0.11126194586133639, 0.11259729400292191, 0.11250068118652169, 0.1094142837431785, 0.1127919460001267, 0.11416348546545205, 0.1380459695568136, 0.11993312334476343, 0.11575347423934225, 0.11456400243969915, 0.10981902360359966, 0.11382590603083677, 0.11944319797282264, 0.1198292637382633, 0.11707172251206961]}",,9.261287689208984,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/mlp_f1/joint_s43.npz
flat,1,joint,inner,17,24,207172,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",2284.2141370773315,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_selection.json
flat,1,joint,validation,17,8,86239,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",2284.2141370773315,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_selection.json
flat,1,joint,refit,17,32,293411,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",,416.65509128570557,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_s17.npz
flat,1,joint,test,17,8,68381,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",,416.65509128570557,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_s17.npz
flat,1,joint,refit,29,32,293411,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",,416.35411167144775,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_s29.npz
flat,1,joint,test,29,8,68381,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",,416.35411167144775,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_s29.npz
flat,1,joint,refit,43,32,293411,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",,414.37109565734863,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_s43.npz
flat,1,joint,test,43,8,68381,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.1448613601016977, ""epochs"": 14, ""history"": [0.06363136802999925, 0.08206839278840154, 0.09113633315547774, 0.10057302458963491, 0.12975630470791705, 0.11746157366015912, 0.1318741110512032, 0.12105323216152211, 0.12534040030313637, 0.1170224146008919, 0.1283631337054011, 0.12480227682669184, 0.12098509093483344, 0.1448613601016977, 0.12333231416464871, 0.13538207676333075, 0.11712941959303243, 0.11947518766850915, 0.12951764439012328, 0.1348741384838324, 0.1318106530497829, 0.12659750140025494]}",,414.37109565734863,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_f1/joint_s43.npz
hce,1,joint,inner,17,24,207172,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",2419.244374036789,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_selection.json
hce,1,joint,validation,17,8,86239,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",2419.244374036789,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_selection.json
hce,1,joint,refit,17,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",,641.8417196273804,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_s17.npz
hce,1,joint,test,17,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",,641.8417196273804,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_s17.npz
hce,1,joint,refit,29,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",,638.9817712306976,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_s29.npz
hce,1,joint,test,29,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",,638.9817712306976,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_s29.npz
hce,1,joint,refit,43,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",,640.8257668018341,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_s43.npz
hce,1,joint,test,43,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.16397649861985705, ""epochs"": 21, ""history"": [0.06231197239679206, 0.08327157552559757, 0.09024088861934361, 0.09545132673923994, 0.10665116497869725, 0.11308045214862877, 0.11153181609320685, 0.10772940947943838, 0.12120116973731998, 0.11150059819822937, 0.12124187466740358, 0.1186107645178451, 0.12589905410714866, 0.12140411630907241, 0.11535008615699349, 0.12866633343119296, 0.1175932494645344, 0.11760006389383373, 0.12459831102433519, 0.12452458123811103, 0.16397649861985705, 0.12230048705965671, 0.12766132007528083, 0.13681533760431497, 0.11991166280080903, 0.1252893998144968, 0.11969238215183185, 0.11972687171572263, 0.11513790609716382]}",,640.8257668018341,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/hce_f1/joint_s43.npz
cascade,1,joint,inner,17,24,207172,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",2037.4771473407745,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_selection.json
cascade,1,joint,validation,17,8,86239,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",2037.4771473407745,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_selection.json
cascade,1,joint,refit,17,32,293411,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",,400.7211699485779,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_s17.npz
cascade,1,joint,test,17,8,68381,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",,400.7211699485779,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_s17.npz
cascade,1,joint,refit,29,32,293411,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",,389.88394570350647,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_s29.npz
cascade,1,joint,test,29,8,68381,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",,389.88394570350647,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_s29.npz
cascade,1,joint,refit,43,32,293411,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",,397.3409388065338,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_s43.npz
cascade,1,joint,test,43,8,68381,4,"{""config"": {""lr"": 0.0003, ""decay"": 0.001}, ""score"": 0.13584816179248418, ""epochs"": 11, ""history"": [0.07051718672160628, 0.08084602139150053, 0.09978726538521229, 0.10668691488979727, 0.12303181892344249, 0.12411969472251015, 0.13197858959959374, 0.12406740877134051, 0.11367180339607745, 0.11266987390755512, 0.13584816179248418, 0.12512454555041985, 0.12289167833144779, 0.12287998973123017, 0.12353729733407606, 0.13136600448820454, 0.12115107951044549, 0.12464880772487673, 0.13277839410867387]}",,397.3409388065338,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_f1/joint_s43.npz
flat_contrast,1,joint,inner,17,24,207172,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",2199.6307899951935,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_selection.json
flat_contrast,1,joint,validation,17,8,86239,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",2199.6307899951935,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_selection.json
flat_contrast,1,joint,refit,17,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",,359.6515007019043,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_s17.npz
flat_contrast,1,joint,test,17,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",,359.6515007019043,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_s17.npz
flat_contrast,1,joint,refit,29,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",,360.25495648384094,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_s29.npz
flat_contrast,1,joint,test,29,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",,360.25495648384094,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_s29.npz
flat_contrast,1,joint,refit,43,32,293411,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",,358.5117223262787,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_s43.npz
flat_contrast,1,joint,test,43,8,68381,4,"{""config"": {""lr"": 0.001, ""decay"": 1e-05}, ""score"": 0.1448077641377124, ""epochs"": 11, ""history"": [0.07339318658479667, 0.08283436117977437, 0.10577168661183772, 0.10333261282702094, 0.11075341931397178, 0.11742481513795161, 0.13821159812452893, 0.11918767959460329, 0.11300505189999903, 0.12228576379759266, 0.1448077641377124, 0.14200187621646712, 0.12544626760421246, 0.14381120314455878, 0.11668745296661465, 0.13988740955084714, 0.11069058959436226, 0.12490095949374375, 0.131171198596768]}",,358.5117223262787,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/flat_contrast_f1/joint_s43.npz
cascade_contrast,1,joint,inner,17,24,207172,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.1355595246316015, ""epochs"": 19, ""history"": [0.06373230872124976, 0.11897900807234893, 0.10266295732096875, 0.10933610286676278, 0.110606883516412, 0.11100486333975816, 0.11187990894713663, 0.11004157501388478, 0.11196461116225252, 0.12955635061971751, 0.11410261775423323, 0.12261893394558196, 0.12322308307123934, 0.12032834079418704, 0.11756688904260104, 0.13011467124057338, 0.11765205394138188, 0.12829267864407126, 0.1355595246316015, 0.11999193275153874, 0.1269795963990417, 0.12796838314256276, 0.12576384990884124, 0.1270927222085446, 0.1234700850087652, 0.12106629872766188, 0.1236331333366283]}",3493.498902320862,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f1/joint_selection.json
cascade_contrast,1,joint,validation,17,8,86239,4,"{""config"": {""lr"": 0.001, ""decay"": 0.001}, ""score"": 0.1355595246316015, ""epochs"": 19, ""history"": [0.06373230872124976, 0.11897900807234893, 0.10266295732096875, 0.10933610286676278, 0.110606883516412, 0.11100486333975816, 0.11187990894713663, 0.11004157501388478, 0.11196461116225252, 0.12955635061971751, 0.11410261775423323, 0.12261893394558196, 0.12322308307123934, 0.12032834079418704, 0.11756688904260104, 0.13011467124057338, 0.11765205394138188, 0.12829267864407126, 0.1355595246316015, 0.11999193275153874, 0.1269795963990417, 0.12796838314256276, 0.12576384990884124, 0.1270927222085446, 0.1234700850087652, 0.12106629872766188, 0.1236331333366283]}",3493.498902320862,,NVIDIA RTX 6000 Ada Generation,/ssd2/mayiling/apt_unified_v2/combined/cascade_contrast_f1/joint_selection.json
