B,n_cells,seed,model,patient_macro_f1,patient_accuracy
20,500,45,LR,1.0,1.0
20,1000,45,LR,1.0,1.0
20,5000,45,LR,1.0,1.0
20,all,45,LR,1.0,1.0
20,100,46,LR,1.0,1.0
20,500,46,LR,1.0,1.0
20,1000,46,LR,1.0,1.0
20,5000,46,LR,1.0,1.0
20,all,46,LR,1.0,1.0
20,100,47,LR,1.0,1.0
20,500,47,LR,1.0,1.0
20,1000,47,LR,1.0,1.0
20,5000,47,LR,1.0,1.0
20,all,47,LR,1.0,1.0
20,100,48,LR,1.0,1.0
20,500,48,LR,1.0,1.0
20,1000,48,LR,1.0,1.0
20,5000,48,LR,1.0,1.0
20,all,48,LR,1.0,1.0
20,100,49,LR,1.0,1.0
20,500,49,LR,1.0,1.0
20,1000,49,LR,1.0,1.0
20,5000,49,LR,1.0,1.0
20,all,49,LR,1.0,1.0
293,100,0,LR,1.0,1.0
293,500,0,LR,1.0,1.0
293,1000,0,LR,1.0,1.0
293,5000,0,LR,1.0,1.0
293,all,0,LR,1.0,1.0
293,100,1,LR,1.0,1.0
293,500,1,LR,1.0,1.0
293,1000,1,LR,1.0,1.0
293,5000,1,LR,1.0,1.0
293,all,1,LR,1.0,1.0
293,100,2,LR,1.0,1.0
293,500,2,LR,1.0,1.0
293,1000,2,LR,1.0,1.0
293,5000,2,LR,1.0,1.0
293,all,2,LR,1.0,1.0
293,100,3,LR,1.0,1.0
293,500,3,LR,1.0,1.0
293,1000,3,LR,1.0,1.0
293,5000,3,LR,1.0,1.0
293,all,3,LR,1.0,1.0
293,100,4,LR,1.0,1.0
293,500,4,LR,1.0,1.0
293,1000,4,LR,1.0,1.0
293,5000,4,LR,1.0,1.0
293,all,4,LR,1.0,1.0
293,100,5,LR,1.0,1.0
293,500,5,LR,1.0,1.0
293,1000,5,LR,1.0,1.0
293,5000,5,LR,1.0,1.0
293,all,5,LR,1.0,1.0
293,100,6,LR,1.0,1.0
293,500,6,LR,1.0,1.0
293,1000,6,LR,1.0,1.0
293,5000,6,LR,1.0,1.0
293,all,6,LR,1.0,1.0
293,100,7,LR,1.0,1.0
293,500,7,LR,1.0,1.0
293,1000,7,LR,1.0,1.0
293,5000,7,LR,1.0,1.0
293,all,7,LR,1.0,1.0
293,100,8,LR,1.0,1.0
293,500,8,LR,1.0,1.0
293,1000,8,LR,1.0,1.0
293,5000,8,LR,1.0,1.0
293,all,8,LR,1.0,1.0
293,100,9,LR,1.0,1.0
293,500,9,LR,1.0,1.0
293,1000,9,LR,1.0,1.0
293,5000,9,LR,1.0,1.0
293,all,9,LR,1.0,1.0
293,100,10,LR,1.0,1.0
293,500,10,LR,1.0,1.0
293,1000,10,LR,1.0,1.0
293,5000,10,LR,1.0,1.0
293,all,10,LR,1.0,1.0
293,100,11,LR,1.0,1.0
293,500,11,LR,1.0,1.0
293,1000,11,LR,1.0,1.0
293,5000,11,LR,1.0,1.0
293,all,11,LR,1.0,1.0
293,100,12,LR,1.0,1.0
293,500,12,LR,1.0,1.0
293,1000,12,LR,1.0,1.0
293,5000,12,LR,1.0,1.0
293,all,12,LR,1.0,1.0
293,100,13,LR,1.0,1.0
293,500,13,LR,1.0,1.0
293,1000,13,LR,1.0,1.0
293,5000,13,LR,1.0,1.0
293,all,13,LR,1.0,1.0
293,100,14,LR,1.0,1.0
293,500,14,LR,1.0,1.0
293,1000,14,LR,1.0,1.0
293,5000,14,LR,1.0,1.0
293,all,14,LR,1.0,1.0
293,100,15,LR,1.0,1.0
293,500,15,LR,1.0,1.0
293,1000,15,LR,1.0,1.0
293,5000,15,LR,1.0,1.0
293,all,15,LR,1.0,1.0
293,100,16,LR,1.0,1.0
293,500,16,LR,1.0,1.0
293,1000,16,LR,1.0,1.0
293,5000,16,LR,1.0,1.0
293,all,16,LR,1.0,1.0
293,100,17,LR,1.0,1.0
293,500,17,LR,1.0,1.0
293,1000,17,LR,1.0,1.0
293,5000,17,LR,1.0,1.0
293,all,17,LR,1.0,1.0
293,100,18,LR,1.0,1.0
293,500,18,LR,1.0,1.0
293,1000,18,LR,1.0,1.0
293,5000,18,LR,1.0,1.0
293,all,18,LR,1.0,1.0
293,100,19,LR,1.0,1.0
293,500,19,LR,1.0,1.0
293,1000,19,LR,1.0,1.0
293,5000,19,LR,1.0,1.0
293,all,19,LR,1.0,1.0
293,100,20,LR,1.0,1.0
293,500,20,LR,1.0,1.0
293,1000,20,LR,1.0,1.0
293,5000,20,LR,1.0,1.0
293,all,20,LR,1.0,1.0
293,100,21,LR,1.0,1.0
293,500,21,LR,1.0,1.0
293,1000,21,LR,1.0,1.0
293,5000,21,LR,1.0,1.0
293,all,21,LR,1.0,1.0
293,100,22,LR,1.0,1.0
293,500,22,LR,1.0,1.0
293,1000,22,LR,1.0,1.0
293,5000,22,LR,1.0,1.0
293,all,22,LR,1.0,1.0
293,100,23,LR,1.0,1.0
293,500,23,LR,1.0,1.0
293,1000,23,LR,1.0,1.0
293,5000,23,LR,1.0,1.0
293,all,23,LR,1.0,1.0
293,100,24,LR,1.0,1.0
293,500,24,LR,1.0,1.0
293,1000,24,LR,1.0,1.0
293,5000,24,LR,1.0,1.0
293,all,24,LR,1.0,1.0
293,100,25,LR,1.0,1.0
293,500,25,LR,1.0,1.0
293,1000,25,LR,1.0,1.0
293,5000,25,LR,1.0,1.0
293,all,25,LR,1.0,1.0
293,100,26,LR,1.0,1.0
293,500,26,LR,1.0,1.0
293,1000,26,LR,1.0,1.0
293,5000,26,LR,1.0,1.0
293,all,26,LR,1.0,1.0
293,100,27,LR,1.0,1.0
293,500,27,LR,1.0,1.0
293,1000,27,LR,1.0,1.0
293,5000,27,LR,1.0,1.0
293,all,27,LR,1.0,1.0
293,100,28,LR,1.0,1.0
293,500,28,LR,1.0,1.0
293,1000,28,LR,1.0,1.0
293,5000,28,LR,1.0,1.0
293,all,28,LR,1.0,1.0
293,100,29,LR,1.0,1.0
293,500,29,LR,1.0,1.0
293,1000,29,LR,1.0,1.0
293,5000,29,LR,1.0,1.0
293,all,29,LR,1.0,1.0
293,100,30,LR,1.0,1.0
293,500,30,LR,1.0,1.0
293,1000,30,LR,1.0,1.0
293,5000,30,LR,1.0,1.0
293,all,30,LR,1.0,1.0
293,100,31,LR,1.0,1.0
293,500,31,LR,1.0,1.0
293,1000,31,LR,1.0,1.0
293,5000,31,LR,1.0,1.0
293,all,31,LR,1.0,1.0
293,100,32,LR,1.0,1.0
293,500,32,LR,1.0,1.0
293,1000,32,LR,1.0,1.0
293,5000,32,LR,1.0,1.0
293,all,32,LR,1.0,1.0
293,100,33,LR,1.0,1.0
293,500,33,LR,1.0,1.0
293,1000,33,LR,1.0,1.0
293,5000,33,LR,1.0,1.0
293,all,33,LR,1.0,1.0
293,100,34,LR,1.0,1.0
293,500,34,LR,1.0,1.0
293,1000,34,LR,1.0,1.0
293,5000,34,LR,1.0,1.0
293,all,34,LR,1.0,1.0
293,100,35,LR,1.0,1.0
293,500,35,LR,1.0,1.0
293,1000,35,LR,1.0,1.0
293,5000,35,LR,1.0,1.0
293,all,35,LR,1.0,1.0
293,100,36,LR,1.0,1.0
293,500,36,LR,1.0,1.0
293,1000,36,LR,1.0,1.0
293,5000,36,LR,1.0,1.0
293,all,36,LR,1.0,1.0
293,100,37,LR,1.0,1.0
293,500,37,LR,1.0,1.0
293,1000,37,LR,1.0,1.0
293,5000,37,LR,1.0,1.0
293,all,37,LR,1.0,1.0
293,100,38,LR,1.0,1.0
293,500,38,LR,1.0,1.0
293,1000,38,LR,1.0,1.0
293,5000,38,LR,1.0,1.0
293,all,38,LR,1.0,1.0
293,100,39,LR,1.0,1.0
293,500,39,LR,1.0,1.0
293,1000,39,LR,1.0,1.0
293,5000,39,LR,1.0,1.0
293,all,39,LR,1.0,1.0
293,100,40,LR,1.0,1.0
293,500,40,LR,1.0,1.0
293,1000,40,LR,1.0,1.0
293,5000,40,LR,1.0,1.0
293,all,40,LR,1.0,1.0
293,100,41,LR,1.0,1.0
293,500,41,LR,1.0,1.0
293,1000,41,LR,1.0,1.0
293,5000,41,LR,1.0,1.0
293,all,41,LR,1.0,1.0
293,100,42,LR,1.0,1.0
293,500,42,LR,1.0,1.0
293,1000,42,LR,1.0,1.0
293,5000,42,LR,1.0,1.0
293,all,42,LR,1.0,1.0
293,100,43,LR,1.0,1.0
293,500,43,LR,1.0,1.0
293,1000,43,LR,1.0,1.0
293,5000,43,LR,1.0,1.0
293,all,43,LR,1.0,1.0
293,100,44,LR,1.0,1.0
293,500,44,LR,1.0,1.0
293,1000,44,LR,1.0,1.0
293,5000,44,LR,1.0,1.0
293,all,44,LR,1.0,1.0
293,100,45,LR,1.0,1.0
293,500,45,LR,1.0,1.0
293,1000,45,LR,1.0,1.0
293,5000,45,LR,1.0,1.0
293,all,45,LR,1.0,1.0
293,100,46,LR,1.0,1.0
293,500,46,LR,1.0,1.0
293,1000,46,LR,1.0,1.0
293,5000,46,LR,1.0,1.0
293,all,46,LR,1.0,1.0
293,100,47,LR,1.0,1.0
293,500,47,LR,1.0,1.0
293,1000,47,LR,1.0,1.0
293,5000,47,LR,1.0,1.0
293,all,47,LR,1.0,1.0
293,100,48,LR,1.0,1.0
293,500,48,LR,1.0,1.0
293,1000,48,LR,1.0,1.0
293,5000,48,LR,1.0,1.0
293,all,48,LR,1.0,1.0
293,100,49,LR,1.0,1.0
293,500,49,LR,1.0,1.0
293,1000,49,LR,1.0,1.0
293,5000,49,LR,1.0,1.0
293,all,49,LR,1.0,1.0
