B,repeat,model,patient_macro_f1,patient_accuracy,aptamers
10,62,LR,0.8272435897435897,0.825,APT-30;APT-34;APT-52;APT-58;APT-65;APT-85;APT-88;APT-164;APT-266;APT-267
10,63,LR,0.9004773004773005,0.9,APT-67;APT-78;APT-102;APT-153;APT-188;APT-233;APT-241;APT-243;APT-244;APT-256
10,64,LR,0.9241647241647243,0.925,APT-09;APT-15;APT-61;APT-74;APT-105;APT-108;APT-145;APT-239;APT-246;APT-278
10,65,LR,0.8205128205128206,0.825,APT-73;APT-98;APT-103;APT-136;APT-164;APT-182;APT-240;APT-261;APT-267;APT-287
10,66,LR,0.8763014763014764,0.875,APT-05;APT-31;APT-44;APT-109;APT-151;APT-169;APT-177;APT-257;APT-282;APT-283
10,67,LR,0.894993894993895,0.9,APT-16;APT-43;APT-54;APT-55;APT-71;APT-114;APT-157;APT-172;APT-199;APT-242
10,68,LR,0.902064602064602,0.9,APT-06;APT-09;APT-10;APT-36;APT-57;APT-130;APT-175;APT-193;APT-215;APT-227
10,69,LR,0.80503663003663,0.825,APT-52;APT-55;APT-64;APT-74;APT-149;APT-198;APT-233;APT-238;APT-263;APT-283
10,70,LR,0.93003663003663,0.925,APT-03;APT-39;APT-71;APT-81;APT-106;APT-160;APT-195;APT-208;APT-271;APT-276
10,71,LR,0.798639677316148,0.8,APT-02;APT-20;APT-43;APT-128;APT-133;APT-146;APT-191;APT-201;APT-211;APT-239
10,72,LR,0.8234432234432235,0.825,APT-29;APT-42;APT-51;APT-60;APT-98;APT-122;APT-148;APT-149;APT-235;APT-240
10,73,LR,0.8965811965811966,0.9,APT-16;APT-81;APT-83;APT-115;APT-134;APT-184;APT-191;APT-248;APT-289;APT-291
10,74,LR,0.9004773004773005,0.9,APT-37;APT-70;APT-108;APT-112;APT-142;APT-180;APT-195;APT-204;APT-211;APT-271
10,75,LR,0.93003663003663,0.925,APT-03;APT-18;APT-113;APT-120;APT-150;APT-166;APT-241;APT-246;APT-268;APT-285
10,76,LR,0.9241647241647243,0.925,APT-20;APT-53;APT-64;APT-68;APT-199;APT-206;APT-243;APT-244;APT-256;APT-289
10,77,LR,0.9480963480963481,0.95,APT-48;APT-58;APT-63;APT-82;APT-84;APT-102;APT-105;APT-145;APT-149;APT-167
10,78,LR,0.9029304029304029,0.9,APT-07;APT-09;APT-10;APT-27;APT-58;APT-155;APT-168;APT-190;APT-207;APT-218
10,79,LR,0.9189255189255189,0.925,APT-20;APT-57;APT-65;APT-96;APT-142;APT-225;APT-227;APT-237;APT-279;APT-293
10,80,LR,0.9284493284493284,0.925,APT-77;APT-126;APT-159;APT-162;APT-169;APT-171;APT-220;APT-273;APT-280;APT-287
10,81,LR,0.9244089244089243,0.925,APT-01;APT-38;APT-46;APT-63;APT-135;APT-150;APT-157;APT-187;APT-222;APT-272
10,82,LR,0.7975615887380593,0.8,APT-73;APT-81;APT-122;APT-132;APT-163;APT-203;APT-215;APT-256;APT-263;APT-275
10,83,LR,0.9005994005994006,0.9,APT-16;APT-61;APT-98;APT-102;APT-117;APT-152;APT-156;APT-197;APT-230;APT-264
10,84,LR,0.9523809523809524,0.95,APT-77;APT-111;APT-112;APT-116;APT-177;APT-198;APT-221;APT-225;APT-227;APT-255
10,85,LR,0.6772893772893772,0.675,APT-14;APT-32;APT-98;APT-131;APT-141;APT-150;APT-151;APT-200;APT-250;APT-257
10,86,LR,0.841025641025641,0.85,APT-14;APT-26;APT-44;APT-95;APT-101;APT-214;APT-224;APT-226;APT-257;APT-275
10,87,LR,0.9284493284493284,0.925,APT-02;APT-03;APT-22;APT-28;APT-40;APT-85;APT-149;APT-179;APT-184;APT-258
10,88,LR,0.8546398046398047,0.85,APT-58;APT-65;APT-67;APT-89;APT-111;APT-113;APT-157;APT-241;APT-247;APT-273
10,89,LR,0.788959188959189,0.8,APT-44;APT-52;APT-55;APT-84;APT-123;APT-181;APT-204;APT-237;APT-251;APT-266
10,90,LR,0.8173382173382174,0.825,APT-84;APT-118;APT-136;APT-163;APT-173;APT-184;APT-209;APT-216;APT-224;APT-247
10,91,LR,0.8157509157509159,0.825,APT-38;APT-50;APT-99;APT-133;APT-142;APT-147;APT-208;APT-226;APT-240;APT-246
10,92,LR,0.9246031746031745,0.925,APT-24;APT-44;APT-49;APT-52;APT-66;APT-140;APT-143;APT-224;APT-261;APT-278
10,93,LR,0.8731990231990232,0.875,APT-39;APT-102;APT-104;APT-135;APT-169;APT-206;APT-216;APT-218;APT-241;APT-257
10,94,LR,0.7595884507649213,0.775,APT-21;APT-65;APT-81;APT-95;APT-152;APT-170;APT-178;APT-188;APT-215;APT-263
10,95,LR,0.9463869463869464,0.95,APT-44;APT-84;APT-87;APT-90;APT-138;APT-160;APT-198;APT-218;APT-236;APT-288
10,96,LR,0.9005994005994006,0.9,APT-43;APT-85;APT-131;APT-174;APT-178;APT-205;APT-234;APT-235;APT-248;APT-293
10,97,LR,0.9505494505494506,0.95,APT-43;APT-50;APT-58;APT-69;APT-84;APT-91;APT-101;APT-111;APT-135;APT-209
10,98,LR,0.9004524886877828,0.9,APT-13;APT-24;APT-85;APT-88;APT-98;APT-107;APT-127;APT-140;APT-249;APT-262
10,99,LR,0.9022588522588523,0.9,APT-28;APT-98;APT-104;APT-106;APT-113;APT-181;APT-197;APT-216;APT-226;APT-262
10,0,XGBoost,0.9022588522588523,0.9,APT-05;APT-70;APT-100;APT-141;APT-147;APT-186;APT-199;APT-213;APT-241;APT-279
10,1,XGBoost,0.7452967354283144,0.775,APT-16;APT-45;APT-117;APT-120;APT-184;APT-216;APT-222;APT-235;APT-270;APT-284
10,2,XGBoost,0.942857142857143,0.95,APT-08;APT-13;APT-62;APT-105;APT-134;APT-214;APT-251;APT-252;APT-257;APT-291
10,3,XGBoost,0.9720279720279721,0.975,APT-43;APT-79;APT-93;APT-97;APT-109;APT-121;APT-131;APT-136;APT-237;APT-249
10,4,XGBoost,0.9720279720279721,0.975,APT-81;APT-109;APT-120;APT-147;APT-158;APT-159;APT-214;APT-245;APT-246;APT-290
10,5,XGBoost,0.8661477411477412,0.875,APT-07;APT-09;APT-22;APT-119;APT-143;APT-152;APT-217;APT-235;APT-271;APT-292
10,6,XGBoost,0.8345238095238096,0.85,APT-04;APT-09;APT-20;APT-28;APT-93;APT-133;APT-160;APT-164;APT-183;APT-205
10,7,XGBoost,0.9480963480963481,0.95,APT-23;APT-80;APT-139;APT-143;APT-176;APT-219;APT-252;APT-253;APT-266;APT-278
10,8,XGBoost,0.9249084249084248,0.925,APT-40;APT-75;APT-83;APT-98;APT-173;APT-197;APT-198;APT-240;APT-247;APT-272
10,9,XGBoost,0.8646367521367523,0.875,APT-32;APT-38;APT-50;APT-55;APT-82;APT-93;APT-99;APT-103;APT-128;APT-283
10,10,XGBoost,0.9720279720279721,0.975,APT-13;APT-29;APT-38;APT-54;APT-85;APT-124;APT-145;APT-205;APT-239;APT-292
10,11,XGBoost,0.8528582528582529,0.85,APT-22;APT-30;APT-37;APT-40;APT-67;APT-70;APT-73;APT-108;APT-129;APT-169
10,12,XGBoost,0.9255536130536131,0.925,APT-02;APT-36;APT-85;APT-178;APT-197;APT-212;APT-215;APT-229;APT-246;APT-286
10,13,XGBoost,0.7738741650506357,0.775,APT-14;APT-17;APT-34;APT-60;APT-84;APT-87;APT-132;APT-163;APT-174;APT-181
10,14,XGBoost,0.9482184482184483,0.95,APT-76;APT-92;APT-105;APT-121;APT-177;APT-208;APT-243;APT-283;APT-287;APT-289
10,15,XGBoost,0.9521367521367522,0.95,APT-21;APT-34;APT-36;APT-76;APT-125;APT-145;APT-177;APT-181;APT-223;APT-238
10,16,XGBoost,0.9284493284493284,0.925,APT-17;APT-48;APT-88;APT-112;APT-117;APT-193;APT-231;APT-244;APT-252;APT-255
10,17,XGBoost,0.9504273504273505,0.95,APT-06;APT-54;APT-59;APT-60;APT-97;APT-103;APT-198;APT-209;APT-226;APT-270
10,18,XGBoost,0.9019383394383395,0.9,APT-40;APT-58;APT-98;APT-105;APT-107;APT-147;APT-201;APT-202;APT-216;APT-262
10,19,XGBoost,0.9290945165945166,0.925,APT-03;APT-50;APT-74;APT-77;APT-175;APT-182;APT-183;APT-185;APT-276;APT-277
10,20,XGBoost,0.8959361716714658,0.9,APT-29;APT-95;APT-123;APT-156;APT-184;APT-208;APT-209;APT-233;APT-250;APT-289
10,21,XGBoost,0.9004773004773005,0.9,APT-10;APT-49;APT-59;APT-88;APT-142;APT-145;APT-154;APT-162;APT-224;APT-286
10,22,XGBoost,0.8371073371073371,0.825,APT-11;APT-20;APT-22;APT-104;APT-155;APT-158;APT-190;APT-213;APT-218;APT-290
10,23,XGBoost,0.9482184482184483,0.95,APT-09;APT-18;APT-67;APT-110;APT-116;APT-144;APT-158;APT-231;APT-289;APT-293
10,24,XGBoost,0.9505494505494506,0.95,APT-41;APT-55;APT-103;APT-104;APT-140;APT-155;APT-233;APT-236;APT-267;APT-279
10,25,XGBoost,1.0,1.0,APT-06;APT-29;APT-58;APT-86;APT-104;APT-188;APT-203;APT-210;APT-227;APT-273
10,26,XGBoost,0.8759962259962261,0.875,APT-35;APT-56;APT-67;APT-172;APT-182;APT-191;APT-207;APT-210;APT-253;APT-290
10,27,XGBoost,0.9535256410256411,0.95,APT-14;APT-31;APT-85;APT-126;APT-222;APT-246;APT-254;APT-255;APT-258;APT-261
10,28,XGBoost,0.9244089244089243,0.925,APT-27;APT-43;APT-111;APT-116;APT-124;APT-152;APT-178;APT-194;APT-204;APT-268
10,29,XGBoost,0.9523809523809524,0.95,APT-88;APT-90;APT-114;APT-126;APT-157;APT-192;APT-239;APT-261;APT-262;APT-267
10,30,XGBoost,0.9111111111111111,0.925,APT-23;APT-94;APT-134;APT-137;APT-147;APT-152;APT-163;APT-184;APT-214;APT-239
10,31,XGBoost,0.926239201974496,0.925,APT-36;APT-70;APT-76;APT-77;APT-78;APT-87;APT-114;APT-128;APT-207;APT-228
10,32,XGBoost,1.0,1.0,APT-49;APT-52;APT-68;APT-86;APT-108;APT-126;APT-151;APT-181;APT-245;APT-281
10,33,XGBoost,0.9480963480963481,0.95,APT-26;APT-28;APT-81;APT-86;APT-91;APT-157;APT-204;APT-208;APT-217;APT-287
10,34,XGBoost,0.9505494505494506,0.95,APT-05;APT-34;APT-101;APT-108;APT-128;APT-153;APT-174;APT-178;APT-218;APT-231
10,35,XGBoost,0.8634920634920635,0.875,APT-38;APT-39;APT-60;APT-83;APT-114;APT-135;APT-154;APT-155;APT-190;APT-193
10,36,XGBoost,0.9743589743589745,0.975,APT-03;APT-58;APT-77;APT-81;APT-132;APT-135;APT-147;APT-148;APT-184;APT-233
10,37,XGBoost,0.889957264957265,0.9,APT-25;APT-65;APT-66;APT-107;APT-153;APT-199;APT-257;APT-269;APT-272;APT-285
10,38,XGBoost,0.9284493284493284,0.925,APT-03;APT-30;APT-70;APT-76;APT-92;APT-171;APT-210;APT-277;APT-279;APT-290
10,39,XGBoost,0.8994852369852371,0.9,APT-36;APT-67;APT-82;APT-101;APT-188;APT-241;APT-249;APT-253;APT-260;APT-289
10,40,XGBoost,0.822687851364322,0.825,APT-71;APT-107;APT-126;APT-138;APT-183;APT-213;APT-226;APT-227;APT-232;APT-292
10,41,XGBoost,0.9278846153846154,0.925,APT-09;APT-13;APT-36;APT-39;APT-95;APT-228;APT-230;APT-241;APT-248;APT-277
10,42,XGBoost,1.0,1.0,APT-28;APT-29;APT-41;APT-72;APT-94;APT-98;APT-148;APT-154;APT-173;APT-259
10,43,XGBoost,0.9720279720279721,0.975,APT-24;APT-88;APT-89;APT-101;APT-147;APT-158;APT-166;APT-190;APT-206;APT-273
10,44,XGBoost,1.0,1.0,APT-13;APT-62;APT-80;APT-87;APT-114;APT-157;APT-175;APT-201;APT-207;APT-277
10,45,XGBoost,0.889957264957265,0.9,APT-01;APT-95;APT-100;APT-115;APT-178;APT-179;APT-194;APT-198;APT-224;APT-236
10,46,XGBoost,0.9267399267399267,0.925,APT-36;APT-86;APT-160;APT-165;APT-174;APT-179;APT-189;APT-258;APT-259;APT-264
10,47,XGBoost,0.9743589743589745,0.975,APT-79;APT-102;APT-133;APT-138;APT-159;APT-183;APT-207;APT-248;APT-257;APT-258
10,48,XGBoost,0.9004773004773005,0.9,APT-73;APT-82;APT-104;APT-110;APT-151;APT-181;APT-194;APT-218;APT-219;APT-288
10,49,XGBoost,0.9521367521367522,0.95,APT-23;APT-68;APT-77;APT-94;APT-141;APT-221;APT-240;APT-251;APT-262;APT-285
10,50,XGBoost,0.8965811965811966,0.9,APT-28;APT-42;APT-44;APT-54;APT-74;APT-76;APT-146;APT-185;APT-261;APT-291
10,51,XGBoost,0.9482184482184483,0.95,APT-16;APT-26;APT-45;APT-54;APT-81;APT-119;APT-139;APT-193;APT-203;APT-236
10,52,XGBoost,0.9244089244089243,0.925,APT-13;APT-52;APT-88;APT-96;APT-157;APT-159;APT-179;APT-181;APT-191;APT-221
10,53,XGBoost,0.9720279720279721,0.975,APT-11;APT-15;APT-44;APT-47;APT-71;APT-116;APT-218;APT-225;APT-253;APT-279
10,54,XGBoost,0.8763014763014764,0.875,APT-14;APT-58;APT-59;APT-74;APT-114;APT-147;APT-173;APT-199;APT-249;APT-279
10,55,XGBoost,0.9247863247863249,0.925,APT-07;APT-125;APT-131;APT-141;APT-188;APT-190;APT-198;APT-258;APT-279;APT-280
10,56,XGBoost,0.9743589743589745,0.975,APT-43;APT-53;APT-69;APT-109;APT-121;APT-132;APT-163;APT-196;APT-248;APT-292
10,57,XGBoost,0.8465909090909091,0.85,APT-71;APT-78;APT-88;APT-155;APT-173;APT-183;APT-209;APT-237;APT-259;APT-270
10,58,XGBoost,0.875996225996226,0.875,APT-132;APT-140;APT-152;APT-178;APT-184;APT-207;APT-220;APT-240;APT-260;APT-275
10,59,XGBoost,0.9007936507936508,0.9,APT-81;APT-101;APT-103;APT-125;APT-152;APT-170;APT-180;APT-213;APT-243;APT-276
10,60,XGBoost,0.8748057498057498,0.875,APT-16;APT-29;APT-55;APT-61;APT-115;APT-119;APT-128;APT-136;APT-143;APT-200
10,61,XGBoost,0.8752228163992869,0.875,APT-05;APT-16;APT-30;APT-36;APT-70;APT-74;APT-171;APT-226;APT-239;APT-271
10,62,XGBoost,0.8963827838827839,0.9,APT-30;APT-34;APT-52;APT-58;APT-65;APT-85;APT-88;APT-164;APT-266;APT-267
10,63,XGBoost,0.9482184482184483,0.95,APT-67;APT-78;APT-102;APT-153;APT-188;APT-233;APT-241;APT-243;APT-244;APT-256
10,64,XGBoost,0.9720279720279721,0.975,APT-09;APT-15;APT-61;APT-74;APT-105;APT-108;APT-145;APT-239;APT-246;APT-278
10,65,XGBoost,0.8788461538461538,0.875,APT-73;APT-98;APT-103;APT-136;APT-164;APT-182;APT-240;APT-261;APT-267;APT-287
10,66,XGBoost,0.9244089244089243,0.925,APT-05;APT-31;APT-44;APT-109;APT-151;APT-169;APT-177;APT-257;APT-282;APT-283
10,67,XGBoost,0.9720279720279721,0.975,APT-16;APT-43;APT-54;APT-55;APT-71;APT-114;APT-157;APT-172;APT-199;APT-242
10,68,XGBoost,0.9494035376388318,0.95,APT-06;APT-09;APT-10;APT-36;APT-57;APT-130;APT-175;APT-193;APT-215;APT-227
10,69,XGBoost,0.945959595959596,0.95,APT-52;APT-55;APT-64;APT-74;APT-149;APT-198;APT-233;APT-238;APT-263;APT-283
10,70,XGBoost,0.9535256410256411,0.95,APT-03;APT-39;APT-71;APT-81;APT-106;APT-160;APT-195;APT-208;APT-271;APT-276
10,71,XGBoost,0.851621989121989,0.85,APT-02;APT-20;APT-43;APT-128;APT-133;APT-146;APT-191;APT-201;APT-211;APT-239
10,72,XGBoost,0.9463869463869464,0.95,APT-29;APT-42;APT-51;APT-60;APT-98;APT-122;APT-148;APT-149;APT-235;APT-240
10,73,XGBoost,0.9482184482184483,0.95,APT-16;APT-81;APT-83;APT-115;APT-134;APT-184;APT-191;APT-248;APT-289;APT-291
10,74,XGBoost,0.9480963480963481,0.95,APT-37;APT-70;APT-108;APT-112;APT-142;APT-180;APT-195;APT-204;APT-211;APT-271
10,75,XGBoost,0.9773755656108598,0.975,APT-03;APT-18;APT-113;APT-120;APT-150;APT-166;APT-241;APT-246;APT-268;APT-285
10,76,XGBoost,0.9205128205128205,0.925,APT-20;APT-53;APT-64;APT-68;APT-199;APT-206;APT-243;APT-244;APT-256;APT-289
10,77,XGBoost,0.942857142857143,0.95,APT-48;APT-58;APT-63;APT-82;APT-84;APT-102;APT-105;APT-145;APT-149;APT-167
10,78,XGBoost,0.9266178266178265,0.925,APT-07;APT-09;APT-10;APT-27;APT-58;APT-155;APT-168;APT-190;APT-207;APT-218
10,79,XGBoost,0.9760683760683762,0.975,APT-20;APT-57;APT-65;APT-96;APT-142;APT-225;APT-227;APT-237;APT-279;APT-293
10,80,XGBoost,0.9760683760683762,0.975,APT-77;APT-126;APT-159;APT-162;APT-169;APT-171;APT-220;APT-273;APT-280;APT-287
10,81,XGBoost,0.9244089244089243,0.925,APT-01;APT-38;APT-46;APT-63;APT-135;APT-150;APT-157;APT-187;APT-222;APT-272
10,82,XGBoost,0.9720279720279721,0.975,APT-73;APT-81;APT-122;APT-132;APT-163;APT-203;APT-215;APT-256;APT-263;APT-275
10,83,XGBoost,0.9241647241647243,0.925,APT-16;APT-61;APT-98;APT-102;APT-117;APT-152;APT-156;APT-197;APT-230;APT-264
10,84,XGBoost,1.0,1.0,APT-77;APT-111;APT-112;APT-116;APT-177;APT-198;APT-221;APT-225;APT-227;APT-255
10,85,XGBoost,0.7618589743589744,0.775,APT-14;APT-32;APT-98;APT-131;APT-141;APT-150;APT-151;APT-200;APT-250;APT-257
10,86,XGBoost,0.9172161172161172,0.925,APT-14;APT-26;APT-44;APT-95;APT-101;APT-214;APT-224;APT-226;APT-257;APT-275
10,87,XGBoost,0.9760683760683762,0.975,APT-02;APT-03;APT-22;APT-28;APT-40;APT-85;APT-149;APT-179;APT-184;APT-258
10,88,XGBoost,0.9006715506715507,0.9,APT-58;APT-65;APT-67;APT-89;APT-111;APT-113;APT-157;APT-241;APT-247;APT-273
10,89,XGBoost,0.788959188959189,0.8,APT-44;APT-52;APT-55;APT-84;APT-123;APT-181;APT-204;APT-237;APT-251;APT-266
10,90,XGBoost,0.8740384615384617,0.875,APT-84;APT-118;APT-136;APT-163;APT-173;APT-184;APT-209;APT-216;APT-224;APT-247
10,91,XGBoost,0.9233351615704558,0.925,APT-38;APT-50;APT-99;APT-133;APT-142;APT-147;APT-208;APT-226;APT-240;APT-246
10,92,XGBoost,0.9249084249084248,0.925,APT-24;APT-44;APT-49;APT-52;APT-66;APT-140;APT-143;APT-224;APT-261;APT-278
10,93,XGBoost,0.9480963480963481,0.95,APT-39;APT-102;APT-104;APT-135;APT-169;APT-206;APT-216;APT-218;APT-241;APT-257
10,94,XGBoost,0.8963827838827839,0.9,APT-21;APT-65;APT-81;APT-95;APT-152;APT-170;APT-178;APT-188;APT-215;APT-263
10,95,XGBoost,1.0,1.0,APT-44;APT-84;APT-87;APT-90;APT-138;APT-160;APT-198;APT-218;APT-236;APT-288
10,96,XGBoost,0.9005994005994006,0.9,APT-43;APT-85;APT-131;APT-174;APT-178;APT-205;APT-234;APT-235;APT-248;APT-293
10,97,XGBoost,0.9505494505494506,0.95,APT-43;APT-50;APT-58;APT-69;APT-84;APT-91;APT-101;APT-111;APT-135;APT-209
10,98,XGBoost,0.9021164021164022,0.9,APT-13;APT-24;APT-85;APT-88;APT-98;APT-107;APT-127;APT-140;APT-249;APT-262
10,99,XGBoost,0.9067460317460317,0.9,APT-28;APT-98;APT-104;APT-106;APT-113;APT-181;APT-197;APT-216;APT-226;APT-262
20,0,LR,0.9535256410256411,0.95,APT-05;APT-09;APT-17;APT-42;APT-62;APT-78;APT-79;APT-95;APT-100;APT-102;APT-110;APT-111;APT-118;APT-136;APT-140;APT-156;APT-158;APT-238;APT-270;APT-285
20,1,LR,0.9480963480963481,0.95,APT-01;APT-19;APT-33;APT-84;APT-93;APT-108;APT-109;APT-116;APT-137;APT-150;APT-162;APT-184;APT-204;APT-205;APT-215;APT-251;APT-263;APT-265;APT-268;APT-270
20,2,LR,1.0,1.0,APT-06;APT-19;APT-37;APT-85;APT-89;APT-107;APT-117;APT-129;APT-138;APT-146;APT-163;APT-168;APT-174;APT-186;APT-208;APT-214;APT-235;APT-252;APT-269;APT-274
20,3,LR,0.9535256410256411,0.95,APT-23;APT-35;APT-36;APT-60;APT-62;APT-63;APT-82;APT-161;APT-192;APT-202;APT-205;APT-207;APT-212;APT-256;APT-263;APT-264;APT-265;APT-286;APT-287;APT-289
20,4,LR,0.93003663003663,0.925,APT-19;APT-76;APT-80;APT-88;APT-95;APT-129;APT-143;APT-153;APT-156;APT-160;APT-176;APT-184;APT-189;APT-214;APT-222;APT-223;APT-246;APT-275;APT-281;APT-284
20,5,LR,1.0,1.0,APT-02;APT-07;APT-22;APT-41;APT-72;APT-76;APT-97;APT-103;APT-111;APT-116;APT-125;APT-145;APT-154;APT-188;APT-206;APT-207;APT-228;APT-230;APT-255;APT-284
20,6,LR,1.0,1.0,APT-31;APT-47;APT-75;APT-83;APT-106;APT-111;APT-118;APT-130;APT-138;APT-142;APT-203;APT-204;APT-217;APT-230;APT-241;APT-252;APT-258;APT-265;APT-269;APT-279
20,7,LR,0.9760683760683762,0.975,APT-15;APT-17;APT-42;APT-72;APT-77;APT-79;APT-87;APT-90;APT-98;APT-140;APT-155;APT-166;APT-172;APT-178;APT-181;APT-217;APT-225;APT-278;APT-284;APT-285
20,8,LR,1.0,1.0,APT-05;APT-36;APT-95;APT-96;APT-106;APT-108;APT-111;APT-119;APT-126;APT-130;APT-151;APT-158;APT-165;APT-168;APT-170;APT-173;APT-209;APT-266;APT-282;APT-288
20,9,LR,0.9743589743589745,0.975,APT-08;APT-10;APT-11;APT-33;APT-37;APT-68;APT-76;APT-87;APT-107;APT-109;APT-146;APT-168;APT-174;APT-179;APT-210;APT-212;APT-220;APT-237;APT-276;APT-280
20,10,LR,0.9720279720279721,0.975,APT-07;APT-25;APT-49;APT-52;APT-107;APT-133;APT-139;APT-144;APT-145;APT-146;APT-174;APT-181;APT-194;APT-196;APT-215;APT-241;APT-275;APT-285;APT-289;APT-293
20,11,LR,0.9743589743589745,0.975,APT-18;APT-38;APT-41;APT-45;APT-75;APT-82;APT-85;APT-86;APT-111;APT-122;APT-131;APT-134;APT-135;APT-150;APT-155;APT-193;APT-235;APT-251;APT-271;APT-276
20,12,LR,0.9720279720279721,0.975,APT-22;APT-31;APT-53;APT-71;APT-85;APT-88;APT-103;APT-111;APT-121;APT-147;APT-149;APT-171;APT-181;APT-189;APT-208;APT-217;APT-221;APT-253;APT-261;APT-283
20,13,LR,1.0,1.0,APT-37;APT-59;APT-60;APT-61;APT-95;APT-127;APT-135;APT-137;APT-139;APT-140;APT-159;APT-165;APT-167;APT-179;APT-184;APT-195;APT-233;APT-279;APT-287;APT-288
20,14,LR,0.9480963480963481,0.95,APT-17;APT-20;APT-41;APT-50;APT-61;APT-72;APT-76;APT-80;APT-87;APT-102;APT-135;APT-147;APT-160;APT-169;APT-183;APT-187;APT-192;APT-197;APT-212;APT-215
20,15,LR,1.0,1.0,APT-32;APT-41;APT-60;APT-76;APT-78;APT-81;APT-84;APT-93;APT-101;APT-115;APT-153;APT-174;APT-191;APT-194;APT-224;APT-227;APT-230;APT-240;APT-245;APT-261
20,16,LR,1.0,1.0,APT-05;APT-09;APT-20;APT-41;APT-86;APT-92;APT-100;APT-106;APT-109;APT-110;APT-130;APT-131;APT-140;APT-153;APT-230;APT-254;APT-262;APT-264;APT-266;APT-290
20,17,LR,1.0,1.0,APT-21;APT-27;APT-55;APT-67;APT-71;APT-88;APT-95;APT-132;APT-148;APT-155;APT-162;APT-193;APT-209;APT-220;APT-221;APT-230;APT-235;APT-254;APT-264;APT-278
20,18,LR,1.0,1.0,APT-02;APT-08;APT-51;APT-85;APT-95;APT-110;APT-111;APT-116;APT-124;APT-151;APT-154;APT-161;APT-178;APT-182;APT-184;APT-198;APT-218;APT-257;APT-277;APT-280
20,19,LR,0.9535256410256411,0.95,APT-26;APT-38;APT-44;APT-68;APT-83;APT-118;APT-131;APT-137;APT-143;APT-163;APT-164;APT-166;APT-175;APT-193;APT-230;APT-237;APT-257;APT-268;APT-277;APT-282
20,20,LR,0.9535256410256411,0.95,APT-04;APT-08;APT-18;APT-37;APT-77;APT-102;APT-109;APT-123;APT-125;APT-151;APT-185;APT-195;APT-215;APT-220;APT-233;APT-235;APT-237;APT-240;APT-270;APT-277
20,21,LR,1.0,1.0,APT-16;APT-24;APT-35;APT-37;APT-44;APT-82;APT-83;APT-86;APT-87;APT-134;APT-142;APT-173;APT-185;APT-186;APT-189;APT-207;APT-220;APT-230;APT-248;APT-289
20,22,LR,1.0,1.0,APT-03;APT-09;APT-35;APT-54;APT-58;APT-79;APT-84;APT-112;APT-136;APT-151;APT-168;APT-174;APT-185;APT-186;APT-196;APT-203;APT-205;APT-228;APT-239;APT-275
20,23,LR,0.9760683760683762,0.975,APT-06;APT-30;APT-35;APT-41;APT-44;APT-77;APT-109;APT-115;APT-119;APT-126;APT-145;APT-148;APT-179;APT-188;APT-202;APT-230;APT-275;APT-286;APT-289;APT-292
20,24,LR,1.0,1.0,APT-05;APT-08;APT-13;APT-19;APT-33;APT-36;APT-61;APT-67;APT-75;APT-80;APT-89;APT-94;APT-136;APT-161;APT-180;APT-183;APT-194;APT-217;APT-259;APT-285
20,25,LR,1.0,1.0,APT-15;APT-23;APT-69;APT-71;APT-82;APT-100;APT-107;APT-121;APT-130;APT-143;APT-146;APT-199;APT-212;APT-239;APT-252;APT-264;APT-266;APT-274;APT-277;APT-287
20,26,LR,0.8994852369852371,0.9,APT-06;APT-10;APT-13;APT-45;APT-83;APT-96;APT-104;APT-109;APT-124;APT-130;APT-150;APT-169;APT-180;APT-185;APT-190;APT-207;APT-259;APT-288;APT-289;APT-290
20,27,LR,0.9004773004773005,0.9,APT-18;APT-30;APT-53;APT-84;APT-92;APT-94;APT-109;APT-117;APT-191;APT-207;APT-211;APT-231;APT-242;APT-250;APT-263;APT-269;APT-274;APT-276;APT-286;APT-290
20,28,LR,0.9720279720279721,0.975,APT-11;APT-26;APT-38;APT-40;APT-57;APT-91;APT-131;APT-147;APT-151;APT-166;APT-186;APT-199;APT-201;APT-212;APT-231;APT-244;APT-251;APT-265;APT-288;APT-289
20,29,LR,0.9278846153846154,0.925,APT-01;APT-16;APT-26;APT-31;APT-84;APT-102;APT-113;APT-117;APT-138;APT-148;APT-185;APT-187;APT-199;APT-223;APT-254;APT-255;APT-266;APT-278;APT-279;APT-290
20,30,LR,0.9743589743589745,0.975,APT-01;APT-24;APT-66;APT-67;APT-75;APT-90;APT-91;APT-111;APT-147;APT-180;APT-190;APT-194;APT-200;APT-214;APT-215;APT-220;APT-226;APT-237;APT-262;APT-287
20,31,LR,1.0,1.0,APT-10;APT-15;APT-72;APT-104;APT-124;APT-125;APT-131;APT-132;APT-149;APT-154;APT-174;APT-194;APT-218;APT-227;APT-233;APT-251;APT-252;APT-253;APT-271;APT-282
20,32,LR,0.9537037037037037,0.95,APT-33;APT-62;APT-71;APT-90;APT-106;APT-117;APT-121;APT-150;APT-156;APT-162;APT-168;APT-173;APT-180;APT-193;APT-232;APT-245;APT-251;APT-275;APT-287;APT-293
20,33,LR,0.9773755656108598,0.975,APT-25;APT-61;APT-90;APT-99;APT-106;APT-108;APT-145;APT-152;APT-153;APT-182;APT-190;APT-214;APT-234;APT-263;APT-264;APT-267;APT-281;APT-284;APT-286;APT-293
