condition,model,fine_sb_macro_f1,fine_sb_macro_f1_ci_low,fine_sb_macro_f1_ci_high,coarse_sb_macro_f1,coarse_sb_macro_f1_ci_low,coarse_sb_macro_f1_ci_high,cross_lineage_fraction_of_errors,cross_lineage_fraction_of_errors_ci_low,cross_lineage_fraction_of_errors_ci_high,within_lineage_fraction_of_errors,within_lineage_fraction_of_errors_ci_low,within_lineage_fraction_of_errors_ci_high,cross_lineage_error_rate,cross_lineage_error_rate_ci_low,cross_lineage_error_rate_ci_high,fine_outside_parent_given_coarse_correct,fine_outside_parent_given_coarse_correct_ci_low,fine_outside_parent_given_coarse_correct_ci_high,oracle_fine_sb_macro_f1,oracle_fine_sb_macro_f1_ci_low,oracle_fine_sb_macro_f1_ci_high,hierarchy_gap,hierarchy_gap_ci_low,hierarchy_gap_ci_high,correct_rate,correct_rate_ci_low,correct_rate_ci_high,within_lineage_error_rate,within_lineage_error_rate_ci_low,within_lineage_error_rate_ci_high
plain,Plain APT MLP,0.13704932352911003,0.12170939225636657,0.15186095955722895,0.3328045425221244,0.30751913872789144,0.35619779762317605,0.7436821363265574,0.7190598325062442,0.7683085631972593,0.25631786367344245,0.23169143680274074,0.2809401674937557,0.49073956828605486,0.4677605716165847,0.5144238011888398,0.17559388542132834,0.1468230253981533,0.2062373363701565,0.3755713077989781,0.33969485611107714,0.38739118710804327,0.23852198426986812,0.20948036364829709,0.24568564871038753,0.3405145041072856,0.3189817337700923,0.36172671152594443,0.16874592760665955,0.15115503140062053,0.18652094782980932
route,+ routing KD,0.13818054046590947,0.12106895978771255,0.15348876062273764,0.3321142435088864,0.30737881935782424,0.3547544410947706,0.7438339783899043,0.7198468858416522,0.7685486780049053,0.25616602161009583,0.2314513219950944,0.28015311415834776,0.494659044375752,0.4710552478091388,0.5191194611036603,0.18727256887596158,0.15328341762686495,0.2248556331621229,0.37245226956108574,0.3348877011467041,0.3848407332209548,0.23427172909517624,0.20334077183108035,0.2413101484976672,0.3355433712863131,0.31322643730186284,0.3576065078454964,0.1697975843379349,0.15256056052060524,0.18729973037005224
within,+ within-lineage KD,0.14190327717826745,0.1270112476565142,0.15715294325097104,0.32990923069390743,0.30586500444324055,0.3517189483915657,0.7375514125895194,0.713971850641237,0.7616282860795397,0.2624485874104806,0.23837171392046022,0.28602814935876303,0.4900515184902318,0.46666963201051337,0.5139743309028763,0.1675275454845675,0.13994610828408785,0.1980902358893436,0.38567668134937744,0.3465035498778028,0.3984730111100278,0.24377340417110996,0.21125171219301359,0.25306645680623674,0.3360039969596085,0.3138773430261021,0.35807562105321156,0.17394448455015973,0.15704128637916082,0.1910624658639163
align,+ representation alignment,0.1374496919004007,0.11944203259874603,0.15125436790195815,0.3328395632809112,0.30799337369158436,0.35570342912109787,0.7434877717872154,0.7174907395572356,0.7696227290984156,0.2565122282127847,0.23037727090158447,0.2825092604427644,0.4917409318921975,0.46791666220979844,0.5162399257813272,0.1754358674954671,0.14390269800893968,0.208668059244781,0.3794947225585498,0.3434969998587848,0.39174719254057166,0.2420450306581491,0.21526880836527407,0.24917733042206372,0.3389709002447427,0.31745105468469637,0.36033431678868655,0.1692881678630599,0.15063954979759475,0.18802675116069428
route_align,+ routing KD + alignment,0.13790089348945492,0.12011017647353832,0.15090520079099054,0.3374449817549845,0.3125683936778138,0.36020955313627556,0.7509248474909794,0.7257137454689777,0.7757544309184347,0.24907515250902057,0.2242455690815655,0.27428625453102234,0.5003971387818645,0.47680580506820697,0.5248629124796875,0.18575256972723683,0.15455128965874199,0.21987738676849555,0.37883374982797585,0.34104107412964624,0.3905378836081871,0.2409328563385209,0.2110510716113708,0.24823922760527972,0.3339361505847321,0.31200971858696286,0.35596124542182517,0.1656667106334033,0.1479550470651682,0.18437647068349644
route_within,+ routing + within-lineage KD,0.14273488375232282,0.12497584621187324,0.16018731016820553,0.32925722146678,0.30462126885168567,0.3513250295216797,0.7357484899302494,0.7101348784882833,0.7614980064428277,0.26425151006975056,0.23850199355717233,0.2898651215117167,0.48935495287648684,0.46490912738583134,0.5144225714317573,0.16695387703688636,0.135434711794691,0.20154917849838072,0.38434366049520574,0.3439061179868952,0.3961442850503247,0.24160877674288292,0.2075057623836683,0.24914065632289553,0.33524300210471775,0.31274467572509257,0.3575611056307664,0.1754020450187953,0.1572773485697997,0.19351082608024164
full,Full RPH-Distill,0.14195103053898872,0.12495179603611722,0.152722042757944,0.3321766912992037,0.30759200785398416,0.35507954938123587,0.7355344350373244,0.7117863953093697,0.75966400140831,0.26446556496267554,0.24033599859168991,0.2882136046906304,0.48915025536731527,0.46585201700900936,0.5127603662595647,0.17059361575185597,0.13973426385232748,0.2038905783197255,0.38642371258904973,0.3473865326334977,0.3978669835437923,0.244472682050061,0.2136031184911979,0.2519234757990835,0.33497481950533375,0.3122331649127132,0.3572539811302085,0.1758749251273509,0.15835475208030605,0.1931983291961046
full_shuffled,Full RPH (shuffled teacher),0.12899220481289966,0.11111503022327356,0.141158570009969,0.3318141136159957,0.3051229086252641,0.35707278489007954,0.7453221036440204,0.7201652791186101,0.7707178290778678,0.25467789635597965,0.22928217092213202,0.27983472088139005,0.49451602972408387,0.4712408437655242,0.5181257466047544,0.17889841224643596,0.14457723300854874,0.21449732174947275,0.3551529754106631,0.3113923137098646,0.3721319462304373,0.2261607705977635,0.19191517375868045,0.23703289897809465,0.3368684239830559,0.31536754932499766,0.3580093616252964,0.16861554629286032,0.15067418525504575,0.18649600265286695
strong_lineage,Strong lineage-label control,0.13835148840523484,0.12154253784070375,0.15286057700056976,0.33812853271652293,0.31397483492908324,0.3602380125747582,0.7435650103848616,0.7179469263473562,0.7688840484493256,0.2564349896151384,0.2311159515506745,0.2820530736526439,0.49132792863200586,0.4677465402928237,0.5153087118216026,0.1718552064244321,0.1413142222540261,0.2053925774901422,0.37137288171210386,0.3341105849047061,0.3857806955436147,0.23302139330686902,0.20571302224545274,0.24265674824760444,0.33938205160528917,0.31828392810419415,0.36101002360714124,0.16929001976270497,0.15139579894724295,0.18828906562347877
