cell_budget,seed,feature_set,transform,eligible_patients,eligible_diseases,accuracy,balanced_accuracy,macro_f1,log_loss,macro_auroc
500,10,pred_soft_lineage,clr,40,6,0.45,0.4702380952380953,0.45077838827838823,2.8741685897808016,0.7436722795178676
500,10,pred_soft_subtype,raw,40,6,0.6,0.6240079365079365,0.6011904761904762,2.859428246332204,0.8269034886681945
500,10,pred_soft_subtype,clr,40,6,0.775,0.7906746031746033,0.7795482295482296,0.8660626182074829,0.9275263135557253
500,11,pred_soft_lineage,raw,40,6,0.525,0.5386904761904762,0.5348752554634908,1.8149246935988654,0.7905476110898905
500,11,pred_soft_lineage,clr,40,6,0.45,0.4702380952380953,0.45391210097092455,2.5293825756741835,0.7544918061921737
500,11,pred_soft_subtype,raw,40,6,0.6,0.6200396825396826,0.5929292929292929,2.5127888865394663,0.8382228601667939
500,11,pred_soft_subtype,clr,40,6,0.7,0.7281746031746031,0.693084693084693,0.9101525880254462,0.9206886353026059
500,12,pred_soft_lineage,raw,40,6,0.5,0.5178571428571429,0.500395437895438,2.117658758094411,0.7790954449961802
500,12,pred_soft_lineage,clr,40,6,0.5,0.5218253968253969,0.49723609723609724,2.44494589405258,0.7713116259761481
500,12,pred_soft_subtype,raw,40,6,0.55,0.5753968253968255,0.5474858474858475,3.6056536108299637,0.8010450155440965
500,12,pred_soft_subtype,clr,40,6,0.7,0.7251984126984127,0.7043650793650794,0.9745014019161182,0.9140618368559545
500,13,pred_soft_lineage,raw,40,6,0.45,0.4553571428571428,0.4571872571872572,2.1394476173335297,0.7596054757130125
500,13,pred_soft_lineage,clr,40,6,0.45,0.46626984126984133,0.447052947052947,1.6029570148836192,0.7824481355042018
500,13,pred_soft_subtype,raw,40,6,0.525,0.5476190476190477,0.5106060606060606,2.4111905732679175,0.8106315916518122
500,13,pred_soft_subtype,clr,40,6,0.75,0.7628968253968255,0.7522893772893773,0.7901790466240951,0.9414508464370597
500,14,pred_soft_lineage,raw,40,6,0.45,0.4593253968253968,0.4493589743589744,2.200744662263461,0.7696509475002123
500,14,pred_soft_lineage,clr,40,6,0.45,0.4593253968253968,0.4532647907647908,2.1381145292157244,0.7707640347805788
500,14,pred_soft_subtype,raw,40,6,0.575,0.6031746031746031,0.5726495726495726,3.067195730386024,0.8164077420741024
500,14,pred_soft_subtype,clr,40,6,0.75,0.7628968253968255,0.7573260073260073,0.9249541309753351,0.9251381660618794
500,15,pred_soft_lineage,raw,40,6,0.425,0.42757936507936506,0.42839317545199895,2.5322500326794084,0.758527037709023
500,15,pred_soft_lineage,clr,40,6,0.45,0.46626984126984133,0.4493284493284493,2.9219650019929255,0.7557514483065954
500,15,pred_soft_subtype,raw,40,6,0.6,0.6240079365079365,0.6026251526251526,2.842143809772711,0.827099116161616
500,15,pred_soft_subtype,clr,40,6,0.7,0.7113095238095237,0.7088952713952713,0.9236015543451321,0.9215102707749767
500,16,pred_soft_lineage,raw,40,6,0.475,0.48313492063492064,0.47912087912087914,2.5922890517658765,0.7736976182518461
500,16,pred_soft_lineage,clr,40,6,0.475,0.49404761904761907,0.47532051282051285,2.216180313497882,0.7553613538218319
