source,subtype,disease,n_disease,median_disease,iqr_disease,median_other,median_difference,rank_biserial,p_value,median_lr_coefficient,iqr_lr_coefficient,coefficient_positive_fraction,coefficient_sign_stability,top_five_fraction,q_value,heldout_log_loss_increase,heldout_log_loss_increase_sd
true_subtype,CD8 + CTL-3,CRC,8,0.0003983804730830274,0.0008033718740650792,0.00015600889154203084,0.00024237158154099655,0.1015625,0.6671491077655478,0.21067134867690762,0.16605065254113152,1.0,1.0,0.0,0.8510090980946358,0.006697476897006184,0.04072421237516481
true_subtype,CD8 + CTL-3,GC,7,0.0001392951664577239,0.0001829293661647976,0.00034285714285714285,-0.00020356197639941894,-0.3939393939393939,0.10313168237731203,-0.08308157043070842,0.04194521095734037,0.2,0.8,0.0,0.2931110972828868,0.006697476897006184,0.04072421237516481
true_subtype,CD8 + CTL-3,HCC,7,0.00013726835964310226,0.0002860331549914517,0.00022862368541380886,-9.13553257707066e-05,-0.2813852813852814,0.24645228803543318,-0.06454721138200384,0.0621529640576578,0.0,1.0,0.0,0.47530084121119254,0.006697476897006184,0.04072421237516481
true_subtype,CD8 + CTL-3,Normal,6,0.025659364332722118,0.0034353310485279696,0.00014272029069320946,0.02551664404202891,0.9411764705882353,0.00023258760358598507,0.1394869019375661,0.33568394021519465,0.8,0.8,0.2,0.0025119461187286386,0.006697476897006184,0.04072421237516481
true_subtype,CD8 + CTL-3,PC,6,0.0,0.00010885341074020318,0.00030966467869979067,-0.00030966467869979067,-0.5490196078431373,0.032431621888770745,-0.11436815819227761,0.027573827766725775,0.0,1.0,0.0,0.13592063425654757,0.006697476897006184,0.04072421237516481
true_subtype,CD8 Tem-1,BTC,6,0.11911255152510933,0.025488392386716074,0.10445524578600816,0.014657305739101165,0.33333333333333326,0.21030486819960503,-0.5986549614499685,1.3779768406120332,0.2,0.8,0.2,0.45383389686468606,0.17075769038619526,0.28421198079042603
true_subtype,CD8 Tem-1,CRC,8,0.08748694124483948,0.07339175399366898,0.11137233128009483,-0.023885390035255347,-0.09375,0.7028598842840329,-0.012601195259052081,0.09629193003018294,0.4,0.6,0.0,0.8561150470226566,0.17075769038619526,0.28421198079042603
true_subtype,CD8 Tem-1,GC,7,0.11114183024606027,0.015448723130601,0.10572503134141245,0.0054167989046478154,0.17748917748917759,0.4849231584525703,0.7518303989836479,0.9816622219396213,1.0,1.0,0.4,0.7017235865830351,0.17075769038619526,0.28421198079042603
true_subtype,CD8 Tem-1,HCC,7,0.12694115970936032,0.02658891117657569,0.10318546023060388,0.023755699478756442,0.3246753246753247,0.19229063547949,-0.2526222537990823,0.3428033561294458,0.2,0.8,0.2,0.4209605803740186,0.17075769038619526,0.28421198079042603
true_subtype,CD8 Tem-1,Normal,6,0.0051341574293636665,0.0013676605362124119,0.11409775019075317,-0.1089635927613895,-0.9411764705882353,1.5631594578963003e-05,-0.44959862991651744,0.29806494996754507,0.0,1.0,0.0,0.00036175976025600097,0.17075769038619526,0.28421198079042603
