feature_set,transform,outer_fold,disease,feature,coefficient
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD4 Monocyte-4,0.1567968249312652
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD56 NK,-0.8152455428304898
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD8 + CTL-1,0.9533407864696029
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD8 + CTL-2,0.434745588657453
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD8 + CTL-3,1.5989452468318037
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD8 Tem-1,0.31941510143562074
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::CD8 Tem-2,0.016202501429859212
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Cycling T,0.047364221902999534
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Erythrocyte,0.6234918614640652
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::GCB,0.009976507524237415
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Memory B-1,-2.229016148523376
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Memory B-2,-0.6953369007488583
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Naive T,-0.4744053411058942
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Plasma,-0.40857903446020083
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::Tcm,-0.6366717787937537
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::cDC2,0.0707600735160208
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::pDC,0.31409847115592304
pred_soft_subtype,clr,0,CRC,pred_soft_subtype::platelet,0.10052733073080919
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Atypical Memory B,-1.3749378273257287
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD14 Monocyte-1,0.7604861903779516
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD14 Monocyte-2,0.07662035414140134
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD14 Monocyte-3,0.008495811673032814
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD16 Monocyte-1,-0.5115517997412706
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD16 Monocyte-2,0.8526238542494314
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD16 NK,-0.2921947763515392
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD4 + Tcm-1,0.11264302599604088
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD4 + Tcm-2,-0.4713044988156016
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD4 Monocyte-4,0.4653733925740387
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD56 NK,-1.7572828262341744
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD8 + CTL-1,-1.2388462753029181
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD8 + CTL-2,-0.4728621452167836
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD8 + CTL-3,-0.8974576141303404
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD8 Tem-1,0.4495640235527095
pred_soft_subtype,clr,0,GC,pred_soft_subtype::CD8 Tem-2,0.38736509907309774
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Cycling T,0.305042657613484
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Erythrocyte,1.5204714885646307
pred_soft_subtype,clr,0,GC,pred_soft_subtype::GCB,-0.3825181170749954
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Memory B-1,1.0912949914726924
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Memory B-2,0.1716524795711923
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Naive T,1.1241983933312907
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Plasma,0.6482134604090675
pred_soft_subtype,clr,0,GC,pred_soft_subtype::Tcm,-0.617087835163564
pred_soft_subtype,clr,0,GC,pred_soft_subtype::cDC2,-0.41602581358569224
pred_soft_subtype,clr,0,GC,pred_soft_subtype::pDC,1.4136861843705026
pred_soft_subtype,clr,0,GC,pred_soft_subtype::platelet,-0.7303719819904367
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Atypical Memory B,-0.21547484301630293
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD14 Monocyte-1,-0.10052032682874372
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD14 Monocyte-2,-0.32293775352099063
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD14 Monocyte-3,-0.15639190016694532
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD16 Monocyte-1,0.9868664107618962
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD16 Monocyte-2,1.206877205642058
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD16 NK,0.8511288998306651
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD4 + Tcm-1,0.5323294286422342
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD4 + Tcm-2,0.12253159819307978
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD4 Monocyte-4,0.4798720423179302
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD56 NK,1.5623614578237557
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD8 + CTL-1,0.15708849424625584
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD8 + CTL-2,0.33082458802754966
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD8 + CTL-3,-0.6903734404239514
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD8 Tem-1,0.3938466960303597
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::CD8 Tem-2,-1.6775836742547396
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Cycling T,0.5511241562910387
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Erythrocyte,-0.3430001692236763
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::GCB,-0.4992651830272067
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Memory B-1,-0.5894314698633134
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Memory B-2,-0.9079522689255777
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Naive T,0.24385363183017986
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Plasma,0.7978134832845278
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::Tcm,-0.39101430254057445
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::cDC2,-0.6731071285679116
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::pDC,-1.5623175415530444
pred_soft_subtype,clr,0,HCC,pred_soft_subtype::platelet,-0.8539716713978294
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Atypical Memory B,0.22047632321901406
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD14 Monocyte-1,-0.22927752636334398
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD14 Monocyte-2,-0.613739277686807
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD14 Monocyte-3,0.38067818134379705
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD16 Monocyte-1,-0.4042959797919793
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD16 Monocyte-2,-0.022192072102701126
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD16 NK,-0.36920169723703433
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD4 + Tcm-1,-0.36575835793946404
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD4 + Tcm-2,0.5718128180465352
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD4 Monocyte-4,0.020414318350277686
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD56 NK,0.3893873712546028
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD8 + CTL-1,0.5218994933883496
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD8 + CTL-2,0.3943278743844501
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD8 + CTL-3,0.6477308261706813
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD8 Tem-1,-0.5387205580594648
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::CD8 Tem-2,-0.3416899095438617
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Cycling T,-0.4978395908671609
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Erythrocyte,0.18329738789221248
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::GCB,0.42280755545787746
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Memory B-1,-0.053518140029184175
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Memory B-2,0.5943608638065963
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Naive T,0.6076919814013182
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Plasma,-0.2897796429099348
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::Tcm,-0.38392856680557946
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::cDC2,-0.08926735934805821
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::pDC,-0.5644618697453666
pred_soft_subtype,clr,0,Normal,pred_soft_subtype::platelet,0.27111085685751235
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Atypical Memory B,2.4663952668526576
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD14 Monocyte-1,-0.5392580145709845
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD14 Monocyte-2,0.6745670204603378
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD14 Monocyte-3,-0.24832868145478082
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD16 Monocyte-1,1.7004596301050765
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD16 Monocyte-2,-0.27384694262174525
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD16 NK,-0.31412696613750896
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD4 + Tcm-1,0.3719469927849344
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD4 + Tcm-2,-0.7641837464185659
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD4 Monocyte-4,0.13979922844107623
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD56 NK,-1.5831985203798211
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD8 + CTL-1,-0.48175008416783005
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD8 + CTL-2,-1.3373924163781405
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD8 + CTL-3,-0.2848709754951962
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD8 Tem-1,-0.5241949854296227
pred_soft_subtype,clr,0,PC,pred_soft_subtype::CD8 Tem-2,1.7573503997831772
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Cycling T,0.6712855119479764
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Erythrocyte,-1.035522509286099
pred_soft_subtype,clr,0,PC,pred_soft_subtype::GCB,0.23130444491207658
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Memory B-1,0.02478864156605863
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Memory B-2,0.44549348153530755
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Naive T,0.2301911944290902
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Plasma,-0.7428673929132604
pred_soft_subtype,clr,0,PC,pred_soft_subtype::Tcm,2.001152856282291
pred_soft_subtype,clr,0,PC,pred_soft_subtype::cDC2,0.479351849738123
pred_soft_subtype,clr,0,PC,pred_soft_subtype::pDC,-1.7727267868526826
pred_soft_subtype,clr,0,PC,pred_soft_subtype::platelet,1.1155284709119893
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Atypical Memory B,0.08426290133856183
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD14 Monocyte-1,-0.07163485590598856
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD14 Monocyte-2,-0.027677777221555733
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD14 Monocyte-3,-0.11863554952187355
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD16 Monocyte-1,-0.1076262949920887
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD16 Monocyte-2,-0.19373923042390198
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD16 NK,0.03441996868025452
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD4 + Tcm-1,0.06463224843502069
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD4 + Tcm-2,0.06671106877518224
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD4 Monocyte-4,-0.23567028508137333
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD56 NK,0.09430310794674039
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD8 + CTL-1,-0.031715526982310456
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD8 + CTL-2,0.004557064495112482
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD8 + CTL-3,-0.025171001548097444
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD8 Tem-1,0.06134540670433161
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::CD8 Tem-2,-0.130611036961087
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Cycling T,0.005433104229492007
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Erythrocyte,-0.08464639268968698
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::GCB,0.11286998164602675
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Memory B-1,0.2988023388471947
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Memory B-2,-0.010970577996424322
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Naive T,0.04708663687701935
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Plasma,0.02160547370185947
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::Tcm,0.03378833535987982
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::cDC2,0.05785200395957189
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::pDC,0.03747480682432906
pred_soft_subtype,clr,1,BTC,pred_soft_subtype::platelet,-0.10422791026687135
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Atypical Memory B,-0.2851380764709867
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD14 Monocyte-1,-0.09091453966418078
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD14 Monocyte-2,-0.0012472363738669366
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD14 Monocyte-3,0.03768623144857176
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD16 Monocyte-1,-0.040134535003641315
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD16 Monocyte-2,-0.07320494806318108
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD16 NK,-0.055701870437410206
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD4 + Tcm-1,-0.07697005782350269
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD4 + Tcm-2,0.0633419415530874
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD4 Monocyte-4,0.10326553153341375
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD56 NK,0.016991970238978533
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD8 + CTL-1,0.1447973029013968
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD8 + CTL-2,-0.007853719487991403
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD8 + CTL-3,0.08980828189188855
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD8 Tem-1,-0.04626051838473549
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::CD8 Tem-2,0.031239836012563447
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Cycling T,-0.09665990739017521
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Erythrocyte,0.10736603206877679
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::GCB,-0.030327870652796487
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Memory B-1,-0.2127588413637201
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Memory B-2,-0.0028620288493720774
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Naive T,-0.07979179374861443
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Plasma,0.006300619191152775
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::Tcm,0.11188330984732575
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::cDC2,0.06730634578891889
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::pDC,0.08118163934835605
pred_soft_subtype,clr,1,CRC,pred_soft_subtype::platelet,0.07393048050381944
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Atypical Memory B,-0.1461892041371397
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD14 Monocyte-1,0.05962556553136347
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD14 Monocyte-2,0.045421833130187654
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD14 Monocyte-3,-0.04392966369187197
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD16 Monocyte-1,0.0320236613701349
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD16 Monocyte-2,0.01856658975220851
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD16 NK,0.00982415628373118
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD4 + Tcm-1,0.03980763975852916
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD4 + Tcm-2,-0.06216957014280503
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD4 Monocyte-4,0.06060739025905138
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD56 NK,-0.19452334240940378
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD8 + CTL-1,-0.1042968636944465
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD8 + CTL-2,-0.08234308658747712
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD8 + CTL-3,0.024303099481103683
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD8 Tem-1,0.024449116831733564
pred_soft_subtype,clr,1,GC,pred_soft_subtype::CD8 Tem-2,0.08613648958201361
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Cycling T,0.10546252925449756
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Erythrocyte,0.17409068143011777
pred_soft_subtype,clr,1,GC,pred_soft_subtype::GCB,-0.1274324714238185
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Memory B-1,-0.0713151386021729
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Memory B-2,-0.07187261208237863
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Naive T,0.011810321865098842
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Plasma,0.1479410780502476
pred_soft_subtype,clr,1,GC,pred_soft_subtype::Tcm,-0.07003361432270695
pred_soft_subtype,clr,1,GC,pred_soft_subtype::cDC2,0.021804939545259073
pred_soft_subtype,clr,1,GC,pred_soft_subtype::pDC,0.14854406358811187
pred_soft_subtype,clr,1,GC,pred_soft_subtype::platelet,-0.09483319304650915
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Atypical Memory B,-0.0818509383203166
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD14 Monocyte-1,0.1486758505467372
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD14 Monocyte-2,0.010226355165192791
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD14 Monocyte-3,0.03317228283109397
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD16 Monocyte-1,0.16144776837536365
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD16 Monocyte-2,0.268529707357074
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD16 NK,0.17643665704843872
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD4 + Tcm-1,0.0929589450156141
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD4 + Tcm-2,-0.10789700586685727
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD4 Monocyte-4,0.006893216609177323
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD56 NK,0.11500087646102972
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD8 + CTL-1,-0.03633863256667548
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD8 + CTL-2,0.06717558352175435
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD8 + CTL-3,-0.10679416821477528
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD8 Tem-1,0.07804515165115156
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::CD8 Tem-2,-0.013130684239111458
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Cycling T,0.0819281623924498
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Erythrocyte,-0.12127029228190572
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::GCB,-0.08457988081304911
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Memory B-1,-0.08080713280198197
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Memory B-2,-0.24561243252519144
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Naive T,-0.05775903384730474
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Plasma,-0.01932924654235335
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::Tcm,-0.036846979793793845
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::cDC2,-0.00567185290821109
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::pDC,-0.16386594860858916
pred_soft_subtype,clr,1,HCC,pred_soft_subtype::platelet,0.012660547524422663
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Atypical Memory B,0.11491719470058812
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD14 Monocyte-1,-0.07081179556613168
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD14 Monocyte-2,-0.1480769939017859
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD14 Monocyte-3,0.14838253993729886
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD16 Monocyte-1,-0.09231492020647102
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD16 Monocyte-2,-0.004126825631704041
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD16 NK,-0.14387052366530712
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD4 + Tcm-1,-0.14250745911526322
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD4 + Tcm-2,0.10245354270165624
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD4 Monocyte-4,0.07748718086623871
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD56 NK,0.06430292764829955
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD8 + CTL-1,0.10778472726467658
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD8 + CTL-2,0.15599771148563182
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD8 + CTL-3,0.12683990212790602
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD8 Tem-1,-0.14404953427904166
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::CD8 Tem-2,-0.0015696383154834345
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Cycling T,-0.1196675056683866
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Erythrocyte,0.042575106348754624
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::GCB,0.15765046444520148
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Memory B-1,-0.054105093615822136
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Memory B-2,0.13433419113087167
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Naive T,0.14271790118319103
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Plasma,-0.08413150499902146
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::Tcm,-0.0994153106410335
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::cDC2,-0.06526578161068779
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::pDC,-0.12708477202977866
pred_soft_subtype,clr,1,Normal,pred_soft_subtype::platelet,0.06769641924072237
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Atypical Memory B,0.31399812288929296
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD14 Monocyte-1,0.025059775058200763
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD14 Monocyte-2,0.12135381920182814
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD14 Monocyte-3,-0.05667584100321928
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD16 Monocyte-1,0.04660432045670242
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD16 Monocyte-2,-0.01602529299049513
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD16 NK,-0.021108387909706896
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD4 + Tcm-1,0.022078683729601846
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD4 + Tcm-2,-0.062439977020264145
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD4 Monocyte-4,-0.01258303418650811
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD56 NK,-0.09607553988564478
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD8 + CTL-1,-0.08023100692264087
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD8 + CTL-2,-0.13753355342703022
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD8 + CTL-3,-0.10898611373802557
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD8 Tem-1,0.02647037747656079
pred_soft_subtype,clr,1,PC,pred_soft_subtype::CD8 Tem-2,0.027935033921104673
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Cycling T,0.023503617182122134
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Erythrocyte,-0.11811513487605677
pred_soft_subtype,clr,1,PC,pred_soft_subtype::GCB,-0.02818022320156392
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Memory B-1,0.12018386753650237
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Memory B-2,0.19698346032249428
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Naive T,-0.06406403232939022
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Plasma,-0.07238641940188484
pred_soft_subtype,clr,1,PC,pred_soft_subtype::Tcm,0.06062425955032877
pred_soft_subtype,clr,1,PC,pred_soft_subtype::cDC2,-0.07602565477485074
pred_soft_subtype,clr,1,PC,pred_soft_subtype::pDC,0.023750210877571707
pred_soft_subtype,clr,1,PC,pred_soft_subtype::platelet,0.044773656044415605
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::Atypical Memory B,0.10603074536504561
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD14 Monocyte-1,-0.02460167609495917
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD14 Monocyte-2,0.012147884017043172
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD14 Monocyte-3,-0.14149004413694866
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD16 Monocyte-1,-0.1103689633126721
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD16 Monocyte-2,-0.11194471134351176
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD16 NK,0.009487946126425516
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD4 + Tcm-1,0.047679366179537004
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD4 + Tcm-2,0.06937569691825334
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD4 Monocyte-4,-0.28059798967856314
pred_soft_subtype,clr,2,BTC,pred_soft_subtype::CD56 NK,0.07886833109686713
