feature_set,transform,outer_fold,disease,feature,coefficient
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::CD8 Tem-1,-0.5990316812247422
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::CD8 Tem-2,0.5581664063788204
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Cycling T,-0.1277413624414607
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Erythrocyte,0.42490100314965806
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::GCB,-0.10293380439615829
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Memory B-1,-0.9769942162840874
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Memory B-2,-0.44173212434003256
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Naive T,-0.5208796280450515
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Plasma,-0.7782941301161169
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::Tcm,0.5215306589231494
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::cDC2,1.6396575962609765
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::pDC,-0.3220659707496609
pred_hard_subtype,raw,3,CRC,pred_hard_subtype::platelet,-0.1369645157714089
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Atypical Memory B,0.001435319820863484
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD14 Monocyte-1,0.9132616050673572
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD14 Monocyte-2,0.2657215540031512
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD14 Monocyte-3,-0.023130353184275688
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD16 Monocyte-1,1.7036332456852257
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD16 Monocyte-2,0.011269118665832028
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD16 NK,-1.726703528052501
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD4 + Tcm-1,0.7643995674601639
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD4 + Tcm-2,-0.0492654041949456
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD4 Monocyte-4,-0.003853510930792969
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD56 NK,-0.15401325117351103
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD8 + CTL-1,-0.1330206818784804
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD8 + CTL-2,0.000609817754129794
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD8 + CTL-3,-0.1249249124198774
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD8 Tem-1,0.8397894142714437
pred_hard_subtype,raw,3,GC,pred_hard_subtype::CD8 Tem-2,-0.4453173726632504
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Cycling T,-0.04449912746611766
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Erythrocyte,0.4827243807215125
pred_hard_subtype,raw,3,GC,pred_hard_subtype::GCB,0.0015383978745159641
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Memory B-1,-1.6757115760759926
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Memory B-2,0.0006191991437506435
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Naive T,-0.04408251918533658
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Plasma,-0.6891977551304174
pred_hard_subtype,raw,3,GC,pred_hard_subtype::Tcm,-0.026961792159439217
pred_hard_subtype,raw,3,GC,pred_hard_subtype::cDC2,-2.2670272739577166
pred_hard_subtype,raw,3,GC,pred_hard_subtype::pDC,1.0835001670508206
pred_hard_subtype,raw,3,GC,pred_hard_subtype::platelet,-0.040016116835280065
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Atypical Memory B,-0.0032024329261440498
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD14 Monocyte-1,1.4605316790821163
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD14 Monocyte-2,-0.4577282725259009
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD14 Monocyte-3,-0.01578578160016665
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD16 Monocyte-1,0.762083303246361
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD16 Monocyte-2,0.02072344450663966
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD16 NK,1.8556785596167993
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD4 + Tcm-1,-1.3710636655692976
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD4 + Tcm-2,-0.1301108296072919
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD4 Monocyte-4,-0.02150672313210185
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD56 NK,-0.1906426350840795
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD8 + CTL-1,-0.1730144474308406
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD8 + CTL-2,-0.00955683897843937
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD8 + CTL-3,-0.05432073942258289
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD8 Tem-1,-0.9104857099971995
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::CD8 Tem-2,-0.2787313898228403
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Cycling T,0.15070217625217613
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Erythrocyte,-0.619978105645486
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::GCB,-0.004017425899910675
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Memory B-1,-0.21525100639727274
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Memory B-2,-0.007626280011186828
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Naive T,-0.13485019622875674
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Plasma,1.7008383873737147
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::Tcm,-0.09185500321096127
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::cDC2,-0.5458971460266658
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::pDC,-0.41874549376445624
pred_hard_subtype,raw,3,HCC,pred_hard_subtype::platelet,-0.07197909332140243
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Atypical Memory B,0.08025779632030268
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD14 Monocyte-1,-0.005412780687027395
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD14 Monocyte-2,-0.15791056892162766
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD14 Monocyte-3,0.1496054362070134
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD16 Monocyte-1,0.046807137175872926
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD16 Monocyte-2,-0.16030309424404476
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD16 NK,-0.2652687097803907
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD4 + Tcm-1,-0.6331518367252017
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD4 + Tcm-2,0.4107963382174738
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD4 Monocyte-4,0.1474849634665164
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD56 NK,0.6725021390395615
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD8 + CTL-1,0.5403375974018407
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD8 + CTL-2,0.17997088342628306
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD8 + CTL-3,-0.044327940929356185
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD8 Tem-1,-0.25875565388333993
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::CD8 Tem-2,0.07004610399083319
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Cycling T,0.005759507760105104
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Erythrocyte,-0.1602638269175207
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::GCB,0.10606639563268508
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Memory B-1,0.09172066919904129
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Memory B-2,0.4645568064304688
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Naive T,0.8505053468422521
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Plasma,-0.04802061122368301
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::Tcm,-0.27523470561336444
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::cDC2,0.4245731402805183
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::pDC,-0.2240918936269661
pred_hard_subtype,raw,3,Normal,pred_hard_subtype::platelet,0.4236188372657548
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Atypical Memory B,0.0018300916807527934
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD14 Monocyte-1,0.23359298765875344
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD14 Monocyte-2,-0.3652831194159792
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD14 Monocyte-3,-0.028784233130336952
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD16 Monocyte-1,-2.772125706719168
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD16 Monocyte-2,-0.09943979370178918
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD16 NK,-2.003680073388753
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD4 + Tcm-1,0.983068985747308
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD4 + Tcm-2,-0.09943684493191789
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD4 Monocyte-4,-0.013900563267035855
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD56 NK,-0.2238799387738067
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD8 + CTL-1,-0.13171649979819497
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD8 + CTL-2,-0.003169219988953782
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD8 + CTL-3,-0.06362694480069599
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD8 Tem-1,1.257739241030398
pred_hard_subtype,raw,3,PC,pred_hard_subtype::CD8 Tem-2,-0.08802054235298237
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Cycling T,0.053832124750503724
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Erythrocyte,-0.03534205085549318
pred_hard_subtype,raw,3,PC,pred_hard_subtype::GCB,0.001247371316415939
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Memory B-1,1.0760250970122875
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Memory B-2,-0.010181313254157798
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Naive T,-0.10996116627615908
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Plasma,-0.12227384116474294
pred_hard_subtype,raw,3,PC,pred_hard_subtype::Tcm,-0.06511733726127303
pred_hard_subtype,raw,3,PC,pred_hard_subtype::cDC2,1.0196703471876951
pred_hard_subtype,raw,3,PC,pred_hard_subtype::pDC,-0.11544747923262134
pred_hard_subtype,raw,3,PC,pred_hard_subtype::platelet,-0.10785985967863027
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::Atypical Memory B,-0.00584060228568436
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD14 Monocyte-1,-0.010232231213743382
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD14 Monocyte-2,-0.0064902700679413585
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD14 Monocyte-3,-0.009479140037152814
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD16 Monocyte-1,-0.03752568603690224
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD16 Monocyte-2,-0.008305000104048136
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD16 NK,0.011193422773120775
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD4 + Tcm-1,0.021258701663099983
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD4 + Tcm-2,-0.014031293660147447
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD4 Monocyte-4,-0.007868542216808102
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD56 NK,-0.018952671529236124
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD8 + CTL-1,-0.011201085940346755
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD8 + CTL-2,-0.009645824873167378
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD8 + CTL-3,-0.014265195271105306
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD8 Tem-1,0.018333348479836947
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::CD8 Tem-2,-0.006103965925132691
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::Cycling T,-0.0069448104993050175
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::GCB,-0.007720244782807322
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::Memory B-1,-0.0006097869767727657
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::Memory B-2,-0.007795107761965303
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::Naive T,-0.013323311926161008
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::Plasma,-0.010471282355645106
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::cDC2,-0.00822174259390375
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::pDC,-0.01848608130251614
pred_hard_subtype,raw,4,BTC,pred_hard_subtype::platelet,-0.011578850213653676
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::Atypical Memory B,-0.006581314490014622
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD14 Monocyte-1,-0.008292571591637163
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD14 Monocyte-2,-0.0008897700581045686
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD14 Monocyte-3,-0.005634395929128601
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD16 Monocyte-1,-0.01397155312046666
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD16 Monocyte-2,0.028233304356648573
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD16 NK,0.004704792196681222
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD4 + Tcm-1,0.004227483523070949
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD4 + Tcm-2,-0.014299160973034153
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD4 Monocyte-4,0.004886327525007198
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD56 NK,-0.008967303834438816
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD8 + CTL-1,0.004143902936960091
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD8 + CTL-2,0.020646118748573958
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD8 + CTL-3,-0.014892297645848035
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD8 Tem-1,0.013882208342230872
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::CD8 Tem-2,0.031893870195369226
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::Cycling T,-0.008074884220277006
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::GCB,-0.007847048530189745
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::Memory B-1,-0.02393134919439234
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::Memory B-2,-0.009122245481128038
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::Naive T,-0.011152283180062478
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::Plasma,0.005888517707393771
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::cDC2,-0.008228504218257425
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::pDC,0.031167640529855604
pred_hard_subtype,raw,4,CRC,pred_hard_subtype::platelet,-0.012794313427283006
pred_hard_subtype,raw,4,GC,pred_hard_subtype::Atypical Memory B,-0.006136294709114858
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD14 Monocyte-1,0.01288591635655629
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD14 Monocyte-2,0.0024716679501510957
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD14 Monocyte-3,-0.009533512037388446
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD16 Monocyte-1,0.031867425321148654
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD16 Monocyte-2,-0.008079256896804386
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD16 NK,-0.03228317897332933
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD4 + Tcm-1,0.03911926583502524
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD4 + Tcm-2,-0.013644421721033242
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD4 Monocyte-4,-0.011923345867194476
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD56 NK,-0.01807669453833179
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD8 + CTL-1,-0.01070663671638341
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD8 + CTL-2,-0.009642835229210183
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD8 + CTL-3,-0.0134512239942648
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD8 Tem-1,-0.013460513786437837
pred_hard_subtype,raw,4,GC,pred_hard_subtype::CD8 Tem-2,-0.00799409606543549
pred_hard_subtype,raw,4,GC,pred_hard_subtype::Cycling T,-0.009373221474373444
pred_hard_subtype,raw,4,GC,pred_hard_subtype::GCB,-0.007874452869128714
pred_hard_subtype,raw,4,GC,pred_hard_subtype::Memory B-1,-0.01034125192735065
pred_hard_subtype,raw,4,GC,pred_hard_subtype::Memory B-2,-0.007899590401440079
pred_hard_subtype,raw,4,GC,pred_hard_subtype::Naive T,-0.012657292077115101
pred_hard_subtype,raw,4,GC,pred_hard_subtype::Plasma,0.033120814190570114
pred_hard_subtype,raw,4,GC,pred_hard_subtype::cDC2,-0.009253282015238971
pred_hard_subtype,raw,4,GC,pred_hard_subtype::pDC,-0.00923759230315098
pred_hard_subtype,raw,4,GC,pred_hard_subtype::platelet,-0.011092874550045815
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::Atypical Memory B,-0.006214296983285379
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD14 Monocyte-1,0.009869565295210384
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD14 Monocyte-2,-0.015892605932135904
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD14 Monocyte-3,-0.00971566074762595
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD16 Monocyte-1,0.030244388162001555
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD16 Monocyte-2,-0.005350804386324354
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD16 NK,0.0637387057294759
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD4 + Tcm-1,-0.03738336260472518
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD4 + Tcm-2,-0.013688717313046864
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD4 Monocyte-4,-0.01231104355243772
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD56 NK,-0.017499462405902784
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD8 + CTL-1,-0.010945259061008695
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD8 + CTL-2,-0.009906690903141734
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD8 + CTL-3,-0.013460265389768774
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD8 Tem-1,-0.021893492137502184
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::CD8 Tem-2,-0.008194874941155283
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::Cycling T,0.03699354348535059
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::GCB,-0.00803473122338655
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::Memory B-1,-0.026821828824361033
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::Memory B-2,-0.008074917544916934
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::Naive T,-0.012589463586112931
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::Plasma,0.005503761265632073
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::cDC2,0.03116929968245039
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::pDC,0.0057973183697862
pred_hard_subtype,raw,4,HCC,pred_hard_subtype::platelet,-0.011229516450044937
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::Atypical Memory B,0.03067090760677775
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD14 Monocyte-1,-0.010921162930955622
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD14 Monocyte-2,-0.015614330441545162
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD14 Monocyte-3,0.043813864935249906
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD16 Monocyte-1,-0.011335785976071858
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD16 Monocyte-2,0.0021310443096808932
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD16 NK,-0.03199076195165088
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD4 + Tcm-1,-0.049179369944423554
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD4 + Tcm-2,0.06908363576467519
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD4 Monocyte-4,0.03928691895261858
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD56 NK,0.0818253167995016
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD8 + CTL-1,0.03976655065968213
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD8 + CTL-2,0.018768036813159375
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD8 + CTL-3,0.06963092244270358
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD8 Tem-1,-0.02402264233806277
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::CD8 Tem-2,-0.00036111348529496983
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::Cycling T,-0.0053731619563038985
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::GCB,0.03915849153699174
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::Memory B-1,0.0674856090643814
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::Memory B-2,0.04059037274080228
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::Naive T,0.06253171353810355
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::Plasma,-0.016107415810488357
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::cDC2,0.00262531420446213
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::pDC,-0.018878776105554648
pred_hard_subtype,raw,4,Normal,pred_hard_subtype::platelet,0.05778487502548592
pred_hard_subtype,raw,4,PC,pred_hard_subtype::Atypical Memory B,-0.005898399138678593
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD14 Monocyte-1,0.006690484084569482
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD14 Monocyte-2,0.03641530854957581
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD14 Monocyte-3,-0.009451156183954071
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD16 Monocyte-1,0.0007212116502906526
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD16 Monocyte-2,-0.008629287279152633
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD16 NK,-0.015362979774297599
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD4 + Tcm-1,0.021957281527952507
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD4 + Tcm-2,-0.013420042097413466
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD4 Monocyte-4,-0.012070314841185594
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD56 NK,-0.01832918449159221
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD8 + CTL-1,-0.011057471878903326
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD8 + CTL-2,-0.010218804556214153
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD8 + CTL-3,-0.01356194014171661
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD8 Tem-1,0.02716109143993491
pred_hard_subtype,raw,4,PC,pred_hard_subtype::CD8 Tem-2,-0.009239819778350802
pred_hard_subtype,raw,4,PC,pred_hard_subtype::Cycling T,-0.007227465335091148
pred_hard_subtype,raw,4,PC,pred_hard_subtype::GCB,-0.00768201413147948
pred_hard_subtype,raw,4,PC,pred_hard_subtype::Memory B-1,-0.005781392141504802
pred_hard_subtype,raw,4,PC,pred_hard_subtype::Memory B-2,-0.0076985115513521244
pred_hard_subtype,raw,4,PC,pred_hard_subtype::Naive T,-0.012809362768652058
pred_hard_subtype,raw,4,PC,pred_hard_subtype::Plasma,-0.0179343949974625
pred_hard_subtype,raw,4,PC,pred_hard_subtype::cDC2,-0.008091085059512438
pred_hard_subtype,raw,4,PC,pred_hard_subtype::pDC,0.00963749081157992
pred_hard_subtype,raw,4,PC,pred_hard_subtype::platelet,-0.011089320384458659
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Atypical Memory B,-0.04795301561557786
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD14 Monocyte-1,-0.09218116350035525
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD14 Monocyte-2,-0.016734432133643853
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD14 Monocyte-3,-0.1042908464990501
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD16 Monocyte-1,-0.2564055954275939
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD16 Monocyte-2,-0.07421725105412316
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD16 NK,0.07581319461881916
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD4 + Tcm-1,0.017114298769422758
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD4 + Tcm-2,0.17573693753571687
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD4 Monocyte-4,-0.13950054049472613
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD56 NK,0.02614913957455671
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD8 + CTL-1,-0.15350452831545264
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD8 + CTL-2,-0.07450091240989289
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD8 + CTL-3,-0.06411849673132153
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD8 Tem-1,0.06284541934904861
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::CD8 Tem-2,0.24090311987164892
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Cycling T,-0.07678875177885108
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Erythrocyte,-0.048935396488173466
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::GCB,-0.10132757350371659
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Memory B-1,0.30507406129156345
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Memory B-2,-0.06447173007729917
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Naive T,0.0385606256020342
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Plasma,-0.0677046643271113
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::Tcm,-0.004470248661581307
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::cDC2,0.012104213485357144
pred_hard_subtype,clr,0,BTC,pred_hard_subtype::pDC,-0.01832020897679299
