stage,status,started_at,completed_at,host,python,base_protocol_hash,permutations,equal_cell_seeds
downstream,success,2026-09-08T14:09:36.253310+00:00,2026-09-08T14:12:51.704052+00:00,vllab13,3.13.13,129c94d3690d9d81,10000,50
