outer_fold,seed,patient_budget,cell_cap,task,class_index,class_name,training_patient_count,training_cell_count,observed_in_training
0,9,8,100,fine,31,PLT,2,2,True
0,9,8,100,fine,32,RET,0,0,False
0,9,8,100,fine,33,cDC,3,3,True
0,9,8,100,fine,34,cMono,8,217,True
0,9,8,100,fine,35,cMono.cyc,3,6,True
0,9,8,100,fine,36,iNKT,1,1,True
0,9,8,100,fine,37,ncMono,8,34,True
0,9,8,100,fine,38,pDC,2,2,True
0,10,8,100,coarse,0,B,7,45,True
0,10,8,100,coarse,1,Myeloid,8,325,True
0,10,8,100,coarse,2,NK,8,88,True
0,10,8,100,coarse,3,Other,0,0,False
0,10,8,100,coarse,4,T,8,342,True
0,10,8,100,fine,0,B.INT,3,7,True
0,10,8,100,fine,1,B.MEM,1,1,True
0,10,8,100,fine,2,B.NAIVE,6,27,True
0,10,8,100,fine,3,CD4.NAIVE,8,112,True
0,10,8,100,fine,4,CD4.TCM,8,107,True
0,10,8,100,fine,5,CD4.TEFF,3,5,True
0,10,8,100,fine,6,CD4.TEFF.prolif,3,5,True
0,10,8,100,fine,7,CD4.TEM/TEMRA,5,9,True
0,10,8,100,fine,8,CD4.TREG,5,12,True
0,10,8,100,fine,9,CD8.NAIVE,5,11,True
0,10,8,100,fine,10,CD8.TCM,4,4,True
0,10,8,100,fine,11,CD8.TCM.CCL5,4,5,True
0,10,8,100,fine,12,CD8.TEFF,2,2,True
0,10,8,100,fine,13,CD8.TEFF.prolif,3,7,True
0,10,8,100,fine,14,CD8.TEM,5,12,True
0,10,8,100,fine,15,CD8.TEMRA,7,26,True
0,10,8,100,fine,16,CD8.TREG,0,0,False
0,10,8,100,fine,17,CD8.mitohi,4,12,True
0,10,8,100,fine,18,DN,1,1,True
0,10,8,100,fine,19,DP,5,6,True
0,10,8,100,fine,20,GDT.VD2,2,4,True
0,10,8,100,fine,21,GDT.VD2neg,1,1,True
0,10,8,100,fine,22,HSC,0,0,False
0,10,8,100,fine,23,MAIT,1,1,True
0,10,8,100,fine,24,Mast,0,0,False
0,10,8,100,fine,25,NK.CD16hi,8,66,True
0,10,8,100,fine,26,NK.CD16int,1,2,True
0,10,8,100,fine,27,NK.CD56hi.CD16int.XCL1/2,3,3,True
0,10,8,100,fine,28,NK.cyc,3,3,True
0,10,8,100,fine,29,NK.mitohi,6,14,True
0,10,8,100,fine,30,PB,4,10,True
0,10,8,100,fine,31,PLT,0,0,False
0,10,8,100,fine,32,RET,0,0,False
0,10,8,100,fine,33,cDC,4,6,True
0,10,8,100,fine,34,cMono,8,282,True
0,10,8,100,fine,35,cMono.cyc,4,6,True
0,10,8,100,fine,36,iNKT,0,0,False
0,10,8,100,fine,37,ncMono,8,29,True
0,10,8,100,fine,38,pDC,2,2,True
0,11,8,100,coarse,0,B,8,49,True
0,11,8,100,coarse,1,Myeloid,8,327,True
